tipnames	virus.subtype	host.class	host.order	collection.region.name	tiplocation_lat	tiplocation_lon	cluster.number
H5N1.EPI_ISL_17260681.Carnivora.united_states.9.2022-06-15	H5N1	Carnivora_wild	Carnivora	northern america	63.588753	-154.4930619	profile001
H5N1.EPI_ISL_17051363.Galliformes.canada.9.2022-06-15	H5N1	Galliformes_domestic	Galliformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_16297361.Anseriformes.united_states.9.2022-10-11	H5N1	Anseriformes_wild	Anseriformes	northern america	35.4675602	-97.5164276	profile001
H5N1.EPI_ISL_16244006.Galliformes.united_states.9.2022-05-16	H5N1	Galliformes_domestic	Galliformes	northern america	45.9019541	-115.7237432	profile001
H5N1.EPI_ISL_16243926.Anseriformes.united_states.9.2022-05-16	H5N1	Anseriformes_wild	Anseriformes	northern america	45.9019541	-115.7237432	profile001
H5N1.EPI_ISL_17051471.Passeriformes.canada.NA.2022-12-30	H5N1	Passeriformes_wild	Passeriformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_17051432.Pelecaniformes.canada.NA.2022-11-28	H5N1	Pelecaniformes_wild	Pelecaniformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_16297328.Galliformes.united_states.9.2022-10-18	H5N1	Galliformes_domestic	Galliformes	northern america	39.5500507	-105.7820674	profile001
H5N1.EPI_ISL_16244014.Galliformes.united_states.9.2022-05-17	H5N1	Galliformes_domestic	Galliformes	northern america	45.9019541	-115.7237432	profile001
H5N1.EPI_ISL_18132418.Anseriformes.united_states.NA.2022-04-14	H5N1	Anseriformes_wild	Anseriformes	northern america	46.729553	-94.6858998	profileNA
H5N1.EPI_ISL_12572652.Galliformes.china.110.2022-03-03	H5N1	Galliformes_domestic	Galliformes	eastern asia	31.844419	117.254331	profile026
H5N1.EPI_ISL_12572660.Anseriformes.china.110.2021-12-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	29.1557051	113.7157613	profile026
H5N1.EPI_ISL_12572653.Galliformes.china.110.2021-12-07	H5N1	Galliformes_domestic	Galliformes	eastern asia	29.1557051	113.7157613	profile026
H5N1.EPI_ISL_12572663.Columbiformes.china.110.2021-12-08	H5N1	Columbiformes_wild	Columbiformes	eastern asia	29.1557051	113.7157613	profile026
H5N1.EPI_ISL_12572658.Anseriformes.china.110.2022-01-10	H5N1	Anseriformes_wild	Anseriformes	eastern asia	30.9894798	112.8721355	profile026
H5N1.EPI_ISL_12572657.Anseriformes.china.110.2021-11-27	H5N1	Anseriformes_wild	Anseriformes	eastern asia	30.9894798	112.8721355	profile026
H1N1.EPI_ISL_17805833.environment.japan.NA.2021-01-25	H1N1	unknown	environment	eastern asia	36.204824	138.252924	profileNA
H1N1.EPI_ISL_16390396.environment.japan.NA.2021-01-25	H1N1	unknown	environment	eastern asia	31.5965535	130.5571158	profileNA
H1N1.EPI_ISL_14835461.Anseriformes.south_korea.NA.2021-03-02	H1N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profileNA
H1N1.EPI_ISL_1184531.Anseriformes.russia.NA.2020-10-03	H1N1	Anseriformes_wild	Anseriformes	eastern asia	45.0526	135.2108	profileNA
H1N1.EPI_ISL_13374949.environment.japan.NA.2020-06-27	H1N1	unknown	environment	eastern asia	31.5965535	130.5571158	profileNA
H1N1.EPI_ISL_499244.Anseriformes.china.NA.2019-11-09	H1N1	Anseriformes_wild	Anseriformes	eastern asia	31.230393	121.473704	profileNA
H5N1.EPI_ISL_china_20230833.Anseriformes.china.22.2021-10-15	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.852843	105.7008601	profile004
H5N1.EPI_ISL_china_20230835.Anseriformes.china.22.2021-10-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.852843	105.7008601	profile004
H5N1.EPI_ISL_china_20230836.Anseriformes.china.22.2021-10-16	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.852843	105.7008601	profile004
H5N1.EPI_ISL_12572654.Anseriformes.china.22.2021-12-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	23.2600355	113.25139	profile004
H5N1.EPI_ISL_17606818.Anseriformes.south_korea.22.2022-02-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	44.4957481	11.2946868	profile004
H5N1.EPI_ISL_15923322.Falconiformes.japan.22.2022-09-25	H5N1	Falconiformes_wild	Falconiformes	eastern asia	35.4769011	139.6294307	profile004
H5N1.EPI_ISL_16831299.Galliformes.japan.NA.2022-04-19	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.204824	138.252924	profile004
H5N1.EPI_ISL_15576617.Anseriformes.japan.22.2022-10-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	44	143	profile004
H5N1.EPI_ISL_12572661.Anseriformes.china.22.2022-02-22	H5N1	Anseriformes_wild	Anseriformes	eastern asia	26.424084	106.673534	profile004
H5N1.EPI_ISL_17606864.Galliformes.south_korea.22.2022-04-07	H5N1	Galliformes_domestic	Galliformes	eastern asia	35.4606	128.2132	profile004
H5N1.EPI_ISL_15063427.Galliformes.japan.NA.2021-12-30	H5N1	Galliformes_domestic	Galliformes	eastern asia	33.8500369	132.7715164	profile004
H5N1.EPI_ISL_17606838.Anseriformes.south_korea.22.2022-01-06	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244	profile004
H5N1.EPI_ISL_18373228.Anseriformes.south_korea.NA.2022-01-19	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile004
H5N1.EPI_ISL_18373246.Pelecaniformes.south_korea.NA.2022-02-15	H5N1	Pelecaniformes_wild	Pelecaniformes	eastern asia	35.907757	127.766922	profile004
H5N1.EPI_ISL_17606862.Anseriformes.south_korea.22.2022-02-21	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.4606	128.2132	profile004
H5N1.EPI_ISL_17606853.Galliformes.south_korea.22.2022-02-07	H5N1	Galliformes_domestic	Galliformes	eastern asia	44.4957481	11.2946868	profile004
H5N1.EPI_ISL_17606817.Anseriformes.south_korea.22.2022-01-13	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8	profile004
H5N1.EPI_ISL_17606852.Anseriformes.south_korea.22.2022-02-07	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.8	127.7	profile004
H5N1.EPI_ISL_17606860.Galliformes.south_korea.22.2022-02-12	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.8	127.7	profile004
H5N1.EPI_ISL_17606856.Galliformes.south_korea.22.2022-02-08	H5N1	Galliformes_wild	Galliformes	eastern asia	36.5184	126.8	profile004
H5N1.EPI_ISL_17606846.Galliformes.south_korea.22.2022-01-30	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.5184	126.8	profile004
H5N1.EPI_ISL_18373233.Anseriformes.south_korea.NA.2022-01-26	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile004
H5N1.EPI_ISL_17606855.Anseriformes.south_korea.22.2022-02-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.8	127.7	profile004
H5N1.EPI_ISL_17371282.Anseriformes.indonesia.NA.2022-04-04	H5N1	Anseriformes_wild	Anseriformes	south-eastern asia	-3.6898944	116.1832068	profileNA
H5N1.EPI_ISL_15063429.Galliformes.japan.NA.2021-11-13	H5N1	Galliformes_domestic	Galliformes	eastern asia	31.5965535	130.5571158	profileNA
