tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N8.2344b.EPI_ISL_5143583.galliformes.germany.1.2021-03-24	H5N8	2021-03-24	2021.22	2021-03-01	western europe	germany	deu	51.0533277435649	10.373650933319	thüringen	de.th	50.9034036811626	11.0265393979066	Europe / Germany / Thuringia / SÃ¶mmerda / NA	2021-03-24	profile002	galliformes	11.0265393979066	50.9034036811626
H5N8.2344b.EPI_ISL_766054.galliformes.united_kingdom.1.2020-12-04	H5N8	2020-12-04	2020.92	2020-12-01	northern europe	united kingdom	gbr	54.0438440515314	-2.78687513666638	NA	NA	NA	NA	Europe / United Kingdom / Norfolk / NA / NA	2020-12-04	profile002	galliformes	-2.78687513666638	54.0438440515314
H5N8.2344b.EPI_ISL_1041158.galliformes.japan.1.2021-02-14	H5N8	2021-02-14	2021.12	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	Asia / Japan / Chiba / NA / NA	2021-02-14	profile002	galliformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_1041132.galliformes.japan.1.2021-02-08	H5N8	2021-02-08	2021.1	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokushima	jp.ts	33.9191788356518	134.242093496813	Asia / Japan / Tokushima / NA / NA	2021-02-08	profile002	galliformes	134.242093496813	33.9191788356518
H5N8.2344b.EPI_ISL_1009688.galliformes.south_korea.1.2021-01-01	H5N8	2021-01-01	2021	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-01-01	profile002	galliformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_1009689.galliformes.south_korea.1.2021-01-03	H5N8	2021-01-03	2021.01	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2021-01-03	profile002	galliformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_1009687.galliformes.south_korea.1.2020-12-31	H5N8	2020-12-31	2021	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangbuk-do	kr.kb	36.3474789243827	128.748576389097	Asia / Korea / GB / NA / NA	2020-12-31	profile002	galliformes	128.748576389097	36.3474789243827
H5N8.2344b.EPI_ISL_1009686.galliformes.south_korea.1.2020-12-31	H5N8	2020-12-31	2021	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-31	profile002	galliformes	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_2932608.galliformes.kazakhstan.1.2020-09-01	H5N8	2020-09-01	2020.67	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	almaty	kz.aa	44.9554808695858	77.9603747475348	Asia / Kazakhstan / Almaty Province / Karasai district, Umtyl, Merei village / NA	2020-09-01	profile002	galliformes	77.9603747475348	44.9554808695858
H5N8.2344b.EPI_ISL_739686.galliformes.kazakhstan.1.2020-09-18	H5N8	2020-09-18	2020.71	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	north kazakhstan	kz.nk	53.8421826489217	69.2722074369824	Asia / Kazakhstan / North Kazakhstan / NA / NA	2020-09-18	profile002	galliformes	69.2722074369824	53.8421826489217
H5N8.2344b.EPI_ISL_1114738.galliformes.italy.1.2020-10-17	H5N8	2020-10-17	2020.79	2020-10-01	southern europe	italy	ita	42.7080607219025	12.208345049127	lazio	na	41.979336323661	12.7721450906831	Europe / Russia / Kostroma Oblast / Kostroma / NA	2020-10-17	profile002	galliformes	12.7721450906831	41.979336323661
H5N8.2344b.EPI_ISL_644146.galliformes.russia.1.2020-08-06	H5N8	2020-08-06	2020.6	2020-08-01	central asia	russia	rus	66.0376616061812	95.7970903417469	chelyabinsk	ru.cl	54.4531161547399	60.406021972363	Europe / Russia / Chelyabinsk Oblast / Chelyabinsk / NA	2020-08-06	profile002	galliformes	60.406021972363	54.4531161547399
H5N8.2344b.EPI_ISL_654836.galliformes.russia.1.2020-08-27	H5N8	2020-08-27	2020.65	2020-08-01	central asia	russia	rus	66.0376616061812	95.7970903417469	kurgan	ru.ku	55.4734051858522	64.8219230597649	Europe / Russia / Kurgan Oblast / NA / NA	2020-08-27	profile002	galliformes	64.8219230597649	55.4734051858522
H5N8.2344b.EPI_ISL_644158.galliformes.russia.1.2020-08-17	H5N8	2020-08-17	2020.63	2020-08-01	central asia	russia	rus	66.0376616061812	95.7970903417469	omsk	ru.om	56.0596108837778	73.3669499849514	Europe / Russia / Omsk Oblast / Omsk / NA	2020-08-17	profile002	galliformes	73.3669499849514	56.0596108837778
H5N8.2344b.EPI_ISL_1114747.galliformes.russia.1.2020-10-25	H5N8	2020-10-25	2020.81	2020-10-01	eastern europe	russia	rus	66.0376616061812	95.7970903417469	rostov	ru.ro	47.725861660493	41.3470662241277	Europe / Russia / Rostov Oblast / Rostov-on-Don / NA	2020-10-25	profile002	galliformes	41.3470662241277	47.725861660493
H5N8.2344b.EPI_ISL_654821.galliformes.russia.1.2020-09-15	H5N8	2020-09-15	2020.7	2020-09-01	eastern europe	russia	rus	66.0376616061812	95.7970903417469	saratov	ru.sr	51.5994582882348	46.8369479833559	Europe / Russia / Saratov Oblast / Saratov / NA	2020-09-15	profile002	galliformes	46.8369479833559	51.5994582882348
H5N8.2344b.EPI_ISL_1114749.galliformes.russia.1.2020-12-11	H5N8	2020-12-11	2020.94	2020-12-01	eastern europe	russia	rus	66.0376616061812	95.7970903417469	stavropol'	ru.st	44.927089080414	43.4103582512603	Europe / Russia / Stavropol Krai / Stavropol / NA	2020-12-11	profile002	galliformes	43.4103582512603	44.927089080414
H5N8.2344b.EPI_ISL_1114736.galliformes.russia.1.2020-09-26	H5N8	2020-09-26	2020.73	2020-09-01	central asia	russia	rus	66.0376616061812	95.7970903417469	tyumen'	ru.ty	57.6472366156513	69.1218349161945	Europe / Russia / Tyumen Oblast / Tyumen / NA	2020-09-26	profile002	galliformes	69.1218349161945	57.6472366156513
H5N8.2344b.EPI_ISL_826457.galliformes.sweden.1.2021-01-02	H5N8	2021-01-02	2021	2021-01-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	skåne	se.sn	55.9474024317265	13.595146733816	Europe / Sweden / Skane Lan / Sjobo Kommun / NA	2021-01-02	profile002	galliformes	13.595146733816	55.9474024317265
H5N8.NA.EPI_ISL_17212363.galliformes.united_kingdom.NA.2020-11-01	H5N8	2020-11-01	2020.83	2020-11-01	northern europe	united kingdom	gbr	54.0438440515314	-2.78687513666638	NA	NA	NA	NA	NA	2020-11-01	profile002	galliformes	-2.78687513666638	54.0438440515314
H5N8.NA.EPI_ISL_17086349.galliformes.japan.NA.2021-02-08	H5N8	2021-02-08	2021.1	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	NA	2021-02-08	profile002	galliformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_5260468.podicipediformes.china.1.2021-06-15	H5N8	2021-06-15	2021.45	2021-06-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	Asia / China / Ningxia / NA / NA	2021-06-15	profile002	podicipediformes	106.161545856493	37.2602231520297
H5N8.2344b.EPI_ISL_5260467.podicipediformes.china.1.2021-06-05	H5N8	2021-06-05	2021.42	2021-06-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shaanxi	cn.sa	35.1531910315733	108.845281415025	Asia / China / Shaanxi / NA / NA	2021-06-05	profile002	podicipediformes	108.845281415025	35.1531910315733
H5N8.2344b.EPI_ISL_5260466.podicipediformes.china.1.2021-02-22	H5N8	2021-02-22	2021.14	2021-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong / NA / NA	2021-02-22	profile002	podicipediformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_7597827.podicipediformes.belgium.1.2020-11-24	H5N8	2020-11-24	2020.9	2020-11-01	western europe	belgium	bel	50.64017310615	4.66939027974939	vlaanderen	na	51.0391095671615	4.2420548599892	Europe / Belgium / Provincie Oost-Vlaanderen / Gent (Blaarmeersen) / (Blaarmeersen)	2020-11-24	profile002	podicipediformes	4.2420548599892	51.0391095671615
H5N8.2344b.EPI_ISL_14770162.gruiformes.china.1.2020-12-31	H5N8	2020-12-31	2021	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / NA / NA / NA	2020-12-31	profile002	gruiformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_1939617.strigiformes.china.1.2020-11-11	H5N8	2020-11-11	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan Province / NA / NA	2020-11-11	profile002	strigiformes	113.614527263456	33.8761853651454
H5N8.NA.EPI_ISL_1240680.strigiformes.sweden.NA.2021-02-20	H5N8	2021-02-20	2021.14	2021-02-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	NA	NA	NA	NA	NA	2021-02-20	profile002	strigiformes	16.2835241791686	62.374013544985
H5N8.NA.EPI_ISL_3128535.strigiformes.NA.NA.2021-03-25	H5N8	2021-03-25	2021.23	2021-03-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2021-03-25	profile002	strigiformes	NA	NA
H5N8.NA.EPI_ISL_17086341.environment.japan.NA.2021-02-09	H5N8	2021-02-09	2021.11	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokushima	jp.ts	33.9191788356518	134.242093496813	NA	2021-02-09	profile002	environment	134.242093496813	33.9191788356518
H5N8.2344b.EPI_ISL_1009709.na.south_korea.1.2020-12-16	H5N8	2020-12-16	2020.96	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeju	kr.cj	33.3869876346889	126.553618799527	Asia / Korea / JJ / NA / NA	2020-12-16	profile002	na	126.553618799527	33.3869876346889
H5N8.2344b.EPI_ISL_14823812.anseriformes.china.1.2020-11-09	H5N8	2020-11-09	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan Province / NA / NA	2020-11-09	profile002	anseriformes	113.614527263456	33.8761853651454
H5N8.2344b.EPI_ISL_615072.anseriformes.kazakhstan.1.2020-09-25	H5N8	2020-09-25	2020.73	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	qostanay	kz.qs	51.5322283786231	64.0853293002361	Asia / Kazakhstan / Kostanay / NA / NA	2020-09-25	profile002	anseriformes	64.0853293002361	51.5322283786231
H5N8.2344b.EPI_ISL_683751.anseriformes.italy.1.2020-11-21	H5N8	2020-11-21	2020.89	2020-11-01	southern europe	italy	ita	42.7080607219025	12.208345049127	veneto	na	45.6595758067318	11.8428083995249	Europe / Italy / Veneto / Province of Venice / Jesolo	2020-11-21	profile002	anseriformes	11.8428083995249	45.6595758067318
H5N8.2344b.EPI_ISL_1114752.anseriformes.netherlands.1.2020-12-31	H5N8	2020-12-31	2021	2020-12-01	western europe	netherlands	nld	52.2573048104135	5.56251311224367	noord-brabant	nl.nb	51.5616727876811	5.19541346074046	Europe / Russia / Republic of North Ossetia?Alania / ?Alania / ?Alania	2020-12-31	profile002	anseriformes	5.19541346074046	51.5616727876811
H5N8.2344b.EPI_ISL_644132.anseriformes.russia.1.2020-08-17	H5N8	2020-08-17	2020.63	2020-08-01	central asia	russia	rus	66.0376616061812	95.7970903417469	omsk	ru.om	56.0596108837778	73.3669499849514	Europe / Russia / Omsk Oblast / Omsk / NA	2020-08-17	profile002	anseriformes	73.3669499849514	56.0596108837778
H5N8.2344b.EPI_ISL_5863447.anseriformes.united_states.1.2020-10-02	H5N8	2020-10-02	2020.75	2020-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	georgia	us.ga	32.6403385373358	-83.4405725551842	Asia / Georgia / NA / NA / NA	2020-10-02	profile002	anseriformes	-83.4405725551842	32.6403385373358
H5N8.2344b.EPI_ISL_644135.galliformes.russia.1.2020-08-17	H5N8	2020-08-17	2020.63	2020-08-01	central asia	russia	rus	66.0376616061812	95.7970903417469	omsk	ru.om	56.0596108837778	73.3669499849514	Europe / Russia / Omsk Oblast / Omsk / NA	2020-08-17	profile002	galliformes	73.3669499849514	56.0596108837778
H5N8.2344b.EPI_ISL_2932619.anseriformes.kazakhstan.1.2020-09-23	H5N8	2020-09-23	2020.73	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	aqmola	kz.am	51.7623557428944	69.9739209295215	Asia / Kazakhstan / Akmola / Birzhan sal district, Baymyrza, Shoshkaly lake / NA	2020-09-23	profile002	anseriformes	69.9739209295215	51.7623557428944
H5N8.2344b.EPI_ISL_615073.anseriformes.kazakhstan.1.2020-09-19	H5N8	2020-09-19	2020.72	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	north kazakhstan	kz.nk	53.8421826489217	69.2722074369824	Asia / Kazakhstan / North Kazakhstan / NA / NA	2020-09-19	profile002	anseriformes	69.2722074369824	53.8421826489217
H5N8.2344b.EPI_ISL_16718460.accipitriformes.japan.16.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2021-02-01	profile003	accipitriformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_1184517.accipitriformes.japan.16.2021-02-24	H5N8	2021-02-24	2021.15	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	toyama	jp.ty	36.6374969915777	137.269020761504	Asia / Japan / Toyama / NA / NA	2021-02-24	profile003	accipitriformes	137.269020761504	36.6374969915777
H5N8.NA.EPI_ISL_17086220.accipitriformes.japan.NA.2020-12-08	H5N8	2020-12-08	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	NA	2020-12-08	profile002	accipitriformes	133.968927545016	34.217379070784
H5N8.NA.EPI_ISL_17086221.accipitriformes.japan.NA.2020-12-20	H5N8	2020-12-20	2020.97	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	nara	jp.nr	34.3169016713112	135.871480614117	NA	2020-12-20	profile002	accipitriformes	135.871480614117	34.3169016713112
H5N8.2344b.EPI_ISL_2820250.anseriformes.china.10.2020-10-15	H5N8	2020-10-15	2020.79	2020-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	Asia / China / Ningxia Hui Autonomous Region / NA / NA	2020-10-15	profile003	anseriformes	106.161545856493	37.2602231520297
H5N8.2344b.EPI_ISL_697771.anseriformes.japan.10.2020-10-24	H5N8	2020-10-24	2020.81	2020-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / NA / NA	2020-10-24	profile003	anseriformes	142.542521870972	43.3824165431654
H5N8.2344b.EPI_ISL_4071019.anseriformes.japan.10.2020-11-05	H5N8	2020-11-05	2020.84	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2020-11-05	profile003	anseriformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_1041180.anseriformes.japan.10.2021-02-13	H5N8	2021-02-13	2021.12	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	niigata	jp.ni	37.5201743528051	138.914818034069	Asia / Japan / Niigata / NA / NA	2021-02-13	profile003	anseriformes	138.914818034069	37.5201743528051
H5N8.2344b.EPI_ISL_985179.anseriformes.south_korea.10.2020-11-26	H5N8	2020-11-26	2020.9	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-11-26	profile003	anseriformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985204.anseriformes.south_korea.10.2020-12-23	H5N8	2020-12-23	2020.98	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2020-12-23	profile003	anseriformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_631824.anseriformes.south_korea.10.2020-10-21	H5N8	2020-10-21	2020.8	2020-10-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / Chungcheongbuk-do / NA / NA	2020-10-21	profile003	anseriformes	127.830446360213	36.737850075983
H5N8.2344b.EPI_ISL_1009695.anseriformes.south_korea.10.2020-11-03	H5N8	2020-11-03	2020.84	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-11-03	profile003	anseriformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_666687.anseriformes.south_korea.10.2020-10-24	H5N8	2020-10-24	2020.81	2020-10-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / Gyeonggi-do / NA / NA	2020-10-24	profile003	anseriformes	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_14770166.anseriformes.china.16.2020-11-23	H5N8	2020-11-23	2020.89	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / NA / NA / NA	2020-11-23	profile003	anseriformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_985202.anseriformes.south_korea.16.2020-12-23	H5N8	2020-12-23	2020.98	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-12-23	profile003	anseriformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985203.anseriformes.south_korea.16.2020-12-23	H5N8	2020-12-23	2020.98	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2020-12-23	profile003	anseriformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_1009704.anseriformes.south_korea.16.2020-12-01	H5N8	2020-12-01	2020.92	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-12-01	profile003	anseriformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_1009703.anseriformes.south_korea.16.2020-12-01	H5N8	2020-12-01	2020.92	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-01	profile003	anseriformes	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_985208.anseriformes.south_korea.79.2020-12-27	H5N8	2020-12-27	2020.99	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-12-27	profile003	anseriformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985181.anseriformes.south_korea.79.2020-12-04	H5N8	2020-12-04	2020.92	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2020-12-04	profile003	anseriformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985200.anseriformes.south_korea.79.2020-12-22	H5N8	2020-12-22	2020.97	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2020-12-22	profile003	anseriformes	127.830446360213	36.737850075983
H5N8.NA.EPI_ISL_14819897.anseriformes.china.NA.2020-10-16	H5N8	2020-10-16	2020.79	2020-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	NA	2020-10-16	profile002	anseriformes	106.161545856493	37.2602231520297
H5N8.NA.EPI_ISL_17086222.anseriformes.japan.NA.2020-11-30	H5N8	2020-11-30	2020.91	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2020-11-30	profile002	anseriformes	131.298614512671	32.1919114758892
H5N8.NA.EPI_ISL_17086354.anseriformes.japan.NA.2021-01-29	H5N8	2021-01-29	2021.08	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokushima	jp.ts	33.9191788356518	134.242093496813	NA	2021-01-29	profile002	anseriformes	134.242093496813	33.9191788356518
H5N8.NA.EPI_ISL_17086343.anseriformes.japan.NA.2020-12-03	H5N8	2020-12-03	2020.92	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	wakayama	jp.wk	33.9113994398813	135.506030353599	NA	2020-12-03	profile002	anseriformes	135.506030353599	33.9113994398813
H5N8.NA.EPI_ISL_17086344.falconiformes.japan.NA.2020-12-04	H5N8	2020-12-04	2020.92	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	okayama	jp.oy	34.8921234580739	133.826171708594	NA	2020-12-04	profile002	falconiformes	133.826171708594	34.8921234580739
H5N8.2344b.EPI_ISL_16718462.gruiformes.japan.10.2021-02-05	H5N8	2021-02-05	2021.1	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2021-02-05	profile003	gruiformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_854600.galliformes.japan.10.2021-01-01	H5N8	2021-01-01	2021	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	gifu	jp.gf	35.7777527627362	137.055033768037	Asia / Japan / Gifu / NA / NA	2021-01-01	profile003	galliformes	137.055033768037	35.7777527627362
H5N8.2344b.EPI_ISL_738060.galliformes.japan.10.2020-12-18	H5N8	2020-12-18	2020.96	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokushima	jp.ts	33.9191788356518	134.242093496813	Asia / Japan / Tokushima / NA / NA	2020-12-18	profile003	galliformes	134.242093496813	33.9191788356518
H5N8.2344b.EPI_ISL_1273411.galliformes.japan.16.2020-11-24	H5N8	2020-11-24	2020.9	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukuoka	jp.fo	33.5256575241002	130.666678342289	Asia / Japan / Fukuoka / NA / NA	2020-11-24	profile003	galliformes	130.666678342289	33.5256575241002
H5N8.2344b.EPI_ISL_710437.galliformes.japan.16.2020-12-06	H5N8	2020-12-06	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hiroshima	jp.hs	34.6052446200593	132.788104542609	Asia / Japan / Hiroshima / NA / NA	2020-12-06	profile003	galliformes	132.788104542609	34.6052446200593
H5N8.2344b.EPI_ISL_732933.galliformes.japan.16.2020-12-15	H5N8	2020-12-15	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kochi	jp.kc	33.4223902999559	133.365333188149	Asia / Japan / Kochi / NA / NA	2020-12-15	profile003	galliformes	133.365333188149	33.4223902999559
H5N8.2344b.EPI_ISL_732930.galliformes.japan.16.2020-12-13	H5N8	2020-12-13	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	Asia / Japan / Kagawa / NA / NA	2020-12-13	profile003	galliformes	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_854607.galliformes.japan.16.2021-01-12	H5N8	2021-01-12	2021.03	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-01-12	profile003	galliformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_710443.galliformes.japan.16.2020-12-01	H5N8	2020-12-01	2020.92	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	Asia / Japan / Miyazaki / NA / NA	2020-12-01	profile003	galliformes	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_710452.galliformes.japan.16.2020-12-05	H5N8	2020-12-05	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	nara	jp.nr	34.3169016713112	135.871480614117	Asia / Japan / Nara / NA / NA	2020-12-05	profile003	galliformes	135.871480614117	34.3169016713112
H5N8.2344b.EPI_ISL_718113.galliformes.japan.16.2020-12-09	H5N8	2020-12-09	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	oita	jp.ot	33.2003954700371	131.433742894646	Asia / Japan / Oita / NA / NA	2020-12-09	profile003	galliformes	131.433742894646	33.2003954700371
H5N8.2344b.EPI_ISL_718117.galliformes.japan.16.2020-12-10	H5N8	2020-12-10	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	okayama	jp.oy	34.8921234580739	133.826171708594	Asia / Japan / Okayama / NA / NA	2020-12-10	profile003	galliformes	133.826171708594	34.8921234580739
H5N8.2344b.EPI_ISL_732945.galliformes.japan.16.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	shiga	jp.sh	35.2154079352044	136.13796072496	Asia / Japan / Shiga / NA / NA	2020-12-12	profile003	galliformes	136.13796072496	35.2154079352044
H5N8.2344b.EPI_ISL_978907.galliformes.japan.16.2021-01-22	H5N8	2021-01-22	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	toyama	jp.ty	36.6374969915777	137.269020761504	Asia / Japan / Toyama / NA / NA	2021-01-22	profile003	galliformes	137.269020761504	36.6374969915777
H5N8.2344b.EPI_ISL_718122.galliformes.japan.16.2020-12-09	H5N8	2020-12-09	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	wakayama	jp.wk	33.9113994398813	135.506030353599	Asia / Japan / Wakayama / NA / NA	2020-12-09	profile003	galliformes	135.506030353599	33.9113994398813
H5N8.2344b.EPI_ISL_985192.galliformes.south_korea.16.2020-12-14	H5N8	2020-12-14	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-12-14	profile003	galliformes	127.140659781938	35.7159281817874
