tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N1.2344b.EPI_ISL_12572654.anseriformes.china.22.2021-12-08	H5N1	2021-12-08	2021.93	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong / NA / NA	2021-12-08	profile001	anseriformes	113.398153372919	23.33624359406
H5N1.2344b.EPI_ISL_6959592.anseriformes.south_korea.22.2021-10-26	H5N1	2021-10-26	2021.82	2021-10-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / Chungcheongnam-do / NA / NA	2021-10-26	profile001	anseriformes	126.847825775926	36.5298116066164
H5N1.NA.EPI_ISL_18373239.anseriformes.south_korea.NA.2022-02-04	H5N1	2022-02-04	2022.09	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-02-04	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_6829533.galliformes.japan.22.2021-11-12	H5N1	2021-11-12	2021.86	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-11-12	profile001	galliformes	130.419711465505	30.9949222722596
H5N1.NA.EPI_ISL_15063429.galliformes.japan.NA.2021-11-13	H5N1	2021-11-13	2021.87	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2021-11-13	profile001	galliformes	130.419711465505	30.9949222722596
H5N1.2344b.EPI_ISL_17606815.anseriformes.south_korea.22.2021-11-09	H5N1	2021-11-09	2021.85	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2021-11-09	profile001	anseriformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606819.anseriformes.south_korea.22.2021-11-10	H5N1	2021-11-10	2021.86	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2021-11-10	profile001	anseriformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_17606816.anseriformes.south_korea.22.2021-11-15	H5N1	2021-11-15	2021.87	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2021-11-15	profile001	anseriformes	127.181023197189	37.5315346337798
H5N1.NA.EPI_ISL_15613494.anseriformes.japan.NA.2021-11-09	H5N1	2021-11-09	2021.85	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2021-11-09	profileNA	anseriformes	131.298614512671	32.1919114758892
H5N1.NA.EPI_ISL_18373219.anseriformes.south_korea.NA.2021-11-22	H5N1	2021-11-22	2021.89	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2021-11-22	profileNA	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_6959593.galliformes.south_korea.22.2021-11-08	H5N1	2021-11-08	2021.85	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / Chungcheongbuk-do / NA / NA	2021-11-08	profile001	galliformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_17606827.galliformes.south_korea.22.2021-12-11	H5N1	2021-12-11	2021.94	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2021-12-11	profile001	galliformes	126.847825775926	36.5298116066164
H5N1.2344b.EPI_ISL_17606832.galliformes.south_korea.22.2021-12-16	H5N1	2021-12-16	2021.96	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	sejong	kr.sj	36.5605294196904	127.258813990513	Asia / Korea / SJ / NA / NA	2021-12-16	profile001	galliformes	127.258813990513	36.5605294196904
H5N1.NA.EPI_ISL_15063426.galliformes.japan.NA.2021-12-12	H5N1	2021-12-12	2021.95	2021-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	aomori	jp.ao	40.7809617343859	140.828641268451	NA	2021-12-12	profileNA	galliformes	140.828641268451	40.7809617343859
H5N1.NA.EPI_ISL_15063423.galliformes.japan.NA.2021-11-17	H5N1	2021-11-17	2021.88	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hyōgo	jp.hg	35.0390049694389	134.828550655208	NA	2021-11-17	profileNA	galliformes	134.828550655208	35.0390049694389
H5N8.2344b.EPI_ISL_7379464.anseriformes.china.1.2021-01	H5N8	NA	NA	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	Asia / China / Sichuan Province / NA / NA	2021-01	profile002	anseriformes	102.711402322843	30.6066264180489
H5N8.2344b.EPI_ISL_977595.anseriformes.china.1.2020-12-31	H5N8	2020-12-31	2021	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	Asia / China / Sichuan Province / NA / NA	2020-12-31	profile002	anseriformes	112.274268590565	37.5496375119255
H5N6.2344b.EPI_ISL_11208199.anseriformes.china.73.2021-12-03	H5N6	2021-12-03	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-12-03	profile013	anseriformes	120.086382279697	29.1745873279179
H5N6.2344b.EPI_ISL_7983813.na.china.73.2021-12-22	H5N6	2021-12-22	2021.97	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang Province / Hangzhou / NA	2021-12-22	profile013	na	120.086382279697	29.1745873279179
H5N6.2344b.EPI_ISL_8518268.galliformes.china.73.2021-12-23	H5N6	2021-12-23	2021.98	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-12-23	profile013	galliformes	120.086382279697	29.1745873279179
H5N6.2344b.EPI_ISL_8517999.environment.china.73.2021-12-23	H5N6	2021-12-23	2021.98	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-12-23	profile013	environment	120.086382279697	29.1745873279179
H5N8.2344b.EPI_ISL_854596.galliformes.japan.10.2021-01-10	H5N8	2021-01-10	2021.02	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	Asia / Japan / Chiba / NA / NA	2021-01-10	profile001	galliformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_854599.galliformes.japan.10.2021-01-01	H5N8	2021-01-01	2021	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	gifu	jp.gf	35.7777527627362	137.055033768037	Asia / Japan / Gifu / NA / NA	2021-01-01	profile001	galliformes	137.055033768037	35.7777527627362
H5N8.NA.EPI_ISL_17086336.galliformes.japan.NA.2021-01-02	H5N8	2021-01-02	2021	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	gifu	jp.gf	35.7777527627362	137.055033768037	NA	2021-01-02	profile001	galliformes	137.055033768037	35.7777527627362
H5N8.2344b.EPI_ISL_985193.galliformes.south_korea.10.2020-12-14	H5N8	2020-12-14	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangbuk-do	kr.kb	36.3474789243827	128.748576389097	Asia / Korea / GB / NA / NA	2020-12-14	profile001	galliformes	128.748576389097	36.3474789243827
H5N8.2344b.EPI_ISL_985200.anseriformes.south_korea.79.2020-12-22	H5N8	2020-12-22	2020.97	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2020-12-22	profile001	anseriformes	127.830446360213	36.737850075983
H5N8.2344b.EPI_ISL_985185.galliformes.south_korea.79.2020-12-08	H5N8	2020-12-08	2020.93	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-08	profile001	galliformes	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_1009706.na.south_korea.79.2020-12-02	H5N8	2020-12-02	2020.92	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangbuk-do	kr.kb	36.3474789243827	128.748576389097	Asia / Korea / GB / NA / NA	2020-12-02	profile001	na	128.748576389097	36.3474789243827
H5N8.2344b.EPI_ISL_985190.anseriformes.south_korea.10.2020-12-11	H5N8	2020-12-11	2020.94	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2020-12-11	profile016	anseriformes	126.897223705092	34.8733358026855
H5N8.NA.EPI_ISL_16208968.anseriformes.china.NA.2020-10-16	H5N8	2020-10-16	2020.79	2020-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanghai	cn.sh	31.1960430849676	121.454488171451	NA	2020-10-16	profileNA	anseriformes	121.454488171451	31.1960430849676
H5N8.2344b.EPI_ISL_985210.galliformes.south_korea.79.2020-12-28	H5N8	2020-12-28	2020.99	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-28	profile001	galliformes	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_1273415.galliformes.japan.10.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ibaraki	jp.ib	36.3027610877484	140.318971903473	Asia / Japan / Ibaraki / NA / NA	2021-02-01	profile001	galliformes	140.318971903473	36.3027610877484
H5N8.NA.EPI_ISL_17086340.galliformes.japan.NA.2021-02-02	H5N8	2021-02-02	2021.09	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ibaraki	jp.ib	36.3027610877484	140.318971903473	NA	2021-02-02	profile001	galliformes	140.318971903473	36.3027610877484
H5N8.2344b.EPI_ISL_1273439.galliformes.japan.16.2021-03-13	H5N8	2021-03-13	2021.19	2021-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-03-13	profile001	galliformes	139.818920628006	36.6894768729176
H5N8.NA.EPI_ISL_17086353.environment.japan.NA.2021-03-13	H5N8	2021-03-13	2021.19	2021-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	NA	2021-03-13	profileNA	environment	139.818920628006	36.6894768729176
H5N8.2344b.EPI_ISL_1760451.anseriformes.china.1.2020-11-10	H5N8	2020-11-10	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	Asia / China / Shanxi Province / NA / NA	2020-11-10	profile002	anseriformes	112.274268590565	37.5496375119255
H5N2.2344b.EPI_ISL_1760455.anseriformes.china.286.2020-11-10	H5N2	2020-11-10	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	Asia / China / Shanxi Province / NA / NA	2020-11-10	profile038	anseriformes	112.274268590565	37.5496375119255
H9N2.NA.EPI_ISL_1760456.anseriformes.china.NA.2020-11-10	H9N2	2020-11-10	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	NA	2020-11-10	profileNA	anseriformes	112.274268590565	37.5496375119255
H5N8.2344b.EPI_ISL_2685847.anseriformes.china.1.2020-11-11	H5N8	2020-11-11	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei Province / NA / NA	2020-11-11	profile002	anseriformes	112.277189482252	30.9806813015582
H5N8.2344b.EPI_ISL_2932683.galliformes.kazakhstan.1.2020-10-09	H5N8	2020-10-09	2020.77	2020-10-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	north kazakhstan	kz.nk	53.8421826489217	69.2722074369824	Asia / Kazakhstan / North Kazakhstan / Tayinshinsky district, Roshchinsky, Dimitrovka village / NA	2020-10-09	profile002	galliformes	69.2722074369824	53.8421826489217
H5N8.2344b.EPI_ISL_2555538.anseriformes.china.1.2020-11-16	H5N8	2020-11-16	2020.87	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Jiangxi Province / NA / NA	2020-11-16	profile002	anseriformes	112.277189482252	30.9806813015582
H5N8.2344b.EPI_ISL_2555536.charadriiformes.china.1.2020-11-16	H5N8	2020-11-16	2020.87	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Jiangxi Province / NA / NA	2020-11-16	profile002	charadriiformes	112.277189482252	30.9806813015582
H5N8.2344b.EPI_ISL_7622619.anseriformes.belgium.1.2020-12-03	H5N8	2020-12-03	2020.92	2020-12-01	western europe	belgium	bel	50.64017310615	4.66939027974939	vlaanderen	na	51.0391095671615	4.2420548599892	Europe / Belgium / Provincie West-Vlaanderen / Brugge and Zwin / NA	2020-12-03	profile002	anseriformes	4.2420548599892	51.0391095671615
H5N8.2344b.EPI_ISL_591075.anseriformes.netherlands.1.2020-10-17	H5N8	2020-10-17	2020.79	2020-10-01	western europe	netherlands	nld	52.2573048104135	5.56251311224367	utrecht	nl.ut	52.083727924893	5.16763788059654	Europe / Netherlands / Provincie Utrecht / Kockengen / NA	2020-10-17	profile002	anseriformes	5.16763788059654	52.083727924893
H5N8.2344b.EPI_ISL_603136.anseriformes.netherlands.1.2020-10-16	H5N8	2020-10-16	2020.79	2020-10-01	western europe	netherlands	nld	52.2573048104135	5.56251311224367	NA	NA	NA	NA	Europe / Netherlands / NA / NA / NA	2020-10-16	profile002	anseriformes	5.56251311224367	52.2573048104135
H5N8.2344b.EPI_ISL_5863929.anseriformes.united_states.1.2020-10-12	H5N8	2020-10-12	2020.78	2020-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	georgia	us.ga	32.6403385373358	-83.4405725551842	Asia / Georgia / NA / NA / NA	2020-10-12	profile002	anseriformes	-83.4405725551842	32.6403385373358
H5N6.2344b.EPI_ISL_6757631.anseriformes.china.61.2021-04	H5N6	NA	NA	2021-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	Asia / China / Sichuan Province / NA / NA	2021-04	profile012	anseriformes	102.711402322843	30.6066264180489
H5N6.NA.EPI_ISL_18058055.anseriformes.china.NA.2021-05-01	H5N6	2021-05-01	2021.33	2021-05-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	NA	2021-05-01	profile001	anseriformes	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_6760682.galliformes.china.61.2021-07	H5N6	NA	NA	2021-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	Asia / China / Sichuan Province / NA / NA	2021-07	profile012	galliformes	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_6772739.galliformes.china.127.2021-08	H5N6	NA	NA	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-08	profile001	galliformes	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_6772898.anseriformes.china.209.2021-08	H5N6	NA	NA	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-08	profile002	anseriformes	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_7457654.galliformes.china.209.2021-08	H5N6	NA	NA	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-08	profile002	galliformes	113.398153372919	23.33624359406
H5N1.2344b.EPI_ISL_11211731.anseriformes.bangladesh.19.2021-12-22	H5N1	2021-12-22	2021.97	2021-12-01	southern asia	bangladesh	bgd	23.8299093538119	90.2865403636969	NA	NA	NA	NA	Asia / Bangladesh / NA / NA / NA	2021-12-22	profile001	anseriformes	90.2865403636969	23.8299093538119
H5N1.2344b.EPI_ISL_15843373.accipitriformes.canada.2.2022-02-03	H5N1	2022-02-03	2022.09	2022-02-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	North America / Canada / British Columbia / NA / NA	2022-02-03	profile001	accipitriformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_14065167.accipitriformes.japan.2.2022-02-10	H5N1	2022-02-10	2022.11	2022-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Rausu / NA	2022-02-10	profile001	accipitriformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_16698546.accipitriformes.japan.2.2022-10-21	H5N1	2022-10-21	2022.8	2022-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	niigata	jp.ni	37.5201743528051	138.914818034069	Asia / Japan / Hokkaido / Seirou / NA	2022-10-21	profile001	accipitriformes	138.914818034069	37.5201743528051
H5N1.NA.EPI_ISL_18132957.accipitriformes.united_states.NA.2022-04-26	H5N1	2022-04-26	2022.32	2022-04-01	northern america	united states	usa	44.75294654392	-103.651025114044	alaska	us.ak	63.9513927980493	-152.396756538795	NA	2022-04-26	profile001	accipitriformes	-152.396756538795	63.9513927980493
H5N1.2344b.EPI_ISL_15576616.anseriformes.japan.2.2022-10-04	H5N1	2022-10-04	2022.76	2022-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyagi	jp.mg	38.446036231103	140.92583944453	Asia / Japan / Miyagi / Kurihara city / NA	2022-10-04	profile001	anseriformes	140.92583944453	38.446036231103
H5N1.2344b.EPI_ISL_6761023.anseriformes.netherlands.2.2021-11-13	H5N1	2021-11-13	2021.87	2021-11-01	western europe	netherlands	nld	52.2573048104135	5.56251311224367	zuid-holland	na	51.9374604216783	4.46477045234472	Europe / Netherlands / South Holland / NA / NA	2021-11-13	profile001	anseriformes	4.46477045234472	51.9374604216783
H5N1.NA.EPI_ISL_18066451.anseriformes.japan.NA.2023-02-09	H5N1	2023-02-09	2023.11	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	NA	2023-02-09	profileNA	anseriformes	139.818920628006	36.6894768729176
H5N1.NA.EPI_ISL_16831103.anseriformes.japan.NA.2022-03-18	H5N1	2022-03-18	2022.21	2022-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-03-18	profile001	anseriformes	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_12174842.carnivora.japan.2.2022-03-31	H5N1	2022-03-31	2022.24	2022-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo city / NA	2022-03-31	profile001	carnivora	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_17260669.carnivora.united_states.2.2022-05-10	H5N1	2022-05-10	2022.35	2022-05-01	northern america	united states	usa	44.75294654392	-103.651025114044	alaska	us.ak	63.9513927980493	-152.396756538795	North America / United States / Alaska / Aleutians West Census Area / NA	2022-05-10	profile001	carnivora	-152.396756538795	63.9513927980493
H5N1.2344b.EPI_ISL_17766057.carnivora.japan.15.2023-04-12	H5N1	2023-04-12	2023.28	2023-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2023-04-12	profile001	carnivora	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_17857959.carnivora.japan.NA.2023-02-20	H5N1	2023-02-20	2023.14	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	NA	2023-02-20	profileNA	carnivora	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_15072539.casuariiformes.japan.2.2022-04-16	H5N1	2022-04-16	2022.29	2022-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Abashiri / NA	2022-04-16	profile001	casuariiformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_16831664.casuariiformes.japan.NA.2022-05-12	H5N1	2022-05-12	2022.36	2022-05-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-05-12	profile001	casuariiformes	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_17267428.passeriformes.japan.2.2022-12-21	H5N1	2022-12-21	2022.97	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2022-12-21	profile001	passeriformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_17316489.passeriformes.japan.15.2023-03-13	H5N1	2023-03-13	2023.19	2023-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2023-03-13	profile001	passeriformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_18066453.passeriformes.japan.NA.2023-02-17	H5N1	2023-02-17	2023.13	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukuoka	jp.fo	33.5256575241002	130.666678342289	NA	2023-02-17	profileNA	passeriformes	130.666678342289	33.5256575241002
H5N1.NA.EPI_ISL_18007229.passeriformes.japan.NA.2023-04-17	H5N1	2023-04-17	2023.29	2023-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	NA	2023-04-17	profile001	passeriformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_16831114.passeriformes.japan.NA.2022-04-06	H5N1	2022-04-06	2022.26	2022-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-04-06	profileNA	passeriformes	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_16698579.charadriiformes.japan.2.2022-11-06	H5N1	2022-11-06	2022.85	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Syari / NA	2022-11-06	profile001	charadriiformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_16838580.pelecaniformes.russia.2.2021-06-29	H5N1	2021-06-29	2021.49	2021-06-01	eastern europe	russia	rus	66.0376616061812	95.7970903417469	NA	NA	NA	NA	Europe / Russia / NA / NA / NA	2021-06-29	profile001	pelecaniformes	95.7970903417469	66.0376616061812
H5N1.2344b.EPI_ISL_5463793.galliformes.russia.2.2021-10-06	H5N1	2021-10-06	2021.76	2021-10-01	central asia	russia	rus	66.0376616061812	95.7970903417469	tyumen'	ru.ty	57.6472366156513	69.1218349161945	Europe / Russia / Tyumen Oblast / Tyumen / NA	2021-10-06	profile001	galliformes	69.1218349161945	57.6472366156513
H5N1.2344b.EPI_ISL_16698060.galliformes.japan.15.2022-11-07	H5N1	2022-11-07	2022.85	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Atuma / NA	2022-11-07	profile001	galliformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_18284461.galliformes.japan.NA.2022-10-28	H5N1	2022-10-28	2022.82	2022-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	NA	2022-10-28	profileNA	galliformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_16831319.galliformes.japan.NA.2022-03-25	H5N1	2022-03-25	2022.23	2022-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyagi	jp.mg	38.446036231103	140.92583944453	NA	2022-03-25	profileNA	galliformes	140.92583944453	38.446036231103
H5N1.NA.EPI_ISL_16831310.galliformes.japan.NA.2022-02-12	H5N1	2022-02-12	2022.12	2022-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-02-12	profile001	galliformes	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_china_20230810.anseriformes.china.19.2021-11-18	H5N1	2021-11-18	2021.88	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2021-11-18	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.NA.EPI_ISL_11633707.anseriformes.china.NA.2021-12-20	H5N1	2021-12-20	2021.97	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	NA	2021-12-20	profileNA	anseriformes	112.277189482252	30.9806813015582
H5N8.2344b.EPI_ISL_14874401.galliformes.kazakhstan.1.2020-08-01	H5N8	2020-08-01	2020.58	2020-08-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	NA	NA	NA	NA	Asia / Kazakhstan / NA / NA / NA	2020-08-01	profile002	galliformes	67.2060737287064	48.3645677524915
H5N8.2344b.EPI_ISL_13632084.galliformes.kazakhstan.1.2020-08-01	H5N8	2020-08-01	2020.58	2020-08-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	almaty	kz.aa	44.9554808695858	77.9603747475348	Asia / Kazakhstan / Almaty Province / NA / NA	2020-08-01	profile002	galliformes	77.9603747475348	44.9554808695858
H5N8.2344b.EPI_ISL_14823812.anseriformes.china.1.2020-11-09	H5N8	2020-11-09	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan Province / NA / NA	2020-11-09	profile002	anseriformes	113.614527263456	33.8761853651454
H5N8.2344b.EPI_ISL_1139014.anseriformes.netherlands.1.2020-10-27	H5N8	2020-10-27	2020.82	2020-10-01	western europe	netherlands	nld	52.2573048104135	5.56251311224367	gelderland	nl.ge	52.0617180422494	5.94466833784019	Europe / Netherlands / Provincie Groningen / Lauwersoog / NA	2020-10-27	profile002	anseriformes	5.94466833784019	52.0617180422494
