tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N8.2344b.EPI_ISL_4061714.accipitriformes.japan.10.2021-02-03	H5N8	2021-02-03	2021.09	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / NA / NA	2021-02-03	profile006	accipitriformes	142.542521870972	43.3824165431654
H5N8.2344b.EPI_ISL_1240997.accipitriformes.japan.10.2021-03-03	H5N8	2021-03-03	2021.17	2021-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-03-03	profile006	accipitriformes	139.818920628006	36.6894768729176
H5N8.NA.EPI_ISL_17086221.accipitriformes.japan.NA.2020-12-20	H5N8	2020-12-20	2020.97	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	nara	jp.nr	34.3169016713112	135.871480614117	NA	2020-12-20	profileNA	accipitriformes	135.871480614117	34.3169016713112
H5N8.2344b.EPI_ISL_2820503.anseriformes.china.10.2020-10-16	H5N8	2020-10-16	2020.79	2020-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	Asia / China / Ningxia Hui Autonomous Region / NA / NA	2020-10-16	profile006	anseriformes	106.161545856493	37.2602231520297
H5N8.2344b.EPI_ISL_4061713.anseriformes.japan.10.2021-02-08	H5N8	2021-02-08	2021.1	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukushima	jp.fs	37.3790195184946	140.222918340857	Asia / Japan / Fukushima / NA / NA	2021-02-08	profile006	anseriformes	140.222918340857	37.3790195184946
H5N8.2344b.EPI_ISL_1041180.anseriformes.japan.10.2021-02-13	H5N8	2021-02-13	2021.12	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	niigata	jp.ni	37.5201743528051	138.914818034069	Asia / Japan / Niigata / NA / NA	2021-02-13	profile006	anseriformes	138.914818034069	37.5201743528051
H5N8.2344b.EPI_ISL_985179.anseriformes.south_korea.10.2020-11-26	H5N8	2020-11-26	2020.9	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-11-26	profile006	anseriformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985204.anseriformes.south_korea.10.2020-12-23	H5N8	2020-12-23	2020.98	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2020-12-23	profile006	anseriformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_631824.anseriformes.south_korea.10.2020-10-21	H5N8	2020-10-21	2020.8	2020-10-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / Chungcheongbuk-do / NA / NA	2020-10-21	profile006	anseriformes	127.830446360213	36.737850075983
H5N8.2344b.EPI_ISL_1009695.anseriformes.south_korea.10.2020-11-03	H5N8	2020-11-03	2020.84	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-11-03	profile006	anseriformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_666687.anseriformes.south_korea.10.2020-10-24	H5N8	2020-10-24	2020.81	2020-10-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / Gyeonggi-do / NA / NA	2020-10-24	profile006	anseriformes	127.181023197189	37.5315346337798
H5N8.NA.EPI_ISL_17086222.anseriformes.japan.NA.2020-11-30	H5N8	2020-11-30	2020.91	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2020-11-30	profileNA	anseriformes	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_1041177.falconiformes.japan.10.2021-02-15	H5N8	2021-02-15	2021.12	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-02-15	profile006	falconiformes	139.818920628006	36.6894768729176
H5N8.2344b.EPI_ISL_16718461.gruiformes.japan.10.2021-02-03	H5N8	2021-02-03	2021.09	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2021-02-03	profile006	gruiformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_854598.galliformes.japan.10.2021-01-10	H5N8	2021-01-10	2021.02	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	Asia / Japan / Chiba / NA / NA	2021-01-10	profile006	galliformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_854602.galliformes.japan.10.2021-01-01	H5N8	2021-01-01	2021	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	gifu	jp.gf	35.7777527627362	137.055033768037	Asia / Japan / Gifu / NA / NA	2021-01-01	profile006	galliformes	137.055033768037	35.7777527627362
H5N8.2344b.EPI_ISL_1273413.galliformes.japan.10.2020-11-25	H5N8	2020-11-25	2020.9	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hyōgo	jp.hg	35.0390049694389	134.828550655208	Asia / Japan / Hyogo / NA / NA	2020-11-25	profile006	galliformes	134.828550655208	35.0390049694389
H5N8.2344b.EPI_ISL_708705.galliformes.japan.10.2020-12-01	H5N8	2020-12-01	2020.92	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	Asia / Japan / Kagawa / NA / NA	2020-12-01	profile006	galliformes	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_738058.galliformes.japan.10.2020-12-18	H5N8	2020-12-18	2020.96	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokushima	jp.ts	33.9191788356518	134.242093496813	Asia / Japan / Tokushima / NA / NA	2020-12-18	profile006	galliformes	134.242093496813	33.9191788356518
H5N8.2344b.EPI_ISL_985193.galliformes.south_korea.10.2020-12-14	H5N8	2020-12-14	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangbuk-do	kr.kb	36.3474789243827	128.748576389097	Asia / Korea / GB / NA / NA	2020-12-14	profile006	galliformes	128.748576389097	36.3474789243827
H5N8.NA.EPI_ISL_17086336.galliformes.japan.NA.2021-01-02	H5N8	2021-01-02	2021	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	gifu	jp.gf	35.7777527627362	137.055033768037	NA	2021-01-02	profileNA	galliformes	137.055033768037	35.7777527627362
H5N8.2344b.EPI_ISL_16405660.environment.japan.10.2020-11-23	H5N8	2020-11-23	2020.89	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-11-23	profile006	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805839.environment.japan.10.2020-11-16	H5N8	2020-11-16	2020.87	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-11-16	profile006	environment	137.574137168765	37.3996665395305
H5N8.NA.EPI_ISL_17086228.environment.japan.NA.2020-11-25	H5N8	2020-11-25	2020.9	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hyōgo	jp.hg	35.0390049694389	134.828550655208	NA	2020-11-25	profileNA	environment	134.828550655208	35.0390049694389
H5N8.NA.EPI_ISL_17086225.environment.japan.NA.2020-11-11	H5N8	2020-11-11	2020.86	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	NA	2020-11-11	profileNA	environment	133.968927545016	34.217379070784
H5N8.NA.EPI_ISL_17086342.environment.japan.NA.2020-11-16	H5N8	2020-11-16	2020.87	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	niigata	jp.ni	37.5201743528051	138.914818034069	NA	2020-11-16	profileNA	environment	138.914818034069	37.5201743528051
H5N8.NA.EPI_ISL_17086335.environment.japan.NA.2020-12-19	H5N8	2020-12-19	2020.96	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokushima	jp.ts	33.9191788356518	134.242093496813	NA	2020-12-19	profileNA	environment	134.242093496813	33.9191788356518
H5N8.NA.EPI_ISL_4030493.environment.japan.NA.2020-12-09	H5N8	2020-12-09	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tottori	jp.tt	35.3595547900768	133.863177571414	NA	2020-12-09	profileNA	environment	133.863177571414	35.3595547900768
H5N8.2344b.EPI_ISL_17805882.na.japan.10.2021-02-03	H5N8	2021-02-03	2021.09	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2021-02-03	profile006	na	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16718460.accipitriformes.japan.16.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2021-02-01	profile009	accipitriformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_1184517.accipitriformes.japan.16.2021-02-24	H5N8	2021-02-24	2021.15	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	toyama	jp.ty	36.6374969915777	137.269020761504	Asia / Japan / Toyama / NA / NA	2021-02-24	profile009	accipitriformes	137.269020761504	36.6374969915777
H5N8.NA.EPI_ISL_17086220.accipitriformes.japan.NA.2020-12-08	H5N8	2020-12-08	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	NA	2020-12-08	profileNA	accipitriformes	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_14770166.anseriformes.china.16.2020-11-23	H5N8	2020-11-23	2020.89	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / NA / NA / NA	2020-11-23	profile009	anseriformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_1009699.anseriformes.south_korea.16.2020-11-25	H5N8	2020-11-25	2020.9	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-11-25	profile009	anseriformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985203.anseriformes.south_korea.16.2020-12-23	H5N8	2020-12-23	2020.98	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2020-12-23	profile009	anseriformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_1009704.anseriformes.south_korea.16.2020-12-01	H5N8	2020-12-01	2020.92	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-12-01	profile009	anseriformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_1009703.anseriformes.south_korea.16.2020-12-01	H5N8	2020-12-01	2020.92	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-01	profile009	anseriformes	127.181023197189	37.5315346337798
H5N8.NA.EPI_ISL_15613491.anseriformes.japan.NA.2021-01-24	H5N8	2021-01-24	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2021-01-24	profileNA	anseriformes	131.298614512671	32.1919114758892
H5N8.NA.EPI_ISL_17086354.anseriformes.japan.NA.2021-01-29	H5N8	2021-01-29	2021.08	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokushima	jp.ts	33.9191788356518	134.242093496813	NA	2021-01-29	profileNA	anseriformes	134.242093496813	33.9191788356518
H5N8.NA.EPI_ISL_17086343.anseriformes.japan.NA.2020-12-03	H5N8	2020-12-03	2020.92	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	wakayama	jp.wk	33.9113994398813	135.506030353599	NA	2020-12-03	profileNA	anseriformes	135.506030353599	33.9113994398813
H5N8.NA.EPI_ISL_17086344.falconiformes.japan.NA.2020-12-04	H5N8	2020-12-04	2020.92	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	okayama	jp.oy	34.8921234580739	133.826171708594	NA	2020-12-04	profileNA	falconiformes	133.826171708594	34.8921234580739
H5N8.2344b.EPI_ISL_710436.galliformes.japan.16.2020-12-06	H5N8	2020-12-06	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hiroshima	jp.hs	34.6052446200593	132.788104542609	Asia / Japan / Hiroshima / NA / NA	2020-12-06	profile009	galliformes	132.788104542609	34.6052446200593
H5N8.2344b.EPI_ISL_732934.galliformes.japan.16.2020-12-15	H5N8	2020-12-15	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kochi	jp.kc	33.4223902999559	133.365333188149	Asia / Japan / Kochi / NA / NA	2020-12-15	profile009	galliformes	133.365333188149	33.4223902999559
H5N8.2344b.EPI_ISL_732928.galliformes.japan.16.2020-12-13	H5N8	2020-12-13	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	Asia / Japan / Kagawa / NA / NA	2020-12-13	profile009	galliformes	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_854606.galliformes.japan.16.2021-01-12	H5N8	2021-01-12	2021.03	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-01-12	profile009	galliformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_710448.galliformes.japan.16.2020-12-02	H5N8	2020-12-02	2020.92	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	Asia / Japan / Miyazaki / NA / NA	2020-12-02	profile009	galliformes	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_710453.galliformes.japan.16.2020-12-05	H5N8	2020-12-05	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	nara	jp.nr	34.3169016713112	135.871480614117	Asia / Japan / Nara / NA / NA	2020-12-05	profile009	galliformes	135.871480614117	34.3169016713112
H5N8.2344b.EPI_ISL_718113.galliformes.japan.16.2020-12-09	H5N8	2020-12-09	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	oita	jp.ot	33.2003954700371	131.433742894646	Asia / Japan / Oita / NA / NA	2020-12-09	profile009	galliformes	131.433742894646	33.2003954700371
H5N8.2344b.EPI_ISL_718117.galliformes.japan.16.2020-12-10	H5N8	2020-12-10	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	okayama	jp.oy	34.8921234580739	133.826171708594	Asia / Japan / Okayama / NA / NA	2020-12-10	profile009	galliformes	133.826171708594	34.8921234580739
H5N8.2344b.EPI_ISL_978906.galliformes.japan.16.2021-01-22	H5N8	2021-01-22	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	toyama	jp.ty	36.6374969915777	137.269020761504	Asia / Japan / Toyama / NA / NA	2021-01-22	profile009	galliformes	137.269020761504	36.6374969915777
H5N8.2344b.EPI_ISL_718120.galliformes.japan.16.2020-12-09	H5N8	2020-12-09	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	wakayama	jp.wk	33.9113994398813	135.506030353599	Asia / Japan / Wakayama / NA / NA	2020-12-09	profile009	galliformes	135.506030353599	33.9113994398813
H5N8.2344b.EPI_ISL_985192.galliformes.south_korea.16.2020-12-14	H5N8	2020-12-14	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-12-14	profile009	galliformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985183.galliformes.south_korea.16.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2020-12-07	profile009	galliformes	127.830446360213	36.737850075983
H5N8.NA.EPI_ISL_17086334.galliformes.japan.NA.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kochi	jp.kc	33.4223902999559	133.365333188149	NA	2020-12-12	profileNA	galliformes	133.365333188149	33.4223902999559
H5N8.NA.EPI_ISL_17086339.galliformes.japan.NA.2021-01-23	H5N8	2021-01-23	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	toyama	jp.ty	36.6374969915777	137.269020761504	NA	2021-01-23	profileNA	galliformes	137.269020761504	36.6374969915777
H5N8.NA.EPI_ISL_17086231.environment.japan.NA.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hiroshima	jp.hs	34.6052446200593	132.788104542609	NA	2020-12-07	profileNA	environment	132.788104542609	34.6052446200593
H5N8.NA.EPI_ISL_17086337.environment.japan.NA.2021-01-13	H5N8	2021-01-13	2021.03	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2021-01-13	profileNA	environment	130.419711465505	30.9949222722596
H5N8.NA.EPI_ISL_17086229.environment.japan.NA.2020-12-02	H5N8	2020-12-02	2020.92	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2020-12-02	profileNA	environment	131.298614512671	32.1919114758892
H5N8.NA.EPI_ISL_17086230.environment.japan.NA.2020-12-06	H5N8	2020-12-06	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	nara	jp.nr	34.3169016713112	135.871480614117	NA	2020-12-06	profileNA	environment	135.871480614117	34.3169016713112
H5N8.NA.EPI_ISL_17086303.environment.japan.NA.2020-12-10	H5N8	2020-12-10	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	wakayama	jp.wk	33.9113994398813	135.506030353599	NA	2020-12-10	profileNA	environment	135.506030353599	33.9113994398813
H5N8.2344b.EPI_ISL_17805822.na.japan.16.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2021-02-01	profile009	na	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_1009697.na.south_korea.16.2020-11-23	H5N8	2020-11-23	2020.89	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-11-23	profile009	na	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_738056.galliformes.japan.16.2020-12-18	H5N8	2020-12-18	2020.96	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	Asia / Japan / Miyazaki / NA / NA	2020-12-18	profile009	galliformes	131.298614512671	32.1919114758892
H5N8.NA.EPI_ISL_17086348.environment.japan.NA.2020-12-19	H5N8	2020-12-19	2020.96	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2020-12-19	profileNA	environment	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_739686.galliformes.kazakhstan.1.2020-09-18	H5N8	2020-09-18	2020.71	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	north kazakhstan	kz.nk	53.8421826489217	69.2722074369824	Asia / Kazakhstan / North Kazakhstan / NA / NA	2020-09-18	profile003	galliformes	69.2722074369824	53.8421826489217
H5N8.2344b.EPI_ISL_681283.galliformes.japan.16.2020-11-24	H5N8	2020-11-24	2020.9	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukuoka	jp.fo	33.5256575241002	130.666678342289	Asia / Japan / Fukuoka / NA / NA	2020-11-24	profile009	galliformes	130.666678342289	33.5256575241002
H5N8.NA.EPI_ISL_17086227.environment.japan.NA.2020-11-25	H5N8	2020-11-25	2020.9	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukuoka	jp.fo	33.5256575241002	130.666678342289	NA	2020-11-25	profileNA	environment	130.666678342289	33.5256575241002
H5N8.2344b.EPI_ISL_732943.galliformes.japan.16.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	shiga	jp.sh	35.2154079352044	136.13796072496	Asia / Japan / Shiga / NA / NA	2020-12-12	profile009	galliformes	136.13796072496	35.2154079352044
H5N8.NA.EPI_ISL_17086333.environment.japan.NA.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	shiga	jp.sh	35.2154079352044	136.13796072496	NA	2020-12-12	profileNA	environment	136.13796072496	35.2154079352044
H5N8.2344b.EPI_ISL_1041132.galliformes.japan.1.2021-02-08	H5N8	2021-02-08	2021.1	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokushima	jp.ts	33.9191788356518	134.242093496813	Asia / Japan / Tokushima / NA / NA	2021-02-08	profile003	galliformes	134.242093496813	33.9191788356518
H5N8.2344b.EPI_ISL_1041173.accipitriformes.japan.16.2021-02-10	H5N8	2021-02-10	2021.11	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	toyama	jp.ty	36.6374969915777	137.269020761504	Asia / Japan / Toyama / NA / NA	2021-02-10	profile001	accipitriformes	137.269020761504	36.6374969915777
H5N8.2344b.EPI_ISL_1041176.strigiformes.japan.10.2021-02-16	H5N8	2021-02-16	2021.13	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-02-16	profile006	strigiformes	139.818920628006	36.6894768729176
H5N8.2344b.EPI_ISL_1184509.galliformes.japan.16.2021-02-24	H5N8	2021-02-24	2021.15	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	Asia / Japan / Miyazaki / NA / NA	2021-02-24	profile001	galliformes	131.298614512671	32.1919114758892
H5N8.NA.EPI_ISL_18373230.anseriformes.south_korea.NA.2022-01-23	H5N8	2022-01-23	2022.06	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-01-23	profileNA	anseriformes	127.784630688405	36.341057964317
H5N8.2344b.EPI_ISL_6829497.gruiformes.japan.1.2021-11-19	H5N8	2021-11-19	2021.88	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-11-19	profile003	gruiformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_6829536.galliformes.japan.1.2021-11-14	H5N8	2021-11-14	2021.87	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-11-14	profile003	galliformes	130.419711465505	30.9949222722596
H5N8.NA.EPI_ISL_15063430.galliformes.japan.NA.2021-11-15	H5N8	2021-11-15	2021.87	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2021-11-15	profileNA	galliformes	130.419711465505	30.9949222722596
H5N1.2344b.EPI_ISL_6829533.galliformes.japan.22.2021-11-12	H5N1	2021-11-12	2021.86	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-11-12	profile002	galliformes	130.419711465505	30.9949222722596
H5N1.NA.EPI_ISL_15063429.galliformes.japan.NA.2021-11-13	H5N1	2021-11-13	2021.87	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2021-11-13	profile002	galliformes	130.419711465505	30.9949222722596
H5N1.2344b.EPI_ISL_17606815.anseriformes.south_korea.22.2021-11-09	H5N1	2021-11-09	2021.85	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2021-11-09	profile002	anseriformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606819.anseriformes.south_korea.22.2021-11-10	H5N1	2021-11-10	2021.86	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2021-11-10	profile002	anseriformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_17606816.anseriformes.south_korea.22.2021-11-15	H5N1	2021-11-15	2021.87	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2021-11-15	profile002	anseriformes	127.181023197189	37.5315346337798
H5N1.NA.EPI_ISL_15613494.anseriformes.japan.NA.2021-11-09	H5N1	2021-11-09	2021.85	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2021-11-09	profile002	anseriformes	131.298614512671	32.1919114758892
H5N1.NA.EPI_ISL_18373261.anseriformes.south_korea.NA.2022-03-24	H5N1	2022-03-24	2022.22	2022-03-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-03-24	profileNA	anseriformes	127.784630688405	36.341057964317
H5N1.NA.EPI_ISL_18373247.gruiformes.south_korea.NA.2022-02-25	H5N1	2022-02-25	2022.15	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-02-25	profileNA	gruiformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_6959593.galliformes.south_korea.22.2021-11-08	H5N1	2021-11-08	2021.85	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / Chungcheongbuk-do / NA / NA	2021-11-08	profile002	galliformes	127.830446360213	36.737850075983
