tipnames	collection_date	collection_datedecimal	collection_datemonth	collection_dateyear	collection_regionname	collection_countryname	collection_countrylat	collection_countrylong	profile	cluster_profileclass	host_order	host_isbird	host_simplifiedhost	tiplocation_lon	tiplocation_lat
H5N1.NA.EPI_ISL_17885932.pelecaniformes.chile.NA.2023-01-20	2023-01-20	2023.05	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_18005786.pelecaniformes.chile.NA.2022-12-20	2022-12-20	2022.97	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_18265436.pelecaniformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18265435.pelecaniformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18265432.charadriiformes.peru.NA.2022-11-22	2022-11-22	2022.89	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18265431.cetacea.peru.NA.2022-11-22	2022-11-22	2022.89	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	cetacea	FALSE	mammal	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18054507.pelecaniformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18054506.pelecaniformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18054503.cetacea.peru.NA.2022-11-22	2022-11-22	2022.89	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	cetacea	FALSE	mammal	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18054501.charadriiformes.peru.NA.2022-11-22	2022-11-22	2022.89	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_17885982.pelecaniformes.chile.NA.2023-01-25	2023-01-25	2023.07	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885976.carnivora.chile.NA.2023-03-01	2023-03-01	2023.16	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	carnivora	FALSE	mammal	-69.6296363253853	-18.4968307906384
H5N1.NA.EPI_ISL_17885975.carnivora.chile.NA.2023-03-07	2023-03-07	2023.18	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	carnivora	FALSE	mammal	-69.3557535441909	-20.1723893841755
H5N1.NA.EPI_ISL_17885969.pelecaniformes.chile.NA.2022-12-20	2022-12-20	2022.97	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885960.charadriiformes.chile.NA.2023-03-05	2023-03-05	2023.17	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-70.8586891785209	-30.6129967369273
H5N1.NA.EPI_ISL_17885955.charadriiformes.chile.NA.2022-12-24	2022-12-24	2022.98	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-69.6296363253853	-18.4968307906384
H5N1.NA.EPI_ISL_17885929.pelecaniformes.chile.NA.2022-12-18	2022-12-18	2022.96	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885928.pelecaniformes.chile.NA.2022-12-16	2022-12-16	2022.96	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885921.pelecaniformes.chile.NA.2023-01-09	2023-01-09	2023.02	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-71.4454635697529	-35.6204383329149
H5N1.NA.EPI_ISL_17885915.pelecaniformes.NA.NA.2023-01-24	2023-01-24	2023.06	2023-01	2023	NA	NA	NA	NA	NA	NA	pelecaniformes	TRUE	other	NA	NA
H5N1.NA.EPI_ISL_17394090.anseriformes.canada.NA.2022-08-19	2022-08-19	2022.63	2022-08	2022	northern america	canada	60.4247452861293	-96.5129185126773	NA	NA	anseriformes	TRUE	anseriformes-wild	-97.4886310680955	54.7409130620601
H5N1.NA.EPI_ISL_18107069.anseriformes.united_states.NA.2022-09-15	2022-09-15	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_18107045.anseriformes.united_states.NA.2022-09-19	2022-09-19	2022.72	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_18107024.anseriformes.united_states.NA.2022-09-17	2022-09-17	2022.71	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_18107023.anseriformes.united_states.NA.2022-09-17	2022-09-17	2022.71	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_17851860.galliformes.united_states.NA.2022-08-31	2022-08-31	2022.66	2022-08	2022	northern america	united states	44.75294654392	-103.651025114044	NA	NA	galliformes	TRUE	galliformes-wild	-82.6389467524245	40.470536265191
H5N1.NA.EPI_ISL_17851850.anseriformes.united_states.NA.2022-08-31	2022-08-31	2022.66	2022-08	2022	northern america	united states	44.75294654392	-103.651025114044	NA	NA	anseriformes	TRUE	anseriformes-wild	-82.6389467524245	40.470536265191
H5N1.2344b.EPI_ISL_17471938.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-15	2022-09-15	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_17424655.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-01	2022-09-01	2022.67	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_17424653.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-29	2022-09-29	2022.74	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-78.8510941434989	37.521949382177
H5N1.NA.EPI_ISL_17851873.galliformes.united_states.NA.2022-09-12	2022-09-12	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.NA.EPI_ISL_17851854.galliformes.united_states.NA.2022-09-12	2022-09-12	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.2344b.EPI_ISL_17424651.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-15	2022-09-15	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_17690223.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-14	2022-09-14	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_16174374.accipitriformes.canada.7_4_6_1_2_1_1_1.2022-04-02	2022-04-02	2022.25	2022-04	2022	northern america	canada	60.4247452861293	-96.5129185126773	7_4_6_1_2_1_1_1	major	accipitriformes	TRUE	other	-85.4342924782497	49.9487786475991
H5N1.2344b.EPI_ISL_16173532.accipitriformes.canada.7_4_6_1_2_1_1_1.2022-03-24	2022-03-24	2022.22	2022-03	2022	northern america	canada	60.4247452861293	-96.5129185126773	7_4_6_1_2_1_1_1	major	accipitriformes	TRUE	other	-85.4342924782497	49.9487786475991
H5N1.2344b.EPI_ISL_16173531.galliformes.canada.7_4_6_1_2_1_1_1.2022-03-26	2022-03-26	2022.23	2022-03	2022	northern america	canada	60.4247452861293	-96.5129185126773	7_4_6_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-85.4342924782497	49.9487786475991
H5N1.2344b.EPI_ISL_16173528.accipitriformes.canada.7_4_6_1_2_1_1_1.2022-04-04	2022-04-04	2022.25	2022-04	2022	northern america	canada	60.4247452861293	-96.5129185126773	7_4_6_1_2_1_1_1	major	accipitriformes	TRUE	other	-85.4342924782497	49.9487786475991
H5N1.2344b.EPI_ISL_16013993.carnivora.canada.7_4_6_1_2_1_1_1.2022-04-03	2022-04-03	2022.25	2022-04	2022	northern america	canada	60.4247452861293	-96.5129185126773	7_4_6_1_2_1_1_1	major	carnivora	FALSE	mammal	-85.4342924782497	49.9487786475991
H5N1.2344b.EPI_ISL_16013986.carnivora.canada.7_4_6_1_2_1_1_1.2022-05-19	2022-05-19	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	7_4_6_1_2_1_1_1	major	carnivora	FALSE	mammal	-85.4342924782497	49.9487786475991
H5N1.NA.EPI_ISL_17393093.carnivora.canada.NA.2022-04-15	2022-04-15	2022.28	2022-04	2022	northern america	canada	60.4247452861293	-96.5129185126773	NA	NA	carnivora	FALSE	mammal	-85.4342924782497	49.9487786475991
H5N1.2344b.EPI_ISL_16248229.carnivora.canada.7_4_6_1_2_1_1_1.2022-04-15	2022-04-15	2022.28	2022-04	2022	northern america	canada	60.4247452861293	-96.5129185126773	7_4_6_1_2_1_1_1	major	carnivora	FALSE	mammal	-85.4342924782497	49.9487786475991
H5N1.2344b.EPI_ISL_16173537.anseriformes.canada.7_4_6_1_2_1_1_1.2022-03-31	2022-03-31	2022.24	2022-03	2022	northern america	canada	60.4247452861293	-96.5129185126773	7_4_6_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-85.4342924782497	49.9487786475991
H5N1.2344b.EPI_ISL_16014448.carnivora.canada.7_4_6_1_2_1_1_1.2022-04-16	2022-04-16	2022.29	2022-04	2022	northern america	canada	60.4247452861293	-96.5129185126773	7_4_6_1_2_1_1_1	major	carnivora	FALSE	mammal	-85.4342924782497	49.9487786475991
H5N1.2344b.EPI_ISL_16013982.carnivora.canada.7_4_6_1_2_1_1_1.2022-05-19	2022-05-19	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	7_4_6_1_2_1_1_1	major	carnivora	FALSE	mammal	-85.4342924782497	49.9487786475991
H5N1.2344b.EPI_ISL_16003270.carnivora.canada.7_4_6_1_2_1_1_1.2022-05-05	2022-05-05	2022.34	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	7_4_6_1_2_1_1_1	major	carnivora	FALSE	mammal	-85.4342924782497	49.9487786475991
H5N1.2344b.EPI_ISL_15215278.anseriformes.united_states.7_4_6_1_2_1_1_1.2022-03-01	2022-03-01	2022.16	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	7_4_6_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-82.4431243811826	28.6269382846284
