tipnames	collection_date	collection_datedecimal	collection_datemonth	collection_dateyear	collection_regionname	collection_countryname	collection_countrylat	collection_countrylong	cluster_number	profile	cluster_profileclass	host_order	host_isbird	host_simplifiedhost	tiplocation_lon	tiplocation_lat
H5N1.NA.EPI_ISL_17885980.charadriiformes.chile.NA.2022-12-30	2022-12-30	2022.99	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-69.6296363253853	-18.4968307906384
H5N1.NA.EPI_ISL_17885985.pelecaniformes.chile.NA.2023-01-21	2023-01-21	2023.05	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885930.pelecaniformes.chile.NA.2023-01-20	2023-01-20	2023.05	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885978.charadriiformes.chile.NA.2023-03-03	2023-03-03	2023.17	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-69.6296363253853	-18.4968307906384
H5N1.NA.EPI_ISL_17885971.pelecaniformes.chile.NA.2022-12-20	2022-12-20	2022.97	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17777531.carnivora.peru.NA.2023-03-07	2023-03-07	2023.18	2023-03	2023	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	carnivora	FALSE	mammal	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_17885932.pelecaniformes.chile.NA.2023-01-20	2023-01-20	2023.05	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_18265436.pelecaniformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18265435.pelecaniformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18265432.charadriiformes.peru.NA.2022-11-22	2022-11-22	2022.89	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18054507.pelecaniformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18054506.pelecaniformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18054501.charadriiformes.peru.NA.2022-11-22	2022-11-22	2022.89	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_17885976.carnivora.chile.NA.2023-03-01	2023-03-01	2023.16	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	carnivora	FALSE	mammal	-69.6296363253853	-18.4968307906384
H5N1.NA.EPI_ISL_17885951.anseriformes.chile.NA.2023-01-18	2023-01-18	2023.05	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	anseriformes	TRUE	anseriformes-wild	-69.3557535441909	-20.1723893841755
H5N1.NA.EPI_ISL_17885982.pelecaniformes.chile.NA.2023-01-25	2023-01-25	2023.07	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885970.galliformes.chile.NA.2022-12-17	2022-12-17	2022.96	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	galliformes	TRUE	galliformes-domestic	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885956.pelecaniformes.chile.NA.2023-01-20	2023-01-20	2023.05	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885928.pelecaniformes.chile.NA.2022-12-16	2022-12-16	2022.96	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885926.pelecaniformes.chile.NA.2022-12-26	2022-12-26	2022.98	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.902133937498	-27.3880384326825
H5N1.NA.EPI_ISL_17885915.pelecaniformes.NA.NA.2023-01-24	2023-01-24	2023.06	2023-01	2023	NA	NA	NA	NA	profileNA	NA	NA	pelecaniformes	TRUE	other	NA	NA
H5N1.NA.EPI_ISL_17885912.pelecaniformes.NA.NA.2023-01-24	2023-01-24	2023.06	2023-01	2023	NA	NA	NA	NA	profileNA	NA	NA	pelecaniformes	TRUE	other	NA	NA
H5N1.NA.EPI_ISL_16249681.galliformes.peru.NA.2022-11-28	2022-11-28	2022.91	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17471585.accipitriformes.united_states.4_4_8_1_2_1_1_1.2022-12-08	2022-12-08	2022.93	2022-12	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	accipitriformes	TRUE	other	-78.8510941434989	37.521949382177
H5N1.2344b.EPI_ISL_17424653.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-29	2022-09-29	2022.74	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-78.8510941434989	37.521949382177
H5N1.2344b.EPI_ISL_17424651.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-15	2022-09-15	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_18107024.anseriformes.united_states.NA.2022-09-17	2022-09-17	2022.71	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_17851880.galliformes.united_states.NA.2022-11-03	2022-11-03	2022.84	2022-11	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.2344b.EPI_ISL_17690223.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-14	2022-09-14	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_17424655.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-01	2022-09-01	2022.67	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_18107069.anseriformes.united_states.NA.2022-09-15	2022-09-15	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_18107045.anseriformes.united_states.NA.2022-09-19	2022-09-19	2022.72	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_18107023.anseriformes.united_states.NA.2022-09-17	2022-09-17	2022.71	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_17851903.galliformes.united_states.NA.2022-11-03	2022-11-03	2022.84	2022-11	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.NA.EPI_ISL_17851860.galliformes.united_states.NA.2022-08-31	2022-08-31	2022.66	2022-08	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	NA	NA	galliformes	TRUE	galliformes-wild	-82.6389467524245	40.470536265191
H5N1.2344b.EPI_ISL_17471938.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-15	2022-09-15	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_17690224.accipitriformes.united_states.4_4_8_1_2_1_1_1.2022-12-30	2022-12-30	2022.99	2022-12	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	accipitriformes	TRUE	other	-79.3865256785998	35.5562842108177
H5N1.NA.EPI_ISL_17851873.galliformes.united_states.NA.2022-09-12	2022-09-12	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.NA.EPI_ISL_17851876.galliformes.united_states.NA.2022-11-03	2022-11-03	2022.84	2022-11	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.NA.EPI_ISL_17851854.galliformes.united_states.NA.2022-09-12	2022-09-12	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.NA.EPI_ISL_17394090.anseriformes.canada.NA.2022-08-19	2022-08-19	2022.63	2022-08	2022	northern america	canada	60.4247452861293	-96.5129185126773	profile008	NA	NA	anseriformes	TRUE	anseriformes-wild	-97.4886310680955	54.7409130620601
H5N1.NA.EPI_ISL_17851850.anseriformes.united_states.NA.2022-08-31	2022-08-31	2022.66	2022-08	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	NA	NA	anseriformes	TRUE	anseriformes-wild	-82.6389467524245	40.470536265191
H5N1.2344b.EPI_ISL_17424652.cathartiformes.united_states.4_4_8_1_2_1_1_1.2023-02-07	2023-02-07	2023.1	2023-02	2023	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	cathartiformes	FALSE	other	-91.9998874220998	31.0706065513525
H5N1.2344b.EPI_ISL_17424642.cathartiformes.united_states.4_4_8_1_2_1_1_1.2023-02-08	2023-02-08	2023.1	2023-02	2023	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	cathartiformes	FALSE	other	-91.9998874220998	31.0706065513525
H5N1.2344b.EPI_ISL_16297061.galliformes.united_states.4_4_8_1_2_1_1_1.2022-09-27	2022-09-27	2022.74	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-100.466131733191	47.4503665532251
H5N1.2344b.EPI_ISL_17964969.accipitriformes.united_states.4_4_8_1_2_1_1_1.2023-03-13	2023-03-13	2023.19	2023-03	2023	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	accipitriformes	TRUE	other	-77.7988685334007	40.8784890049634
H5N1.2344b.EPI_ISL_17964865.falconiformes.united_states.4_4_8_1_2_1_1_1.2023-02-13	2023-02-13	2023.12	2023-02	2023	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	falconiformes	TRUE	other	-75.6520434129946	42.9905358128524
H5N1.2344b.EPI_ISL_16297352.galliformes.united_states.4_4_8_1_2_1_1_1.2022-10-13	2022-10-13	2022.78	2022-10	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-77.7988685334007	40.8784890049634
H5N1.2344b.EPI_ISL_16297346.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-10-17	2022-10-17	2022.79	2022-10	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-domestic	-100.227146799835	44.4440561554676
H5N1.2344b.EPI_ISL_16297345.galliformes.united_states.4_4_8_1_2_1_1_1.2022-10-14	2022-10-14	2022.78	2022-10	2022	northern america	united states	44.75294654392	-103.651025114044	profile008	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-82.4431243811826	28.6269382846284
