tip,label,node,cluster_profile,height,height_0.95_HPD,branch.length,host_simplifiedhost,host_simplifiedhost.prob,cluster_number
94,NA,518,15_10_1_1_2_1_1_3,2.35725658642844,,0.10570280646455865,anseriformes-wild,0.995886654478976,2_1_1_1_1_1_1_1
94,NA,519,15_10_1_1_2_1_1_3,2.29561100765285,,0.05338938989554132,anseriformes-wild,0.933333333333333,2_1_1_1_1_1_1_1
94,NA,527,15_10_1_1_2_1_1_3,2.29010664269149,,0.0055043649613599754,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
94,NA,543,15_10_1_1_2_1_1_3,2.28704632330248,,0.0030603193890130775,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
94,NA,553,15_10_1_1_2_1_1_3,2.24171994321149,,0.05253752670897516,anseriformes-wild,0.932968976048867,4_3_1_1_2_1_1_3
94,NA,554,15_10_1_1_2_1_1_3,2.20076010832457,,0.03374868826892463,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
94,NA,686,15_10_1_1_2_1_1_3,2.1590539303308,,0.04170617799378018,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
94,NA,687,15_10_1_1_2_1_1_3,2.12776750386039,,0.03128642647040003,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
94,NA,688,15_10_1_1_2_1_1_3,2.10100066733464,,0.02676683652574985,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
94,NA,689,15_10_1_1_2_1_1_3,2.06107131475743,,0.039929352577209976,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
94,NA,691,15_10_1_1_2_1_1_3,1.78103977700703,,0.2891105527436144,galliformes-domestic,0.771247639151205,4_3_1_1_2_1_1_3
94,NA,692,15_10_1_1_2_1_1_3,1.58071796326121,,0.19664430912384168,galliformes-domestic,0.92197079478319,15_10_1_1_2_1_1_3
94,H5N1|2344b|EPI_ISL_16297132|anseriformes|united_states|15_10_1_1_2_1_1_3|2022-10-18,94,15_10_1_1_2_1_1_3,1.44318437008762,,0.13213208280251632,anseriformes-domestic,1,NA
95,NA,444,5_4_9_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
95,NA,475,5_4_9_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
95,NA,790,5_4_9_1_2_1_1_1,2.44422933410567,,0.060852129658702125,anseriformes-wild,1,6_4_1_1_2_1_1_1
95,NA,791,5_4_9_1_2_1_1_1,2.46431271998146,,-0.00866709228542506,anseriformes-wild,1,6_4_1_1_2_1_1_1
95,NA,821,5_4_9_1_2_1_1_1,2.45894542500849,,0.005367294972976389,anseriformes-wild,1,6_4_8_1_2_1_1_1
95,NA,822,5_4_9_1_2_1_1_1,2.31706208516409,,0.14188333984439971,anseriformes-wild,1,6_4_8_1_2_1_1_1
95,NA,823,5_4_9_1_2_1_1_1,2.2918202486934,,0.025241836470689893,anseriformes-wild,1,6_4_8_1_2_1_1_1
95,NA,824,5_4_9_1_2_1_1_1,2.19671723054167,,0.09510301815173028,anseriformes-wild,1,6_4_8_1_2_1_1_1
95,NA,825,5_4_9_1_2_1_1_1,2.23320720301402,,-0.02550246930303679,anseriformes-wild,0.992492962152018,6_4_8_1_2_1_1_1
95,NA,830,5_4_9_1_2_1_1_1,2.1537295474833,,0.05972556046655608,anseriformes-wild,1,6_4_8_1_2_1_1_1
95,NA,831,5_4_9_1_2_1_1_1,2.13525338267586,,0.013262166008093157,anseriformes-wild,0.987854251012146,6_4_8_1_2_1_1_1
95,NA,835,5_4_9_1_2_1_1_1,2.03950615255934,,0.10386386187191166,anseriformes-wild,0.779661016949153,6_4_8_1_2_1_1_1
95,NA,843,5_4_9_1_2_1_1_1,2.04538497009003,,0.020957325279334693,anseriformes-wild,0.772241992882562,6_4_8_1_2_1_1_1
95,NA,844,5_4_9_1_2_1_1_1,2.00820667855069,,0.033071383038498325,anseriformes-wild,0.632580261593341,6_4_8_1_2_1_1_1
95,NA,845,5_4_9_1_2_1_1_1,1.83042531197526,,0.16087634973578213,anseriformes-wild,0.566603710698811,5_4_9_1_2_1_1_1
95,NA,846,5_4_9_1_2_1_1_1,1.83013944741555,,3.2360602897574253e-4,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
95,NA,847,5_4_9_1_2_1_1_1,1.73417366200744,,0.09596578540810996,galliformes-domestic,0.866666666666667,5_4_9_1_2_1_1_1
95,NA,848,5_4_9_1_2_1_1_1,1.72718321987168,,0.006990442135761166,galliformes-domestic,0.866666666666667,5_4_9_1_2_1_1_1
95,NA,849,5_4_9_1_2_1_1_1,1.64750679361829,,0.07967642625339,galliformes-domestic,0.866666666666667,5_4_9_1_2_1_1_1
95,NA,850,5_4_9_1_2_1_1_1,1.62280719236909,,0.024699601249199787,galliformes-domestic,0.866666666666667,5_4_9_1_2_1_1_1
95,NA,851,5_4_9_1_2_1_1_1,1.58301283257165,,0.02055628299400003,anseriformes-domestic,0.827433628318584,5_4_9_1_2_1_1_1
95,H5N1|2344b|EPI_ISL_16297138|anseriformes|united_states|5_4_9_1_2_1_1_1|2022-10-21,95,5_4_9_1_2_1_1_1,1.43496519200554,,0.16728571736970732,anseriformes-domestic,1,NA
96,NA,444,6_4_1_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
96,NA,475,6_4_1_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
96,NA,790,6_4_1_1_2_1_1_1,2.44422933410567,,0.060852129658702125,anseriformes-wild,1,6_4_1_1_2_1_1_1
96,NA,791,6_4_1_1_2_1_1_1,2.46431271998146,,-0.00866709228542506,anseriformes-wild,1,6_4_1_1_2_1_1_1
96,NA,792,6_4_1_1_2_1_1_1,2.45939542189747,,0.004917298083995103,anseriformes-wild,1,6_4_1_1_2_1_1_1
96,NA,793,6_4_1_1_2_1_1_1,2.3747814409264,,0.09053701208735054,anseriformes-wild,0.999327956989247,6_4_1_1_2_1_1_1
96,NA,794,6_4_1_1_2_1_1_1,2.27393279258601,,0.10232561932859152,anseriformes-wild,0.992518703241895,6_4_1_1_2_1_1_1
96,NA,802,6_4_1_1_2_1_1_1,2.19240955246364,,0.07328307883123175,anseriformes-wild,0.740717232624564,6_4_1_1_2_1_1_1
96,NA,803,6_4_1_1_2_1_1_1,2.07459526418578,,0.13230100912914455,anseriformes-wild,0.773221757322176,6_4_1_1_2_1_1_1
96,NA,804,6_4_1_1_2_1_1_1,2.00353598453634,,0.07012965333787191,anseriformes-wild,0.764071294559099,6_4_1_1_2_1_1_1
96,NA,805,6_4_1_1_2_1_1_1,1.91382746512461,,0.08941081377054472,anseriformes-wild,0.918663898848839,6_4_1_1_2_1_1_1
96,NA,806,6_4_1_1_2_1_1_1,1.77428635255016,,0.12456200060143297,anseriformes-wild,0.613515565679575,6_4_1_1_2_1_1_1
96,H5N1|2344b|EPI_ISL_16297139|galliformes|united_states|6_4_1_1_2_1_1_1|2022-10-21,96,6_4_1_1_2_1_1_1,1.43496519200554,,0.3418810428059149,galliformes-domestic,1,NA
97,NA,444,4_3_1_1_2_1_1_3,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
97,NA,475,4_3_1_1_2_1_1_3,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
97,NA,476,4_3_1_1_2_1_1_3,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
97,NA,477,4_3_1_1_2_1_1_3,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
97,NA,492,4_3_1_1_2_1_1_3,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
97,NA,493,4_3_1_1_2_1_1_3,2.4572758352946,,0.0023060286518790107,anseriformes-wild,1,2_1_1_1_1_1_1_1
97,NA,494,4_3_1_1_2_1_1_3,2.45572820691483,,0.0015476283797699608,anseriformes-wild,1,2_1_1_1_1_1_1_1
97,NA,495,4_3_1_1_2_1_1_3,2.45542680020583,,3.014067089983641e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
97,NA,516,4_3_1_1_2_1_1_3,2.45470320401295,,7.235961928846457e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
97,NA,518,4_3_1_1_2_1_1_3,2.35725658642844,,0.10570280646455865,anseriformes-wild,0.995886654478976,2_1_1_1_1_1_1_1
97,NA,519,4_3_1_1_2_1_1_3,2.29561100765285,,0.05338938989554132,anseriformes-wild,0.933333333333333,2_1_1_1_1_1_1_1
97,NA,527,4_3_1_1_2_1_1_3,2.29010664269149,,0.0055043649613599754,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
97,NA,543,4_3_1_1_2_1_1_3,2.28704632330248,,0.0030603193890130775,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
97,NA,553,4_3_1_1_2_1_1_3,2.24171994321149,,0.05253752670897516,anseriformes-wild,0.932968976048867,4_3_1_1_2_1_1_3
97,NA,554,4_3_1_1_2_1_1_3,2.20076010832457,,0.03374868826892463,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
97,NA,686,4_3_1_1_2_1_1_3,2.1590539303308,,0.04170617799378018,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
97,NA,687,4_3_1_1_2_1_1_3,2.12776750386039,,0.03128642647040003,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
97,NA,688,4_3_1_1_2_1_1_3,2.10100066733464,,0.02676683652574985,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
97,NA,689,4_3_1_1_2_1_1_3,2.06107131475743,,0.039929352577209976,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
97,NA,691,4_3_1_1_2_1_1_3,1.78103977700703,,0.2891105527436144,galliformes-domestic,0.771247639151205,4_3_1_1_2_1_1_3
97,NA,693,4_3_1_1_2_1_1_3,1.73873596290787,,0.0397760918060468,galliformes-domestic,0.846390168970814,4_3_1_1_2_1_1_3
97,NA,703,4_3_1_1_2_1_1_3,1.6471346620399,,0.08547970032853347,galliformes-domestic,0.97982905982906,4_3_1_1_2_1_1_3
97,H5N1|2344b|EPI_ISL_16297333|galliformes|united_states|4_3_1_1_2_1_1_3|2022-10-17,97,4_3_1_1_2_1_1_3,1.44592409611497,,0.20078087376441944,galliformes-domestic,1,NA
98,NA,444,4_1_1_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
98,NA,475,4_1_1_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
98,NA,476,4_1_1_1_2_1_1_1,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
98,NA,477,4_1_1_1_2_1_1_1,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
98,NA,492,4_1_1_1_2_1_1_1,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
98,NA,493,4_1_1_1_2_1_1_1,2.4572758352946,,0.0023060286518790107,anseriformes-wild,1,2_1_1_1_1_1_1_1
98,NA,494,4_1_1_1_2_1_1_1,2.45572820691483,,0.0015476283797699608,anseriformes-wild,1,2_1_1_1_1_1_1_1
98,NA,495,4_1_1_1_2_1_1_1,2.45542680020583,,3.014067089983641e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
98,NA,516,4_1_1_1_2_1_1_1,2.45470320401295,,7.235961928846457e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
98,NA,518,4_1_1_1_2_1_1_1,2.35725658642844,,0.10570280646455865,anseriformes-wild,0.995886654478976,2_1_1_1_1_1_1_1
98,NA,519,4_1_1_1_2_1_1_1,2.29561100765285,,0.05338938989554132,anseriformes-wild,0.933333333333333,2_1_1_1_1_1_1_1
98,NA,527,4_1_1_1_2_1_1_1,2.29010664269149,,0.0055043649613599754,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
98,NA,543,4_1_1_1_2_1_1_1,2.28704632330248,,0.0030603193890130775,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
98,NA,553,4_1_1_1_2_1_1_1,2.24171994321149,,0.05253752670897516,anseriformes-wild,0.932968976048867,4_3_1_1_2_1_1_3
98,NA,554,4_1_1_1_2_1_1_1,2.20076010832457,,0.03374868826892463,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
98,NA,555,4_1_1_1_2_1_1_1,2.19755605592235,,0.0032040524022249883,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
98,NA,556,4_1_1_1_2_1_1_1,2.12185339995665,,0.05758342538783001,galliformes-domestic,0.65,4_3_1_1_2_1_1_3
98,NA,558,4_1_1_1_2_1_1_1,2.013266069765,,0.11531612360480725,galliformes-domestic,0.594202898550725,4_3_1_1_2_1_1_3
98,NA,559,4_1_1_1_2_1_1_1,1.81083859013009,,0.2260237321369818,galliformes-domestic,0.938198064035741,4_3_1_1_2_1_1_3
98,H5N1|2344b|EPI_ISL_16297336|galliformes|united_states|4_1_1_1_2_1_1_1|2022-10-19,98,4_1_1_1_2_1_1_1,1.44044464406026,,0.35818813073262445,galliformes-domestic,1,NA
99,NA,444,5_4_9_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
99,NA,475,5_4_9_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
99,NA,790,5_4_9_1_2_1_1_1,2.44422933410567,,0.060852129658702125,anseriformes-wild,1,6_4_1_1_2_1_1_1
99,NA,791,5_4_9_1_2_1_1_1,2.46431271998146,,-0.00866709228542506,anseriformes-wild,1,6_4_1_1_2_1_1_1
99,NA,821,5_4_9_1_2_1_1_1,2.45894542500849,,0.005367294972976389,anseriformes-wild,1,6_4_8_1_2_1_1_1
99,NA,822,5_4_9_1_2_1_1_1,2.31706208516409,,0.14188333984439971,anseriformes-wild,1,6_4_8_1_2_1_1_1
99,NA,823,5_4_9_1_2_1_1_1,2.2918202486934,,0.025241836470689893,anseriformes-wild,1,6_4_8_1_2_1_1_1
99,NA,824,5_4_9_1_2_1_1_1,2.19671723054167,,0.09510301815173028,anseriformes-wild,1,6_4_8_1_2_1_1_1
99,NA,825,5_4_9_1_2_1_1_1,2.23320720301402,,-0.02550246930303679,anseriformes-wild,0.992492962152018,6_4_8_1_2_1_1_1
99,NA,830,5_4_9_1_2_1_1_1,2.1537295474833,,0.05972556046655608,anseriformes-wild,1,6_4_8_1_2_1_1_1
99,NA,831,5_4_9_1_2_1_1_1,2.13525338267586,,0.013262166008093157,anseriformes-wild,0.987854251012146,6_4_8_1_2_1_1_1
99,NA,835,5_4_9_1_2_1_1_1,2.03950615255934,,0.10386386187191166,anseriformes-wild,0.779661016949153,6_4_8_1_2_1_1_1
99,NA,843,5_4_9_1_2_1_1_1,2.04538497009003,,0.020957325279334693,anseriformes-wild,0.772241992882562,6_4_8_1_2_1_1_1
99,NA,844,5_4_9_1_2_1_1_1,2.00820667855069,,0.033071383038498325,anseriformes-wild,0.632580261593341,6_4_8_1_2_1_1_1
99,NA,845,5_4_9_1_2_1_1_1,1.83042531197526,,0.16087634973578213,anseriformes-wild,0.566603710698811,5_4_9_1_2_1_1_1
99,NA,846,5_4_9_1_2_1_1_1,1.83013944741555,,3.2360602897574253e-4,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
99,NA,854,5_4_9_1_2_1_1_1,1.80845035496641,,0.02168909244913997,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
99,NA,855,5_4_9_1_2_1_1_1,1.79450860951045,,0.013941745455960053,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
99,NA,859,5_4_9_1_2_1_1_1,1.74605974003381,,0.048448869476639844,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
99,NA,860,5_4_9_1_2_1_1_1,1.65186928029505,,0.10013735417519243,galliformes-domestic,0.697947214076246,5_4_9_1_2_1_1_1
99,H5N1|2344b|EPI_ISL_16297339|galliformes|united_states|5_4_9_1_2_1_1_1|2022-10-19,99,5_4_9_1_2_1_1_1,1.44044464406026,,0.20547774179852163,galliformes-domestic,1,NA
100,NA,444,5_1_1_1_2_1_1_3,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
100,NA,475,5_1_1_1_2_1_1_3,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
100,NA,476,5_1_1_1_2_1_1_3,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
100,NA,477,5_1_1_1_2_1_1_3,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
100,NA,492,5_1_1_1_2_1_1_3,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
100,NA,493,5_1_1_1_2_1_1_3,2.4572758352946,,0.0023060286518790107,anseriformes-wild,1,2_1_1_1_1_1_1_1
100,NA,494,5_1_1_1_2_1_1_3,2.45572820691483,,0.0015476283797699608,anseriformes-wild,1,2_1_1_1_1_1_1_1
100,NA,495,5_1_1_1_2_1_1_3,2.45542680020583,,3.014067089983641e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
100,NA,516,5_1_1_1_2_1_1_3,2.45470320401295,,7.235961928846457e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
100,NA,518,5_1_1_1_2_1_1_3,2.35725658642844,,0.10570280646455865,anseriformes-wild,0.995886654478976,2_1_1_1_1_1_1_1
100,NA,714,5_1_1_1_2_1_1_3,2.32011163587439,,0.028888761674001007,anseriformes-wild,1,2_1_1_1_1_1_1_1
100,NA,726,5_1_1_1_2_1_1_3,2.29057852181527,,0.02953311405912018,anseriformes-wild,1,2_1_1_1_1_1_1_1
100,NA,727,5_1_1_1_2_1_1_3,2.19398220106213,,0.10278287537038056,anseriformes-wild,1,2_1_1_1_1_1_1_1
100,NA,728,5_1_1_1_2_1_1_3,1.78460108294536,,0.40778227906136544,anseriformes-wild,0.957338073547384,5_1_1_1_2_1_1_3
100,NA,729,5_1_1_1_2_1_1_3,1.7401022029962,,0.03841712949796383,anseriformes-wild,1,5_1_1_1_2_1_1_3
100,NA,735,5_1_1_1_2_1_1_3,1.68684167620489,,0.06137424652469492,anseriformes-wild,0.981481481481482,5_1_1_1_2_1_1_3
100,NA,736,5_1_1_1_2_1_1_3,1.64809856942874,,0.03192618295164662,anseriformes-wild,0.929965556831229,5_1_1_1_2_1_1_3
100,H5N1|2344b|EPI_ISL_16297341|galliformes|united_states|5_1_1_1_2_1_1_3|2022-10-14,100,5_1_1_1_2_1_1_3,1.45414327419712,,0.19415253421209733,galliformes-domestic,1,NA
101,NA,444,5_4_9_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
101,NA,475,5_4_9_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
101,NA,790,5_4_9_1_2_1_1_1,2.44422933410567,,0.060852129658702125,anseriformes-wild,1,6_4_1_1_2_1_1_1
101,NA,791,5_4_9_1_2_1_1_1,2.46431271998146,,-0.00866709228542506,anseriformes-wild,1,6_4_1_1_2_1_1_1
101,NA,821,5_4_9_1_2_1_1_1,2.45894542500849,,0.005367294972976389,anseriformes-wild,1,6_4_8_1_2_1_1_1
101,NA,822,5_4_9_1_2_1_1_1,2.31706208516409,,0.14188333984439971,anseriformes-wild,1,6_4_8_1_2_1_1_1
101,NA,823,5_4_9_1_2_1_1_1,2.2918202486934,,0.025241836470689893,anseriformes-wild,1,6_4_8_1_2_1_1_1
101,NA,824,5_4_9_1_2_1_1_1,2.19671723054167,,0.09510301815173028,anseriformes-wild,1,6_4_8_1_2_1_1_1
101,NA,825,5_4_9_1_2_1_1_1,2.23320720301402,,-0.02550246930303679,anseriformes-wild,0.992492962152018,6_4_8_1_2_1_1_1
101,NA,830,5_4_9_1_2_1_1_1,2.1537295474833,,0.05972556046655608,anseriformes-wild,1,6_4_8_1_2_1_1_1
101,NA,831,5_4_9_1_2_1_1_1,2.13525338267586,,0.013262166008093157,anseriformes-wild,0.987854251012146,6_4_8_1_2_1_1_1
101,NA,835,5_4_9_1_2_1_1_1,2.03950615255934,,0.10386386187191166,anseriformes-wild,0.779661016949153,6_4_8_1_2_1_1_1
101,NA,843,5_4_9_1_2_1_1_1,2.04538497009003,,0.020957325279334693,anseriformes-wild,0.772241992882562,6_4_8_1_2_1_1_1
101,NA,844,5_4_9_1_2_1_1_1,2.00820667855069,,0.033071383038498325,anseriformes-wild,0.632580261593341,6_4_8_1_2_1_1_1
101,NA,845,5_4_9_1_2_1_1_1,1.83042531197526,,0.16087634973578213,anseriformes-wild,0.566603710698811,5_4_9_1_2_1_1_1
101,NA,846,5_4_9_1_2_1_1_1,1.83013944741555,,3.2360602897574253e-4,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
101,NA,854,5_4_9_1_2_1_1_1,1.80845035496641,,0.02168909244913997,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
101,NA,855,5_4_9_1_2_1_1_1,1.79450860951045,,0.013941745455960053,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
101,NA,859,5_4_9_1_2_1_1_1,1.74605974003381,,0.048448869476639844,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
101,H5N1|2344b|EPI_ISL_16297346|anseriformes|united_states|5_4_9_1_2_1_1_1|2022-10-17,101,5_4_9_1_2_1_1_1,1.44592409611497,,0.30013564391899394,anseriformes-domestic,1,NA
102,NA,444,5_4_9_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
102,NA,475,5_4_9_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
102,NA,790,5_4_9_1_2_1_1_1,2.44422933410567,,0.060852129658702125,anseriformes-wild,1,6_4_1_1_2_1_1_1
102,NA,791,5_4_9_1_2_1_1_1,2.46431271998146,,-0.00866709228542506,anseriformes-wild,1,6_4_1_1_2_1_1_1
102,NA,821,5_4_9_1_2_1_1_1,2.45894542500849,,0.005367294972976389,anseriformes-wild,1,6_4_8_1_2_1_1_1
102,NA,822,5_4_9_1_2_1_1_1,2.31706208516409,,0.14188333984439971,anseriformes-wild,1,6_4_8_1_2_1_1_1
102,NA,823,5_4_9_1_2_1_1_1,2.2918202486934,,0.025241836470689893,anseriformes-wild,1,6_4_8_1_2_1_1_1
102,NA,824,5_4_9_1_2_1_1_1,2.19671723054167,,0.09510301815173028,anseriformes-wild,1,6_4_8_1_2_1_1_1
102,NA,825,5_4_9_1_2_1_1_1,2.23320720301402,,-0.02550246930303679,anseriformes-wild,0.992492962152018,6_4_8_1_2_1_1_1
102,NA,830,5_4_9_1_2_1_1_1,2.1537295474833,,0.05972556046655608,anseriformes-wild,1,6_4_8_1_2_1_1_1
102,NA,831,5_4_9_1_2_1_1_1,2.13525338267586,,0.013262166008093157,anseriformes-wild,0.987854251012146,6_4_8_1_2_1_1_1
102,NA,835,5_4_9_1_2_1_1_1,2.03950615255934,,0.10386386187191166,anseriformes-wild,0.779661016949153,6_4_8_1_2_1_1_1
102,NA,843,5_4_9_1_2_1_1_1,2.04538497009003,,0.020957325279334693,anseriformes-wild,0.772241992882562,6_4_8_1_2_1_1_1
102,NA,844,5_4_9_1_2_1_1_1,2.00820667855069,,0.033071383038498325,anseriformes-wild,0.632580261593341,6_4_8_1_2_1_1_1
102,NA,845,5_4_9_1_2_1_1_1,1.83042531197526,,0.16087634973578213,anseriformes-wild,0.566603710698811,5_4_9_1_2_1_1_1
102,NA,846,5_4_9_1_2_1_1_1,1.83013944741555,,3.2360602897574253e-4,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
102,NA,854,5_4_9_1_2_1_1_1,1.80845035496641,,0.02168909244913997,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
102,NA,855,5_4_9_1_2_1_1_1,1.79450860951045,,0.013941745455960053,galliformes-domestic,0.8,5_4_9_1_2_1_1_1
102,NA,856,5_4_9_1_2_1_1_1,1.66910810396508,,0.13805676884517637,anseriformes-wild,0.701492537313433,5_4_9_1_2_1_1_1
102,H5N1|2344b|EPI_ISL_16297347|galliformes|united_states|5_4_9_1_2_1_1_1|2022-10-14,102,5_4_9_1_2_1_1_1,1.45414327419712,,0.20230856646816053,galliformes-domestic,1,NA
103,NA,444,4_3_1_1_2_1_1_3,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
103,NA,475,4_3_1_1_2_1_1_3,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
103,NA,476,4_3_1_1_2_1_1_3,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
103,NA,477,4_3_1_1_2_1_1_3,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
103,NA,492,4_3_1_1_2_1_1_3,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
103,NA,493,4_3_1_1_2_1_1_3,2.4572758352946,,0.0023060286518790107,anseriformes-wild,1,2_1_1_1_1_1_1_1
103,NA,494,4_3_1_1_2_1_1_3,2.45572820691483,,0.0015476283797699608,anseriformes-wild,1,2_1_1_1_1_1_1_1
103,NA,495,4_3_1_1_2_1_1_3,2.45542680020583,,3.014067089983641e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
103,NA,516,4_3_1_1_2_1_1_3,2.45470320401295,,7.235961928846457e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
103,NA,518,4_3_1_1_2_1_1_3,2.35725658642844,,0.10570280646455865,anseriformes-wild,0.995886654478976,2_1_1_1_1_1_1_1
103,NA,519,4_3_1_1_2_1_1_3,2.29561100765285,,0.05338938989554132,anseriformes-wild,0.933333333333333,2_1_1_1_1_1_1_1
103,NA,527,4_3_1_1_2_1_1_3,2.29010664269149,,0.0055043649613599754,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
103,NA,543,4_3_1_1_2_1_1_3,2.28704632330248,,0.0030603193890130775,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
103,NA,553,4_3_1_1_2_1_1_3,2.24171994321149,,0.05253752670897516,anseriformes-wild,0.932968976048867,4_3_1_1_2_1_1_3
103,NA,554,4_3_1_1_2_1_1_3,2.20076010832457,,0.03374868826892463,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
103,NA,555,4_3_1_1_2_1_1_3,2.19755605592235,,0.0032040524022249883,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
103,NA,562,4_3_1_1_2_1_1_3,2.17358501354673,,0.023971042375619867,anseriformes-wild,0.866666666666667,4_3_1_1_2_1_1_3
103,NA,563,4_3_1_1_2_1_1_3,2.14848073238912,,0.02510428115761032,anseriformes-wild,0.933333333333333,4_3_1_1_2_1_1_3
103,NA,568,4_3_1_1_2_1_1_3,2.08372524093964,,0.0724231721140769,anseriformes-wild,0.812263754724906,4_3_1_1_2_1_1_3
103,NA,569,4_3_1_1_2_1_1_3,1.97553884501634,,0.1065391247292109,anseriformes-wild,0.690145539384513,4_3_1_1_2_1_1_3
103,NA,570,4_3_1_1_2_1_1_3,1.92909108818141,,0.046176516173003224,anseriformes-wild,0.664993153811045,4_3_1_1_2_1_1_3
