scientificName,class,order,family,vernacularName
Dendrolagus stellarum,Mammalia,Diprotodontia,Macropodidae,seri's tree-kangaroo
Cistugo lesueuri,Mammalia,Chiroptera,Cistugidae,le sueur's hairy bat
Chaetodipus californicus,Mammalia,Rodentia,Heteromyidae,california pocket mouse
Calcochloris tytonis,Mammalia,Afrosoricida,Chrysochloridae,somali golden mole
Antechinus swainsonii,Mammalia,Dasyuromorphia,Dasyuridae,dusky antechinus
Liomys salvini,Mammalia,Rodentia,Heteromyidae,salvin's spiny pocket mouse
Rhinolophus formosae,Mammalia,Chiroptera,Rhinolophidae,formosan woolly horseshoe bat
Hipposideros fuliginosus,Mammalia,Chiroptera,Hipposideridae,sooty leaf-nosed bat
Lagorchestes hirsutus,Mammalia,Diprotodontia,Macropodidae,rufous hare-wallaby
Galictis vittata,Mammalia,Carnivora,Mustelidae,greater grison
Lontra provocax,Mammalia,Carnivora,Mustelidae,southern river otter
Petrogale brachyotis,Mammalia,Diprotodontia,Macropodidae,short-eared rock-wallaby
Leopardus jacobitus,Mammalia,Carnivora,Felidae,andean mountain cat
Microgale talazaci,Mammalia,Afrosoricida,Tenrecidae,talazac's shrew tenrec
Hipposideros armiger,Mammalia,Chiroptera,Hipposideridae,great himalayan leaf-nosed bat
Paranyctimene tenax,Mammalia,Chiroptera,Pteropodidae,steadfast tube-nosed fruit bat
Chodsigoa parca,Mammalia,Soricomorpha,Soricidae,lowe's shrew
Rhinolophus blasii,Mammalia,Chiroptera,Rhinolophidae,blasius's horseshoe bat
Ctenomys knighti,Mammalia,Rodentia,Ctenomyidae,catamarca tuco-tuco
Rhinolophus lobatus,Mammalia,Chiroptera,Rhinolophidae,peters's horseshoe bat
Viverra tangalunga,Mammalia,Carnivora,Viverridae,malayan civet
Ctenomys budini,Mammalia,Rodentia,Ctenomyidae,budin's tuco-tuco
Calomyscus hotsoni,Mammalia,Rodentia,Calomyscidae,hotson's calomyscus
Leontocebus illigeri,Mammalia,Primates,Callitrichidae,illiger's saddle-back tamarin
Ctenomys perrensi,Mammalia,Rodentia,Ctenomyidae,goya tuco-tuco
Miniopterus magnater,Mammalia,Chiroptera,Miniopteridae,large long-fingered bat
Galagoides kumbirensis,Mammalia,Primates,Galagidae,angolan dwarf galago
Leopardus guttulus,Mammalia,Carnivora,Felidae,NA
Petaurus gracilis,Mammalia,Diprotodontia,Petauridae,ebony glider
Genetta genetta,Mammalia,Carnivora,Viverridae,common genet
Ctenomys argentinus,Mammalia,Rodentia,Ctenomyidae,argentine tuco-tuco
Rhinolophus eloquens,Mammalia,Chiroptera,Rhinolophidae,eloquent horseshoe bat
Mogera uchidai,Mammalia,Soricomorpha,Talpidae,ryukyu mole
Orthogeomys cavator,Mammalia,Rodentia,Geomyidae,chiriqui pocket gopher
Rhinolophus trifoliatus,Mammalia,Chiroptera,Rhinolophidae,trefoil horseshoe bat
Amblysomus hottentotus,Mammalia,Afrosoricida,Chrysochloridae,hottentot golden mole
Thylogale thetis,Mammalia,Diprotodontia,Macropodidae,red-necked pademelon
Prosciurillus topapuensis,Mammalia,Rodentia,Sciuridae,mount topapu squirrel
Rhinopoma hadramauticum,Mammalia,Chiroptera,Rhinopomatidae,hadramaut mouse-tailed bat
Myoictis melas,Mammalia,Dasyuromorphia,Dasyuridae,three-striped dasyure
Rhinolophus belligerator,Mammalia,Chiroptera,Rhinolophidae,poso horseshoe bat
Sus barbatus,Mammalia,Artiodactyla,Suidae,bearded pig
Mustela felipei,Mammalia,Carnivora,Mustelidae,colombian weasel
Thomomys bulbivorus,Mammalia,Rodentia,Geomyidae,camas pocket gopher
Macronycteris commersonii,Mammalia,Chiroptera,Hipposideridae,commerson's leaf-nosed bat
Dendrolagus lumholtzi,Mammalia,Diprotodontia,Macropodidae,lumholtz's tree-kangaroo
Hipposideros marisae,Mammalia,Chiroptera,Hipposideridae,aellen's leaf-nosed bat
Coelops frithii,Mammalia,Chiroptera,Hipposideridae,east asian tailless leaf-nosed bat
Paragalago cocos,Mammalia,Primates,Galagidae,diani dwarf galago
Mustela nigripes,Mammalia,Carnivora,Mustelidae,black-footed ferret
Scaptochirus moschatus,Mammalia,Soricomorpha,Talpidae,short-faced mole
Microgale fotsifotsy,Mammalia,Afrosoricida,Tenrecidae,pale shrew tenrec
Dipodomys simulans,Mammalia,Rodentia,Heteromyidae,dulzura kangaroo rat
Nycteris thebaica,Mammalia,Chiroptera,Nycteridae,cape long-eared bat
Felovia vae,Mammalia,Rodentia,Ctenodactylidae,felou gundi
Anomalurus pelii,Mammalia,Rodentia,Anomaluridae,pel's flying squirrel
Abrocoma bennettii,Mammalia,Rodentia,Abrocomidae,bennett's chinchilla rat
Eidolon dupreanum,Mammalia,Chiroptera,Pteropodidae,madagascan straw-colored fruit bat
Leopardus pardalis,Mammalia,Carnivora,Felidae,ocelot
Phascogale tapoatafa,Mammalia,Dasyuromorphia,Dasyuridae,brush-tailed phascogale
Hipposideros madurae,Mammalia,Chiroptera,Hipposideridae,maduran leaf-nosed bat
Hipposideros pygmaeus,Mammalia,Chiroptera,Hipposideridae,philippine pygmy leaf-nosed bat
Chimarrogale styani,Mammalia,Soricomorpha,Soricidae,chinese water shrew
Aotus trivirgatus,Mammalia,Primates,Aotidae,humboldt's night monkey
Doryrhina camerunensis,Mammalia,Chiroptera,Hipposideridae,cameroon leaf-nosed bat
Thyroptera tricolor,Mammalia,Chiroptera,Thyropteridae,spix's disk-winged bat
Dipodomys agilis,Mammalia,Rodentia,Heteromyidae,agile kangaroo rat
Poecilogale albinucha,Mammalia,Carnivora,Mustelidae,african striped weasel
Lagidium viscacia,Mammalia,Rodentia,Chinchillidae,southern moutain viscacha
Rhinolophus refulgens,Mammalia,Chiroptera,Rhinolophidae,glossy horseshoe bat
Leptailurus serval,Mammalia,Carnivora,Felidae,serval
Rhinolophus silvestris,Mammalia,Chiroptera,Rhinolophidae,african forest horseshoe bat
Cryptotis tamensis,Mammalia,Soricomorpha,Soricidae,tamá small-eared shrew
Dasyprocta mexicana,Mammalia,Rodentia,Dasyproctidae,mexican agouti
Leopardus tigrinus,Mammalia,Carnivora,Felidae,oncilla
Macrogalidia musschenbroekii,Mammalia,Carnivora,Viverridae,sulawesi palm civet
Perognathus flavus,Mammalia,Rodentia,Heteromyidae,silky pocket mouse
Hipposideros tephrus,Mammalia,Chiroptera,Hipposideridae,maghreb leaf-nosed bat
Tarsius spectrumgurskyae,Mammalia,Primates,Tarsiidae,gursky's spectral tarsier
Saguinus geoffroyi,Mammalia,Primates,Callitrichidae,geoffroy's tamarin
Mystacina tuberculata,Mammalia,Chiroptera,Mystacinidae,lesser new zealand short-tailed bat
Ctenomys viperinus,Mammalia,Rodentia,Ctenomyidae,vipos tuco-tuco
Mormoops magna,Mammalia,Chiroptera,Mormoopidae,giant ghost-faced bat
Sminthopsis macroura,Mammalia,Dasyuromorphia,Dasyuridae,stripe-faced dunnart
Sorex stizodon,Mammalia,Soricomorpha,Soricidae,san cristobal shrew
Galago gallarum,Mammalia,Primates,Galagidae,somali bushbaby
Tarsius dentatus,Mammalia,Primates,Tarsiidae,dian's tarsier
Lariscus insignis,Mammalia,Rodentia,Sciuridae,three-striped ground squirrel
Myoictis wallacii,Mammalia,Dasyuromorphia,Dasyuridae,wallace's dasyure
Notiosorex crawfordi,Mammalia,Soricomorpha,Soricidae,crawford's gray shrew
Calomyscus elburzensis,Mammalia,Rodentia,Calomyscidae,elburz vesper mouse
Anourosorex schmidi,Mammalia,Soricomorpha,Soricidae,giant mole shrew
Hipposideros cervinus,Mammalia,Chiroptera,Hipposideridae,fawn-colored leaf-nosed bat
Microgale dobsoni,Mammalia,Afrosoricida,Tenrecidae,dobson's shrew tenrec
Pekania pennanti,Mammalia,Carnivora,Mustelidae,fisher
Melogale everetti,Mammalia,Carnivora,Mustelidae,bornean ferret-badger
Paratriaenops auritus,Mammalia,Chiroptera,Rhinonycteridae,grandidier's trident bat
Miniopterus mahafaliensis,Mammalia,Chiroptera,Miniopteridae,mahafaly long-fingered bat
Hipposideros coxi,Mammalia,Chiroptera,Hipposideridae,cox's leaf-nosed bat
Antechinus bellus,Mammalia,Dasyuromorphia,Dasyuridae,fawn antechinus
Felis chaus,Mammalia,Carnivora,Felidae,jungle cat
Scapanus orarius,Mammalia,Soricomorpha,Talpidae,coast mole
Aotus azarae,Mammalia,Primates,Aotidae,azara's night monkey
Dryomys niethammeri,Mammalia,Rodentia,Gliridae,niethammer's forest dormouse
Pseudantechinus roryi,Mammalia,Dasyuromorphia,Dasyuridae,rory cooper's false antechinus
Ctenomys peruanus,Mammalia,Rodentia,Ctenomyidae,peruvian tuco-tuco
Dremomys gularis,Mammalia,Rodentia,Sciuridae,red-throated squirrel
Tarsius wallacei,Mammalia,Primates,Tarsiidae,wallace's tarsier
Cercartetus caudatus,Mammalia,Diprotodontia,Burramyidae,long-tailed pygmy possum
Sminthopsis griseoventer,Mammalia,Dasyuromorphia,Dasyuridae,gray-bellied dunnart
Nycteris parisii,Mammalia,Chiroptera,Nycteridae,parisi's slit-faced bat
Natalus jamaicensis,Mammalia,Chiroptera,Natalidae,jamaican greater funnel-eared bat
Salinoctomys loschalchalerosorum,Mammalia,Rodentia,Octodontidae,chalchalero viscacha-rat
Saguinus midas,Mammalia,Primates,Callitrichidae,midas tamarin
Diplogale hosei,Mammalia,Carnivora,Viverridae,hose's palm civet
Rhinolophus xinanzhongguoensis,Mammalia,Chiroptera,Rhinolophidae,chinese horseshoe bat
Prionailurus planiceps,Mammalia,Carnivora,Felidae,flat-headed cat
Dasyprocta cristata,Mammalia,Rodentia,Dasyproctidae,crested agouti
Dremomys everetti,Mammalia,Rodentia,Sciuridae,bornean mountain ground squirrel
Syconycteris carolinae,Mammalia,Chiroptera,Pteropodidae,halmahera blossom bat
Rhinolophus luctus,Mammalia,Chiroptera,Rhinolophidae,great woolly horseshoe bat
Cryptotis obscura,Mammalia,Soricomorpha,Soricidae,grizzled mexican small-eared shrew
Rhinolophus robinsoni,Mammalia,Chiroptera,Rhinolophidae,peninsular horseshoe bat
Chrysospalax villosus,Mammalia,Afrosoricida,Chrysochloridae,rough-haired golden mole
Mustela eversmanii,Mammalia,Carnivora,Mustelidae,steppe polecat
Callosciurus adamsi,Mammalia,Rodentia,Sciuridae,ear-spot squirrel
Aotus nigriceps,Mammalia,Primates,Aotidae,black-headed night monkey
Cryptotis goodwini,Mammalia,Soricomorpha,Soricidae,goodwin's broad-clawed shrew
Myomimus setzeri,Mammalia,Rodentia,Gliridae,setzer's mouse-tailed dormouse
Nyctimene cyclotis,Mammalia,Chiroptera,Pteropodidae,round-eared tube-nosed fruit bat
Miniopterus africanus,Mammalia,Chiroptera,Miniopteridae,african long-fingered bat
Hipposideros sorenseni,Mammalia,Chiroptera,Hipposideridae,sorensen's leaf-nosed bat
Planigale maculata,Mammalia,Dasyuromorphia,Dasyuridae,pygmy planigale
Lynx rufus,Mammalia,Carnivora,Felidae,bobcat
Euroscaptor micrura,Mammalia,Soricomorpha,Talpidae,himalayan mole
Mico humeralifer,Mammalia,Primates,Callitrichidae,santarém marmoset
Octodon lunatus,Mammalia,Rodentia,Octodontidae,moon-toothed degu
Thylogale calabyi,Mammalia,Diprotodontia,Macropodidae,calaby's pademelon
Nycteris intermedia,Mammalia,Chiroptera,Nycteridae,intermediate slit-faced bat
Chaetodipus hispidus,Mammalia,Rodentia,Heteromyidae,hispid pocket mouse
Microgale taiva,Mammalia,Afrosoricida,Tenrecidae,taiva shrew tenrec
Talpa europaea,Mammalia,Soricomorpha,Talpidae,european mole
Gulo gulo,Mammalia,Carnivora,Mustelidae,wolverine
Dasyurus maculatus,Mammalia,Dasyuromorphia,Dasyuridae,tiger quoll
Rhinolophus sakejiensis,Mammalia,Chiroptera,Rhinolophidae,sakeji horseshoe bat
Hipposideros larvatus,Mammalia,Chiroptera,Hipposideridae,horsfield's leaf-nosed bat
Dorcopsis atrata,Mammalia,Diprotodontia,Macropodidae,black dorcopsis
Hipposideros kunzi,Mammalia,Chiroptera,Hipposideridae,kunz's leaf-nosed bat
Martes melampus,Mammalia,Carnivora,Mustelidae,japanese marten
Phacochoerus aethiopicus,Mammalia,Artiodactyla,Suidae,desert warthog
Rhinolophus bocharicus,Mammalia,Chiroptera,Rhinolophidae,bokhara horseshoe bat
Petrogale xanthopus,Mammalia,Diprotodontia,Macropodidae,yellow-footed rock-wallaby
Genetta poensis,Mammalia,Carnivora,Viverridae,king genet
Echinops telfairi,Mammalia,Afrosoricida,Tenrecidae,lesser hedgehog tenrec
Asellia tridens,Mammalia,Chiroptera,Hipposideridae,geoffroy's trident leaf-nosed bat
Orthogeomys heterodus,Mammalia,Rodentia,Geomyidae,variable pocket gopher
Nesiotites similis,Mammalia,Soricomorpha,Soricidae,sardinian shrew
Chaetodipus rudinoris,Mammalia,Rodentia,Heteromyidae,baja california pocket mouse
Chaetodipus baileyi,Mammalia,Rodentia,Heteromyidae,bailey's pocket mouse
Rhinolophus cornutus,Mammalia,Chiroptera,Rhinolophidae,little japanese horseshoe bat
Babyrousa bolabatuensis,Mammalia,Artiodactyla,Suidae,bola batu babirusa
Ctenomys brasiliensis,Mammalia,Rodentia,Ctenomyidae,brazilian tuco-tuco
Miniopterus villiersi,Mammalia,Chiroptera,Miniopteridae,villiers's long-fingered bat
Genetta tigrina,Mammalia,Carnivora,Viverridae,cape genet
Dactylopsila trivirgata,Mammalia,Diprotodontia,Petauridae,striped possum
Callithrix flaviceps,Mammalia,Primates,Callitrichidae,buffy-headed marmoset
Ctenomys goodfellowi,Mammalia,Rodentia,Ctenomyidae,goodfellow's tuco-tuco
Ctenomys flamarioni,Mammalia,Rodentia,Ctenomyidae,flamarion's tuco-tuco
Callimico goeldii,Mammalia,Primates,Callitrichidae,goeldi's marmoset
Dactylopsila megalura,Mammalia,Diprotodontia,Petauridae,great-tailed triok
Poiana richardsonii,Mammalia,Carnivora,Viverridae,african linsang
Ctenomys dorsalis,Mammalia,Rodentia,Ctenomyidae,black-backed tuco-tuco
Sus ahoenobarbus,Mammalia,Artiodactyla,Suidae,palawan pig
Rhinolophus clivosus,Mammalia,Chiroptera,Rhinolophidae,geoffroy's horseshoe bat
Hipposideros khaokhouayensis,Mammalia,Chiroptera,Hipposideridae,phou khao khouay leaf-nosed bat
Notiosorex evotis,Mammalia,Soricomorpha,Soricidae,large-eared gray shrew
Orthogeomys matagalpae,Mammalia,Rodentia,Geomyidae,nicaraguan pocket gopher
Cloeotis percivali,Mammalia,Chiroptera,Rhinonycteridae,percival's short-eared trident bat
Micropotamogale lamottei,Mammalia,Afrosoricida,Tenrecidae,nimba otter shrew
Genetta cristata,Mammalia,Carnivora,Viverridae,crested servaline genet
Petrogale lateralis,Mammalia,Diprotodontia,Macropodidae,black-flanked rock-wallaby
Thryonomys gregorianus,Mammalia,Rodentia,Thryonomyidae,lesser cane rat
Eudiscoderma thongareeae,Mammalia,Chiroptera,Megadermatidae,thongaree's false-vampire
Aconaemys sagei,Mammalia,Rodentia,Octodontidae,sage's rock rat
Amblonyx cinereus,Mammalia,Carnivora,Mustelidae,oriental small-clawed otter
Martes foina,Mammalia,Carnivora,Mustelidae,beech marten
Rhinolophus alticolus,Mammalia,Chiroptera,Rhinolophidae,cameroon horseshoe bat
Dorcopsis muelleri,Mammalia,Diprotodontia,Macropodidae,brown dorcopsis
Hipposideros jonesi,Mammalia,Chiroptera,Hipposideridae,jones's leaf-nosed bat
Rhinolophus maendeleo,Mammalia,Chiroptera,Rhinolophidae,maendeleo horseshoe bat
Chaetodipus lineatus,Mammalia,Rodentia,Heteromyidae,lined pocket mouse
Dasyurus albopunctatus,Mammalia,Dasyuromorphia,Dasyuridae,new guinean quoll
Talpa romana,Mammalia,Soricomorpha,Talpidae,roman mole
Amblysomus corriae,Mammalia,Afrosoricida,Chrysochloridae,fynbos golden mole
Felis bieti,Mammalia,Carnivora,Felidae,chinese mountain cat
Chaetodipus penicillatus,Mammalia,Rodentia,Heteromyidae,desert pocket mouse
Nycteris gambiensis,Mammalia,Chiroptera,Nycteridae,gambian slit-faced bat
Petrogale purpureicollis,Mammalia,Diprotodontia,Macropodidae,purple-necked rock-wallaby
Sciurillus pusillus,Mammalia,Rodentia,Sciuridae,neotropical pygmy squirrel
Mico mauesi,Mammalia,Primates,Callitrichidae,maués marmoset
Miniopterus majori,Mammalia,Chiroptera,Miniopteridae,major's long-fingered bat
Miniopterus sororculus,Mammalia,Chiroptera,Miniopteridae,sorocula long-fingered bat
Euroscaptor grandis,Mammalia,Soricomorpha,Talpidae,greater chinese mole
Pseudantechinus macdonnellensis,Mammalia,Dasyuromorphia,Dasyuridae,fat-tailed false antechinus
Hipposideros turpis,Mammalia,Chiroptera,Hipposideridae,lesser leaf-nosed bat
Cryptotis magna,Mammalia,Soricomorpha,Soricidae,big mexican small-eared shrew
Dipodomys merriami,Mammalia,Rodentia,Heteromyidae,merriam's kangaroo rat
Callosciurus caniceps,Mammalia,Rodentia,Sciuridae,gray-bellied squirrel
Prionailurus rubiginosus,Mammalia,Carnivora,Felidae,rusty-spotted cat
Tamiops swinhoei,Mammalia,Rodentia,Sciuridae,swinhoe's striped squirrel
Eremitalpa granti,Mammalia,Afrosoricida,Chrysochloridae,grant's golden mole
Rhinolophus philippinensis,Mammalia,Chiroptera,Rhinolophidae,large-eared horseshoe bat
Cryptotis mera,Mammalia,Soricomorpha,Soricidae,darién small-eared shrew
Rhinolophus malayanus,Mammalia,Chiroptera,Rhinolophidae,malayan horseshoe bat
Callosciurus pygerythrus,Mammalia,Rodentia,Sciuridae,irrawaddy squirrel
Natalus mexicanus,Mammalia,Chiroptera,Natalidae,mexican funnel-eared bat
Galidictis fasciata,Mammalia,Carnivora,Eupleridae,broad-striped malagasy mongoose
Hipposideros alongensis,Mammalia,Chiroptera,Hipposideridae,ha long leaf-nosed bat
Fossa fossana,Mammalia,Carnivora,Eupleridae,malagasy civet
Microdipodops pallidus,Mammalia,Rodentia,Heteromyidae,pale kangaroo mouse
Saguinus oedipus,Mammalia,Primates,Callitrichidae,cotton-top tamarin
Neomys fodiens,Mammalia,Soricomorpha,Soricidae,eurasian water shrew
Abrocoma shistacea,Mammalia,Rodentia,Abrocomidae,sierra del tontal chinchilla rat
Nyctiellus lepidus,Mammalia,Chiroptera,Natalidae,gervais's funnel-eared bat
Sminthopsis fuliginosus,Mammalia,Dasyuromorphia,Dasyuridae,sooty dunnart
Miniopterus pallidus,Mammalia,Chiroptera,Miniopteridae,pallid long-fingered bat
Mormoops megalophylla,Mammalia,Chiroptera,Mormoopidae,ghost-faced bat
Mico argentatus,Mammalia,Primates,Callitrichidae,silvery marmoset
Ctenomys saltarius,Mammalia,Rodentia,Ctenomyidae,salta tuco-tuco
Sminthopsis boullangerensis,Mammalia,Dasyuromorphia,Dasyuridae,boullanger island dunnart
Aotus griseimembra,Mammalia,Primates,Aotidae,gray-legged night monkey
Antechinus leo,Mammalia,Dasyuromorphia,Dasyuridae,cinnamon antechinus
Rhinolophus mossambicus,Mammalia,Chiroptera,Rhinolophidae,mozambican horseshoe bat
Microgale longicaudata,Mammalia,Afrosoricida,Tenrecidae,lesser long-tailed shrew tenrec
Hipposideros caffer,Mammalia,Chiroptera,Hipposideridae,sundevall's leaf-nosed bat
Blarinella griselda,Mammalia,Soricomorpha,Soricidae,indochinese short-tailed shrew
Acinonyx jubatus,Mammalia,Carnivora,Felidae,cheetah
Sorex minutissimus,Mammalia,Soricomorpha,Soricidae,asian minute shrew
Rhinolophus adami,Mammalia,Chiroptera,Rhinolophidae,adam's horseshoe bat
Blarina carolinensis,Mammalia,Soricomorpha,Soricidae,southern short-tailed shrew
Dasyuroides byrnei,Mammalia,Dasyuromorphia,Dasyuridae,kowari
Hyosciurus heinrichi,Mammalia,Rodentia,Sciuridae,montane long-nosed squirrel
Ctenomys maulinus,Mammalia,Rodentia,Ctenomyidae,maule tuco-tuco
Carlito syrichta,Mammalia,Primates,Tarsiidae,philippine tarsier
Galago senegalensis,Mammalia,Primates,Galagidae,northern lesser galago
Sorex sclateri,Mammalia,Soricomorpha,Soricidae,sclater's shrew
Sminthopsis psammophila,Mammalia,Dasyuromorphia,Dasyuridae,sandhill dunnart
Ctenomys scagliai,Mammalia,Rodentia,Ctenomyidae,scaglia's tuco-tuco
Miniopterus tristis,Mammalia,Chiroptera,Miniopteridae,great bent-winged bat
Leontopithecus rosalia,Mammalia,Primates,Callitrichidae,golden lion tamarin
Notopteris macdonaldii,Mammalia,Chiroptera,Pteropodidae,fijian long-tailed fruit bat
Perognathus inornatus,Mammalia,Rodentia,Heteromyidae,san joaquin pocket mouse
Paradoxurus jerdoni,Mammalia,Carnivora,Viverridae,jerdon's palm civet
Leontocebus fuscicollis,Mammalia,Primates,Callitrichidae,brown-mantled tamarin
Dasyprocta ruatanica,Mammalia,Rodentia,Dasyproctidae,roatán island agouti
Exilisciurus exilis,Mammalia,Rodentia,Sciuridae,least pygmy squirrel
Rhinolophus guineensis,Mammalia,Chiroptera,Rhinolophidae,guinean horseshoe bat
Caluromys philander,Mammalia,Didelphimorphia,Didelphidae,bare-tailed woolly opossum
Dipodomys ornatus,Mammalia,Rodentia,Heteromyidae,plateau kangaroo rat
Episoriculus caudatus,Mammalia,Soricomorpha,Soricidae,hodgson's brown-toothed shrew
Rhinolophus stheno,Mammalia,Chiroptera,Rhinolophidae,lesser brown horseshoe bat
Chlorotalpa duthieae,Mammalia,Afrosoricida,Chrysochloridae,duthie's golden mole
Prionailurus bengalensis,Mammalia,Carnivora,Felidae,leopard cat
Sus philippensis,Mammalia,Artiodactyla,Suidae,philippine warty pig
Mustela putorius,Mammalia,Carnivora,Mustelidae,european polecat
Thomomys talpoides,Mammalia,Rodentia,Geomyidae,northern pocket gopher
Amorphochilus schnablii,Mammalia,Chiroptera,Furipteridae,smoky bat
Doryrhina edwardshilli,Mammalia,Chiroptera,Hipposideridae,hill's leaf-nosed bat
Chimarrogale himalayica,Mammalia,Soricomorpha,Soricidae,himalayan water shrew
Hipposideros papua,Mammalia,Chiroptera,Hipposideridae,biak leaf-nosed bat
Hipposideros grandis,Mammalia,Chiroptera,Hipposideridae,grand leaf-nosed bat
Parantechinus apicalis,Mammalia,Dasyuromorphia,Dasyuridae,dibbler
Taxidea taxus,Mammalia,Carnivora,Mustelidae,american badger
Mogera tokudae,Mammalia,Soricomorpha,Talpidae,sado mole
Macroderma gigas,Mammalia,Chiroptera,Megadermatidae,australian false vampire bat
Idiurus macrotis,Mammalia,Rodentia,Anomaluridae,long-eared flying squirrel
Prosciurillus abstrusus,Mammalia,Rodentia,Sciuridae,secretive dwarf squirrel
Prosciurillus murinus,Mammalia,Rodentia,Sciuridae,celebes dwarf squirrel
Cardioderma cor,Mammalia,Chiroptera,Megadermatidae,heart-nosed bat
Ningaui timealeyi,Mammalia,Dasyuromorphia,Dasyuridae,pilbara ningaui
Hipposideros nequam,Mammalia,Chiroptera,Hipposideridae,malayan leaf-nosed bat
Dendrolagus dorianus,Mammalia,Diprotodontia,Macropodidae,doria's tree-kangaroo
Sus scrofa,Mammalia,Artiodactyla,Suidae,pig
Blarinella wardi,Mammalia,Soricomorpha,Soricidae,burmese short-tailed shrew
Doryrhina semoni,Mammalia,Chiroptera,Hipposideridae,semon's roundleaf bat
Thomomys mazama,Mammalia,Rodentia,Geomyidae,western pocket gopher
Mustela lutreolina,Mammalia,Carnivora,Mustelidae,indonesian mountain weasel
Sus celebensis,Mammalia,Artiodactyla,Suidae,celebes warty pig
Laonastes aenigmamus,Mammalia,Rodentia,Diatomyidae,laotian rock rat
Rhinolophus subrufus,Mammalia,Chiroptera,Rhinolophidae,small rufous horseshoe bat
Antechinus arktos,Mammalia,Dasyuromorphia,Dasyuridae,black-tailed antechinus
Episoriculus leucops,Mammalia,Soricomorpha,Soricidae,long-tailed brown-toothed shrew
Caluromys derbianus,Mammalia,Didelphimorphia,Didelphidae,derby's woolly opossum
Myzopoda schliemanni,Mammalia,Chiroptera,Myzopodidae,schliemann's sucker-footed bat
Rhinolophus ferrumequinum,Mammalia,Chiroptera,Rhinolophidae,greater horseshoe bat
Civettictis civetta,Mammalia,Carnivora,Viverridae,african civet
Acrobates pygmaeus,Mammalia,Diprotodontia,Acrobatidae,feather-tailed glider
Perognathus longimembris,Mammalia,Rodentia,Heteromyidae,little pocket mouse
Leontopithecus chrysopygus,Mammalia,Primates,Callitrichidae,black lion tamarin
Sorex emarginatus,Mammalia,Soricomorpha,Soricidae,zacatecas shrew
Miniopterus robustior,Mammalia,Chiroptera,Miniopteridae,loyalty bent-winged bat
Ctenomys rionegrensis,Mammalia,Rodentia,Ctenomyidae,rio negro tuco-tuco
Leontocebus fuscus,Mammalia,Primates,Callitrichidae,lesson's saddle-back tamarin
Calomyscus urartensis,Mammalia,Rodentia,Calomyscidae,urar calomyscus
Cuniculus paca,Mammalia,Rodentia,Cuniculidae,lowland paca
Sminthopsis youngsoni,Mammalia,Dasyuromorphia,Dasyuridae,lesser hairy-footed dunnart
Miniopterus nimbae,Mammalia,Chiroptera,Miniopteridae,nimba long-fingered bat
Ctenomys lewisi,Mammalia,Rodentia,Ctenomyidae,lewis' tuco-tuco
Antechinus agilis,Mammalia,Dasyuromorphia,Dasyuridae,agile antechinus
Rhinolophus alcyone,Mammalia,Chiroptera,Rhinolophidae,halcyon horseshoe bat
Chodsigoa caovansunga,Mammalia,Soricomorpha,Soricidae,van sung's shrew
Hipposideros bicolor,Mammalia,Chiroptera,Hipposideridae,bicolored leaf-nosed bat
Microgale principula,Mammalia,Afrosoricida,Tenrecidae,greater long-tailed shrew tenrec
Leopardus colocolo,Mammalia,Carnivora,Felidae,colocolo
Onychogalea lunata,Mammalia,Diprotodontia,Macropodidae,crescent nail-tail wallaby
Lutra sumatrana,Mammalia,Carnivora,Mustelidae,hairy-nosed otter
Rhinolophus mabuensis,Mammalia,Chiroptera,Rhinolophidae,mount mabu horseshoe bat
Rhinolophus damarensis,Mammalia,Chiroptera,Rhinolophidae,damara horseshoe bat
Hipposideros dinops,Mammalia,Chiroptera,Hipposideridae,fierce leaf-nosed bat
Antechinus minimus,Mammalia,Dasyuromorphia,Dasyuridae,swamp antechinus
Rhinolophus thailandensis,Mammalia,Chiroptera,Rhinolophidae,thailand horseshoe bat
Ctenomys sociabilis,Mammalia,Rodentia,Ctenomyidae,colonial tuco-tuco
Mico emiliae,Mammalia,Primates,Callitrichidae,emilia's marmoset
Chilonatalus macer,Mammalia,Chiroptera,Natalidae,cuban least funnel-eared bat
Daubentonia madagascariensis,Mammalia,Primates,Daubentoniidae,aye-aye
Sminthopsis dolichura,Mammalia,Dasyuromorphia,Dasyuridae,little long-tailed dunnart
Abrocoma vaccarum,Mammalia,Rodentia,Abrocomidae,mendozan chinchilla rat
Nectogale elegans,Mammalia,Soricomorpha,Soricidae,elegant water shrew
Rhinolophus episcopus,Mammalia,Chiroptera,Rhinolophidae,allen's horseshoe bat
Liomys irroratus,Mammalia,Rodentia,Heteromyidae,mexican spiny pocket mouse
Cryptoprocta ferox,Mammalia,Carnivora,Eupleridae,fossa
Natalus macrourus,Mammalia,Chiroptera,Natalidae,brazilian funnel-eared bat
Mungotictis decemlineata,Mammalia,Carnivora,Eupleridae,narrow-striped mongoose
Callosciurus phayrei,Mammalia,Rodentia,Sciuridae,phayre's squirrel
Rhinolophus megaphyllus,Mammalia,Chiroptera,Rhinolophidae,eastern horseshoe bat
Cryptotis mayensis,Mammalia,Soricomorpha,Soricidae,yucatan small-eared shrew
Callosciurus finlaysonii,Mammalia,Rodentia,Sciuridae,finlayson's squirrel
Rhinolophus schnitzleri,Mammalia,Chiroptera,Rhinolophidae,schnitzler's horseshoe bat
