scientificName,class,order,family,vernacularName
Anopheles argyritarsis,Insecta,Diptera,Culicidae,NA
Anopheles deaneorum,Insecta,Diptera,Culicidae,NA
Anopheles darlingi,Insecta,Diptera,Culicidae,NA
Anopheles braziliensis,Insecta,Diptera,Culicidae,NA
Anopheles benarrochi,Insecta,Diptera,Culicidae,NA
Anopheles goeldii,Insecta,Diptera,Culicidae,NA
Anopheles galvaoi,Insecta,Diptera,Culicidae,NA
Anopheles evansae,Insecta,Diptera,Culicidae,NA
Anopheles dunhami,Insecta,Diptera,Culicidae,NA
Anopheles janconnae,Insecta,Diptera,Culicidae,NA
Anopheles ininii,Insecta,Diptera,Culicidae,NA
Anopheles halophylus,Insecta,Diptera,Culicidae,NA
Anopheles guarani,Insecta,Diptera,Culicidae,NA
Anopheles marajoara,Insecta,Diptera,Culicidae,NA
Anopheles lutzii,Insecta,Diptera,Culicidae,NA
Anopheles lanei,Insecta,Diptera,Culicidae,NA
Anopheles konderi,Insecta,Diptera,Culicidae,NA
Anopheles implexus,Insecta,Diptera,Culicidae,NA
Anopheles okuensis,Insecta,Diptera,Culicidae,NA
Anopheles auyantepuiensis,Insecta,Diptera,Culicidae,NA
Anopheles bambusicolus,Insecta,Diptera,Culicidae,NA
Anopheles bellator,Insecta,Diptera,Culicidae,NA
Anopheles boliviensis,Insecta,Diptera,Culicidae,NA
Anopheles cruzii,Insecta,Diptera,Culicidae,NA
Anopheles homunculus,Insecta,Diptera,Culicidae,NA
Anopheles gonzalezrinconesi,Insecta,Diptera,Culicidae,NA
Anopheles lepidotus,Insecta,Diptera,Culicidae,NA
Anopheles laneanus,Insecta,Diptera,Culicidae,NA
Anopheles pholidotus,Insecta,Diptera,Culicidae,NA
Anopheles neivai,Insecta,Diptera,Culicidae,NA
Anopheles rollai,Insecta,Diptera,Culicidae,NA
Anopheles asiatica,Insecta,Diptera,Culicidae,NA
Anopheles squamifemur,Insecta,Diptera,Culicidae,NA
Anopheles vargasi,Insecta,Diptera,Culicidae,NA
Anopheles gomezdelatorrei,Insecta,Diptera,Culicidae,NA
Anopheles gilesi,Insecta,Diptera,Culicidae,NA
Anopheles pseudotibiamaculatus,Insecta,Diptera,Culicidae,NA
Anopheles oiketorakras,Insecta,Diptera,Culicidae,NA
Anopheles albotaeniatus,Insecta,Diptera,Culicidae,NA
Anopheles ahomi,Insecta,Diptera,Culicidae,NA
Anopheles acaci,Insecta,Diptera,Culicidae,NA
Anopheles aberrans,Insecta,Diptera,Culicidae,NA
Anopheles annandalei,Insecta,Diptera,Culicidae,NA
Anopheles anchietai,Insecta,Diptera,Culicidae,NA
Anopheles alongensis,Insecta,Diptera,Culicidae,NA
Anopheles algeriensis,Insecta,Diptera,Culicidae,NA
Anopheles sumatranus,Insecta,Diptera,Culicidae,NA
Anopheles stricklandi,Insecta,Diptera,Culicidae,NA
Anopheles stigmaticus,Insecta,Diptera,Culicidae,NA
Anopheles soalalaensis,Insecta,Diptera,Culicidae,NA
Anopheles smaragdinus,Insecta,Diptera,Culicidae,NA
Anopheles sintonoides,Insecta,Diptera,Culicidae,NA
Anopheles sintoni,Insecta,Diptera,Culicidae,NA
Anopheles sineroides,Insecta,Diptera,Culicidae,NA
Anopheles vanus,Insecta,Diptera,Culicidae,NA
Anopheles vanderwulpi,Insecta,Diptera,Culicidae,NA
Anopheles umbrosus,Insecta,Diptera,Culicidae,NA
Anopheles tigertti,Insecta,Diptera,Culicidae,NA
Anopheles tibiamaculatus,Insecta,Diptera,Culicidae,NA
Anopheles tenebrosus,Insecta,Diptera,Culicidae,NA
Anopheles tasmaniensis,Insecta,Diptera,Culicidae,NA
Anopheles symesi,Insecta,Diptera,Culicidae,NA
Anopheles rachoui,Insecta,Diptera,Culicidae,NA
Anopheles reidi,Insecta,Diptera,Culicidae,NA
Anopheles pursati,Insecta,Diptera,Culicidae,NA
Anopheles quadrimaculatus,Insecta,Diptera,Culicidae,NA
Anopheles punctimacula,Insecta,Diptera,Culicidae,NA
Anopheles punctipennis,Insecta,Diptera,Culicidae,NA
Anopheles pseudostigmaticus,Insecta,Diptera,Culicidae,NA
Anopheles pullus,Insecta,Diptera,Culicidae,NA
Anopheles similissimus,Insecta,Diptera,Culicidae,NA
Anopheles sinensis,Insecta,Diptera,Culicidae,NA
Anopheles separatus,Insecta,Diptera,Culicidae,NA
Anopheles shannoni,Insecta,Diptera,Culicidae,NA
Anopheles saeungae,Insecta,Diptera,Culicidae,NA
Anopheles samarensis,Insecta,Diptera,Culicidae,NA
Anopheles roperi,Insecta,Diptera,Culicidae,NA
Anopheles sacharovi,Insecta,Diptera,Culicidae,NA
Anopheles wejchoochotei,Insecta,Diptera,Culicidae,NA
Anopheles wellingtonianus,Insecta,Diptera,Culicidae,NA
Anopheles whartoni,Insecta,Diptera,Culicidae,NA
Anopheles xelajuensis,Insecta,Diptera,Culicidae,NA
Anopheles veruslanei,Insecta,Diptera,Culicidae,NA
Anopheles vestitipennis,Insecta,Diptera,Culicidae,NA
Anopheles vietnamensis,Insecta,Diptera,Culicidae,NA
Anopheles walkeri,Insecta,Diptera,Culicidae,NA
Anopheles xui,Insecta,Diptera,Culicidae,NA
Anopheles ziemanni,Insecta,Diptera,Culicidae,NA
Anopheles mattogrossensis,Insecta,Diptera,Culicidae,NA
Anopheles maverlius,Insecta,Diptera,Culicidae,NA
Anopheles marteri,Insecta,Diptera,Culicidae,NA
Anopheles martinius,Insecta,Diptera,Culicidae,NA
Anopheles menglangensis,Insecta,Diptera,Culicidae,NA
Anopheles messeae,Insecta,Diptera,Culicidae,NA
Anopheles mediopunctatus,Insecta,Diptera,Culicidae,NA
Anopheles melanoon,Insecta,Diptera,Culicidae,NA
Anopheles lewisi,Insecta,Diptera,Culicidae,NA
Anopheles liangshanensis,Insecta,Diptera,Culicidae,NA
Anopheles lesteri,Insecta,Diptera,Culicidae,NA
Anopheles letifer,Insecta,Diptera,Culicidae,NA
Anopheles malefactor,Insecta,Diptera,Culicidae,NA
Anopheles manalangi,Insecta,Diptera,Culicidae,NA
Anopheles maculipennis,Insecta,Diptera,Culicidae,NA
Anopheles maculipes,Insecta,Diptera,Culicidae,NA
Anopheles judithae,Insecta,Diptera,Culicidae,NA
Anopheles inundatus,Insecta,Diptera,Culicidae,NA
Anopheles interruptus,Insecta,Diptera,Culicidae,NA
Anopheles insulaeflorum,Insecta,Diptera,Culicidae,NA
Anopheles labranchiae,Insecta,Diptera,Culicidae,NA
Anopheles kweiyangensis,Insecta,Diptera,Culicidae,NA
Anopheles koreicus,Insecta,Diptera,Culicidae,NA
Anopheles kleini,Insecta,Diptera,Culicidae,NA
Anopheles heiheensis,Insecta,Diptera,Culicidae,NA
Anopheles hectoris,Insecta,Diptera,Culicidae,NA
Anopheles hailarensis,Insecta,Diptera,Culicidae,NA
Anopheles guarao,Insecta,Diptera,Culicidae,NA
Anopheles hyrcanus,Insecta,Diptera,Culicidae,NA
Anopheles hunteri,Insecta,Diptera,Culicidae,NA
Anopheles hodgkini,Insecta,Diptera,Culicidae,NA
Anopheles hermsi,Insecta,Diptera,Culicidae,NA
Anopheles pollicaris,Insecta,Diptera,Culicidae,NA
Anopheles powderi,Insecta,Diptera,Culicidae,NA
Anopheles powelli,Insecta,Diptera,Culicidae,NA
Anopheles prachongae,Insecta,Diptera,Culicidae,NA
Anopheles pseudobarbirostris,Insecta,Diptera,Culicidae,NA
Anopheles pseudomaculipes,Insecta,Diptera,Culicidae,NA
Anopheles pseudopictus,Insecta,Diptera,Culicidae,NA
Anopheles pseudosinensis,Insecta,Diptera,Culicidae,NA
Anopheles perplexens,Insecta,Diptera,Culicidae,NA
Anopheles persiensis,Insecta,Diptera,Culicidae,NA
Anopheles peryassui,Insecta,Diptera,Culicidae,NA
Anopheles petragnani,Insecta,Diptera,Culicidae,NA
Anopheles peytoni,Insecta,Diptera,Culicidae,NA
Anopheles pilinotum,Insecta,Diptera,Culicidae,NA
Anopheles pinjaurensis,Insecta,Diptera,Culicidae,NA
Anopheles plumbeus,Insecta,Diptera,Culicidae,NA
Anopheles obscurus,Insecta,Diptera,Culicidae,NA
Anopheles noniae,Insecta,Diptera,Culicidae,NA
Anopheles omorii,Insecta,Diptera,Culicidae,NA
Anopheles occidentalis,Insecta,Diptera,Culicidae,NA
Anopheles paludis,Insecta,Diptera,Culicidae,NA
Anopheles palmatus,Insecta,Diptera,Culicidae,NA
Anopheles peditaeniatus,Insecta,Diptera,Culicidae,NA
Anopheles papuensis,Insecta,Diptera,Culicidae,NA
Anopheles montanus,Insecta,Diptera,Culicidae,NA
Anopheles minor,Insecta,Diptera,Culicidae,NA
Anopheles neomaculipalpus,Insecta,Diptera,Culicidae,NA
Anopheles namibiensis,Insecta,Diptera,Culicidae,NA
Anopheles nilgiricus,Insecta,Diptera,Culicidae,NA
Anopheles nigerrimus,Insecta,Diptera,Culicidae,NA
Anopheles nitidus,Insecta,Diptera,Culicidae,NA
Anopheles nimpe,Insecta,Diptera,Culicidae,NA
Anopheles chodukini,Insecta,Diptera,Culicidae,NA
Anopheles claviger,Insecta,Diptera,Culicidae,NA
Anopheles campestris,Insecta,Diptera,Culicidae,NA
Anopheles chiriquiensis,Insecta,Diptera,Culicidae,NA
Anopheles calderoni,Insecta,Diptera,Culicidae,NA
Anopheles caliginosus,Insecta,Diptera,Culicidae,NA
Anopheles bulkleyi,Insecta,Diptera,Culicidae,NA
Anopheles bustamentei,Insecta,Diptera,Culicidae,NA
Anopheles brevipalpis,Insecta,Diptera,Culicidae,NA
Anopheles brevirostris,Insecta,Diptera,Culicidae,NA
Anopheles borneensis,Insecta,Diptera,Culicidae,NA
Anopheles bradleyi,Insecta,Diptera,Culicidae,NA
Anopheles belenrae,Insecta,Diptera,Culicidae,NA
Anopheles bengalensis,Insecta,Diptera,Culicidae,NA
Anopheles concolor,Insecta,Diptera,Culicidae,NA
Anopheles corethroides,Insecta,Diptera,Culicidae,NA
Anopheles colledgei,Insecta,Diptera,Culicidae,NA
Anopheles collessi,Insecta,Diptera,Culicidae,NA
Anopheles crawfordi,Insecta,Diptera,Culicidae,NA
Anopheles crucians,Insecta,Diptera,Culicidae,NA
Anopheles costai,Insecta,Diptera,Culicidae,NA
Anopheles coustani,Insecta,Diptera,Culicidae,NA
Anopheles culiciformis,Insecta,Diptera,Culicidae,NA
Anopheles daciae,Insecta,Diptera,Culicidae,NA
Anopheles crypticus,Insecta,Diptera,Culicidae,NA
Anopheles cucphuongensis,Insecta,Diptera,Culicidae,NA
Anopheles donaldi,Insecta,Diptera,Culicidae,NA
Anopheles earlei,Insecta,Diptera,Culicidae,NA
Anopheles diluvialis,Insecta,Diptera,Culicidae,NA
Anopheles dissidens,Insecta,Diptera,Culicidae,NA
Anopheles fausti,Insecta,Diptera,Culicidae,NA
Anopheles evandroi,Insecta,Diptera,Culicidae,NA
Anopheles engarensis,Insecta,Diptera,Culicidae,NA
Anopheles ejercitoi,Insecta,Diptera,Culicidae,NA
Anopheles franciscanus,Insecta,Diptera,Culicidae,NA
Anopheles fragilis,Insecta,Diptera,Culicidae,NA
Anopheles forattinii,Insecta,Diptera,Culicidae,NA
Anopheles fluminensis,Insecta,Diptera,Culicidae,NA
Anopheles fuscicolor,Insecta,Diptera,Culicidae,NA
Anopheles freyi,Insecta,Diptera,Culicidae,NA
Anopheles freeborni,Insecta,Diptera,Culicidae,NA
Anopheles franciscoi,Insecta,Diptera,Culicidae,NA
Anopheles grabhamii,Insecta,Diptera,Culicidae,NA
Anopheles gigas,Insecta,Diptera,Culicidae,NA
Anopheles georgianus,Insecta,Diptera,Culicidae,NA
Anopheles gabaldoni,Insecta,Diptera,Culicidae,NA
Anopheles annulipalpis,Insecta,Diptera,Culicidae,NA
Anopheles apicimacula,Insecta,Diptera,Culicidae,NA
Anopheles arboricola,Insecta,Diptera,Culicidae,NA
Anopheles argyropus,Insecta,Diptera,Culicidae,NA
Anopheles artemievi,Insecta,Diptera,Culicidae,NA
Anopheles asiaticus,Insecta,Diptera,Culicidae,NA
Anopheles atratipes,Insecta,Diptera,Culicidae,NA
Anopheles atroparvus,Insecta,Diptera,Culicidae,NA
Anopheles atropos,Insecta,Diptera,Culicidae,NA
Anopheles aztecus,Insecta,Diptera,Culicidae,NA
Anopheles baezai,Insecta,Diptera,Culicidae,NA
Anopheles baileyi,Insecta,Diptera,Culicidae,NA
Anopheles balerensis,Insecta,Diptera,Culicidae,NA
Anopheles barberi,Insecta,Diptera,Culicidae,NA
Anopheles barbirostris,Insecta,Diptera,Culicidae,NA
Anopheles barbumbrosus,Insecta,Diptera,Culicidae,NA
Anopheles beklemishevi,Insecta,Diptera,Culicidae,NA
Anopheles barianensis,Insecta,Diptera,Culicidae,NA
Anopheles karwari,Insecta,Diptera,Culicidae,NA
Anopheles dirus,Insecta,Diptera,Culicidae,NA
Anopheles vinckei,Insecta,Diptera,Culicidae,NA
Anopheles walravensi,Insecta,Diptera,Culicidae,NA
Anopheles watsonii,Insecta,Diptera,Culicidae,NA
Anopheles willmorei,Insecta,Diptera,Culicidae,NA
Anopheles wilsoni,Insecta,Diptera,Culicidae,NA
Anopheles stephensi,Insecta,Diptera,Culicidae,NA
Anopheles squamosus,Insecta,Diptera,Culicidae,NA
Anopheles splendidus,Insecta,Diptera,Culicidae,NA
Anopheles somalicus,Insecta,Diptera,Culicidae,NA
Anopheles solomonis,Insecta,Diptera,Culicidae,NA
Anopheles smithii,Insecta,Diptera,Culicidae,NA
Anopheles seydeli,Insecta,Diptera,Culicidae,NA
Anopheles seretsei,Insecta,Diptera,Culicidae,NA
Anopheles schwetzi,Insecta,Diptera,Culicidae,NA
Anopheles schueffneri,Insecta,Diptera,Culicidae,NA
Anopheles scanloni,Insecta,Diptera,Culicidae,NA
Anopheles sawadwongporni,Insecta,Diptera,Culicidae,NA
Anopheles saungi,Insecta,Diptera,Culicidae,NA
Anopheles salbaii,Insecta,Diptera,Culicidae,NA
Anopheles rufipes,Insecta,Diptera,Culicidae,NA
Anopheles ruarinus,Insecta,Diptera,Culicidae,NA
Anopheles varuna,Insecta,Diptera,Culicidae,NA
Anopheles vernus,Insecta,Diptera,Culicidae,NA
Anopheles vaneedeni,Insecta,Diptera,Culicidae,NA
Anopheles vanhoofi,Insecta,Diptera,Culicidae,NA
Anopheles torresiensis,Insecta,Diptera,Culicidae,NA
Anopheles vagus,Insecta,Diptera,Culicidae,NA
Anopheles theileri,Insecta,Diptera,Culicidae,NA
Anopheles theobaldi,Insecta,Diptera,Culicidae,NA
Anopheles takasagoensis,Insecta,Diptera,Culicidae,NA
Anopheles tchekedii,Insecta,Diptera,Culicidae,NA
Anopheles superpictus,Insecta,Diptera,Culicidae,NA
Anopheles swahilicus,Insecta,Diptera,Culicidae,NA
Anopheles sulawesi,Insecta,Diptera,Culicidae,NA
Anopheles sundaicus,Insecta,Diptera,Culicidae,NA
Anopheles stookesi,Insecta,Diptera,Culicidae,NA
Anopheles subpictus,Insecta,Diptera,Culicidae,NA
Anopheles pretoriensis,Insecta,Diptera,Culicidae,NA
Anopheles philippinensis,Insecta,Diptera,Culicidae,NA
Anopheles pseudosundaicus,Insecta,Diptera,Culicidae,NA
Anopheles pseudojamesi,Insecta,Diptera,Culicidae,NA
Anopheles pattoni,Insecta,Diptera,Culicidae,NA
Anopheles parensis,Insecta,Diptera,Culicidae,NA
Anopheles pharoensis,Insecta,Diptera,Culicidae,NA
Anopheles pauliani,Insecta,Diptera,Culicidae,NA
Anopheles paltrinierii,Insecta,Diptera,Culicidae,NA
Anopheles pallidus,Insecta,Diptera,Culicidae,NA
Anopheles parangensis,Insecta,Diptera,Culicidae,NA
Anopheles pampanai,Insecta,Diptera,Culicidae,NA
Anopheles novaguinensis,Insecta,Diptera,Culicidae,NA
Anopheles notleyi,Insecta,Diptera,Culicidae,NA
Anopheles ovengensis,Insecta,Diptera,Culicidae,NA
Anopheles oreios,Insecta,Diptera,Culicidae,NA
Anopheles riparis,Insecta,Diptera,Culicidae,NA
Anopheles rivulorum,Insecta,Diptera,Culicidae,NA
Anopheles rodhaini,Insecta,Diptera,Culicidae,NA
Anopheles roubaudi,Insecta,Diptera,Culicidae,NA
Anopheles ranci,Insecta,Diptera,Culicidae,NA
Anopheles recens,Insecta,Diptera,Culicidae,NA
Anopheles rennellensis,Insecta,Diptera,Culicidae,NA
Anopheles rhodesiensis,Insecta,Diptera,Culicidae,NA
Anopheles quadriannulatus,Insecta,Diptera,Culicidae,NA
Anopheles radama,Insecta,Diptera,Culicidae,NA
Anopheles rageaui,Insecta,Diptera,Culicidae,NA
Anopheles rampae,Insecta,Diptera,Culicidae,NA
Anopheles pseudowillmori,Insecta,Diptera,Culicidae,NA
Anopheles pujutensis,Insecta,Diptera,Culicidae,NA
Anopheles pulcherrimus,Insecta,Diptera,Culicidae,NA
Anopheles punctulatus,Insecta,Diptera,Culicidae,NA
Anopheles mascarensis,Insecta,Diptera,Culicidae,NA
Anopheles marshallii,Insecta,Diptera,Culicidae,NA
Anopheles mangyanus,Insecta,Diptera,Culicidae,NA
Anopheles maliensis,Insecta,Diptera,Culicidae,NA
Anopheles millecampsi,Insecta,Diptera,Culicidae,NA
Anopheles merus,Insecta,Diptera,Culicidae,NA
Anopheles meraukensis,Insecta,Diptera,Culicidae,NA
Anopheles melas,Insecta,Diptera,Culicidae,NA
Anopheles macarthuri,Insecta,Diptera,Culicidae,NA
Anopheles lungae,Insecta,Diptera,Culicidae,NA
Anopheles lovettae,Insecta,Diptera,Culicidae,NA
Anopheles lounibosi,Insecta,Diptera,Culicidae,NA
Anopheles majidi,Insecta,Diptera,Culicidae,NA
Anopheles maculipalpis,Insecta,Diptera,Culicidae,NA
Anopheles maculatus,Insecta,Diptera,Culicidae,NA
Anopheles machardyi,Insecta,Diptera,Culicidae,NA
Anopheles nataliae,Insecta,Diptera,Culicidae,NA
Anopheles nemophilous,Insecta,Diptera,Culicidae,NA
Anopheles murphyi,Insecta,Diptera,Culicidae,NA
Anopheles natalensis,Insecta,Diptera,Culicidae,NA
Anopheles njombiensis,Insecta,Diptera,Culicidae,NA
Anopheles notanandai,Insecta,Diptera,Culicidae,NA
Anopheles nili,Insecta,Diptera,Culicidae,NA
Anopheles nivipes,Insecta,Diptera,Culicidae,NA
Anopheles mirans,Insecta,Diptera,Culicidae,NA
Anopheles moghulensis,Insecta,Diptera,Culicidae,NA
Anopheles milloti,Insecta,Diptera,Culicidae,NA
Anopheles minimus,Insecta,Diptera,Culicidae,NA
Anopheles multicinctus,Insecta,Diptera,Culicidae,NA
Anopheles multicolor,Insecta,Diptera,Culicidae,NA
Anopheles mortiauxi,Insecta,Diptera,Culicidae,NA
Anopheles mousinhoi,Insecta,Diptera,Culicidae,NA
Anopheles irenicus,Insecta,Diptera,Culicidae,NA
Anopheles introlatus,Insecta,Diptera,Culicidae,NA
Anopheles jebudensis,Insecta,Diptera,Culicidae,NA
Anopheles jamesii,Insecta,Diptera,Culicidae,NA
Anopheles jeyporiensis,Insecta,Diptera,Culicidae,NA
Anopheles kingi,Insecta,Diptera,Culicidae,NA
Anopheles keniensis,Insecta,Diptera,Culicidae,NA
Anopheles harrisoni,Insecta,Diptera,Culicidae,NA
Anopheles harperi,Insecta,Diptera,Culicidae,NA
Anopheles hilli,Insecta,Diptera,Culicidae,NA
Anopheles hervyi,Insecta,Diptera,Culicidae,NA
Anopheles hughi,Insecta,Diptera,Culicidae,NA
Anopheles hinesorum,Insecta,Diptera,Culicidae,NA
Anopheles indefinitus,Insecta,Diptera,Culicidae,NA
Anopheles incognitus,Insecta,Diptera,Culicidae,NA
Anopheles letabensis,Insecta,Diptera,Culicidae,NA
Anopheles leucosphyrus,Insecta,Diptera,Culicidae,NA
Anopheles limosus,Insecta,Diptera,Culicidae,NA
Anopheles listeri,Insecta,Diptera,Culicidae,NA
Anopheles litoralis,Insecta,Diptera,Culicidae,NA
Anopheles lloreti,Insecta,Diptera,Culicidae,NA
Anopheles longipalpis,Insecta,Diptera,Culicidae,NA
Anopheles longirostris,Insecta,Diptera,Culicidae,NA
Anopheles kochi,Insecta,Diptera,Culicidae,NA
Anopheles kokhani,Insecta,Diptera,Culicidae,NA
Anopheles kolambuganensis,Insecta,Diptera,Culicidae,NA
Anopheles koliensis,Insecta,Diptera,Culicidae,NA
Anopheles kosiensis,Insecta,Diptera,Culicidae,NA
Anopheles lacani,Insecta,Diptera,Culicidae,NA
Anopheles latens,Insecta,Diptera,Culicidae,NA
Anopheles leesoni,Insecta,Diptera,Culicidae,NA
Anopheles confusus,Insecta,Diptera,Culicidae,NA
Anopheles comorensis,Insecta,Diptera,Culicidae,NA
Anopheles coluzzii,Insecta,Diptera,Culicidae,NA
Anopheles clowi,Insecta,Diptera,Culicidae,NA
Anopheles culicifacies,Insecta,Diptera,Culicidae,NA
Anopheles cristipalpis,Insecta,Diptera,Culicidae,NA
Anopheles cristatus,Insecta,Diptera,Culicidae,NA
Anopheles cracens,Insecta,Diptera,Culicidae,NA
Anopheles deemingi,Insecta,Diptera,Culicidae,NA
Anopheles daudi,Insecta,Diptera,Culicidae,NA
Anopheles dancalicus,Insecta,Diptera,Culicidae,NA
Anopheles cydippis,Insecta,Diptera,Culicidae,NA
Anopheles distinctus,Insecta,Diptera,Culicidae,NA
Anopheles dispar,Insecta,Diptera,Culicidae,NA
Anopheles demeilloni,Insecta,Diptera,Culicidae,NA
Anopheles berghei,Insecta,Diptera,Culicidae,NA
Anopheles bervoetsi,Insecta,Diptera,Culicidae,NA
Anopheles balabacensis,Insecta,Diptera,Culicidae,NA
Anopheles barberellus,Insecta,Diptera,Culicidae,NA
Anopheles brumpti,Insecta,Diptera,Culicidae,NA
Anopheles brunnipes,Insecta,Diptera,Culicidae,NA
Anopheles brohieri,Insecta,Diptera,Culicidae,NA
Anopheles brucei,Insecta,Diptera,Culicidae,NA
Anopheles cameroni,Insecta,Diptera,Culicidae,NA
Anopheles carnevalei,Insecta,Diptera,Culicidae,NA
Anopheles buxtoni,Insecta,Diptera,Culicidae,NA
Anopheles bwambae,Insecta,Diptera,Culicidae,NA
Anopheles christyi,Insecta,Diptera,Culicidae,NA
Anopheles cinctus,Insecta,Diptera,Culicidae,NA
Anopheles caroni,Insecta,Diptera,Culicidae,NA
Anopheles carteri,Insecta,Diptera,Culicidae,NA
Anopheles fontinalis,Insecta,Diptera,Culicidae,NA
Anopheles aconitus,Insecta,Diptera,Culicidae,NA
Anopheles aurirostris,Insecta,Diptera,Culicidae,NA
Anopheles austenii,Insecta,Diptera,Culicidae,NA
Anopheles argenteolobatus,Insecta,Diptera,Culicidae,NA
Anopheles aruni,Insecta,Diptera,Culicidae,NA
Anopheles baimaii,Insecta,Diptera,Culicidae,NA
Anopheles baisasi,Insecta,Diptera,Culicidae,NA
Anopheles azaniae,Insecta,Diptera,Culicidae,NA
Anopheles azevedoi,Insecta,Diptera,Culicidae,NA
Anopheles amictus,Insecta,Diptera,Culicidae,NA
Anopheles annularis,Insecta,Diptera,Culicidae,NA
Anopheles ainshamsi,Insecta,Diptera,Culicidae,NA
Anopheles amharicus,Insecta,Diptera,Culicidae,NA
Anopheles arabiensis,Insecta,Diptera,Culicidae,NA
Anopheles ardensis,Insecta,Diptera,Culicidae,NA
Anopheles annulipes,Insecta,Diptera,Culicidae,NA
Anopheles apoci,Insecta,Diptera,Culicidae,NA
Anopheles flavirostris,Insecta,Diptera,Culicidae,NA
Anopheles flavicosta,Insecta,Diptera,Culicidae,NA
Anopheles filipinae,Insecta,Diptera,Culicidae,NA
Anopheles farauti,Insecta,Diptera,Culicidae,NA
Anopheles faini,Insecta,Diptera,Culicidae,NA
Anopheles ethiopicus,Insecta,Diptera,Culicidae,NA
Anopheles erythraeus,Insecta,Diptera,Culicidae,NA
Anopheles erepens,Insecta,Diptera,Culicidae,NA
Anopheles epiroticus,Insecta,Diptera,Culicidae,NA
Anopheles eouzani,Insecta,Diptera,Culicidae,NA
Anopheles elegans,Insecta,Diptera,Culicidae,NA
Anopheles dureni,Insecta,Diptera,Culicidae,NA
Anopheles dualaensis,Insecta,Diptera,Culicidae,NA
Anopheles dthali,Insecta,Diptera,Culicidae,NA
Anopheles dravidicus,Insecta,Diptera,Culicidae,NA
Anopheles domicolus,Insecta,Diptera,Culicidae,NA
Anopheles hancocki,Insecta,Diptera,Culicidae,NA
Anopheles hargreavesi,Insecta,Diptera,Culicidae,NA
Anopheles hackeri,Insecta,Diptera,Culicidae,NA
Anopheles hamoni,Insecta,Diptera,Culicidae,NA
Anopheles grenieri,Insecta,Diptera,Culicidae,NA
Anopheles griveaudi,Insecta,Diptera,Culicidae,NA
Anopheles grassei,Insecta,Diptera,Culicidae,NA
Anopheles greeni,Insecta,Diptera,Culicidae,NA
Anopheles gambiae,Insecta,Diptera,Culicidae,NA
Anopheles fuscivenosus,Insecta,Diptera,Culicidae,NA
Anopheles gabonensis,Insecta,Diptera,Culicidae,NA
Anopheles freetownensis,Insecta,Diptera,Culicidae,NA
Anopheles funestus,Insecta,Diptera,Culicidae,NA
Anopheles fluviatilis,Insecta,Diptera,Culicidae,NA
Anopheles kyondawensis,Insecta,Diptera,Culicidae,NA
Nyctomyia pholeocola,Insecta,Diptera,Culicidae,NA
Toxorhynchites brevipalpis,Insecta,Diptera,Culicidae,NA
Uranotaenia mayottensis,Insecta,Diptera,Culicidae,NA
Uranotaenia rachoui,Insecta,Diptera,Culicidae,NA
Uranotaenia pygmaea,Insecta,Diptera,Culicidae,NA
Uranotaenia reyi,Insecta,Diptera,Culicidae,NA
Uranotaenia rampae,Insecta,Diptera,Culicidae,NA
Wyeomyia mattinglyi,Insecta,Diptera,Culicidae,NA
Uranotaenia roberti,Insecta,Diptera,Culicidae,NA
Uranotaenia riverai,Insecta,Diptera,Culicidae,NA
Uranotaenia sapphirina,Insecta,Diptera,Culicidae,NA
Uranotaenia rutherfordi,Insecta,Diptera,Culicidae,NA
Uranotaenia sexaueri,Insecta,Diptera,Culicidae,NA
Uranotaenia setosa,Insecta,Diptera,Culicidae,NA
Uranotaenia solomonis,Insecta,Diptera,Culicidae,NA
Uranotaenia socialis,Insecta,Diptera,Culicidae,NA
Uranotaenia subnormalis,Insecta,Diptera,Culicidae,NA
Uranotaenia sombooni,Insecta,Diptera,Culicidae,NA
Uranotaenia telmatophila,Insecta,Diptera,Culicidae,NA
Uranotaenia subtibioclada,Insecta,Diptera,Culicidae,NA
Uranotaenia testacea,Insecta,Diptera,Culicidae,NA
Uranotaenia tibialis,Insecta,Diptera,Culicidae,NA
Uranotaenia tibioclada,Insecta,Diptera,Culicidae,NA
Uranotaenia trapidoi,Insecta,Diptera,Culicidae,NA
Uranotaenia trilineata,Insecta,Diptera,Culicidae,NA
Uranotaenia typhlosomata,Insecta,Diptera,Culicidae,NA
Uranotaenia angolensis,Insecta,Diptera,Culicidae,NA
Uranotaenia unimaculiala,Insecta,Diptera,Culicidae,NA
Uranotaenia wysockii,Insecta,Diptera,Culicidae,NA
Uranotaenia yunnanensis,Insecta,Diptera,Culicidae,NA
Uranotaenia micans,Insecta,Diptera,Culicidae,NA
Uranotaenia metatarsata,Insecta,Diptera,Culicidae,NA
Uranotaenia mendiolai,Insecta,Diptera,Culicidae,NA
Uranotaenia mayeri,Insecta,Diptera,Culicidae,NA
Uranotaenia mathesoni,Insecta,Diptera,Culicidae,NA
Uranotaenia madagascarica,Insecta,Diptera,Culicidae,NA
Uranotaenia machadoi,Insecta,Diptera,Culicidae,NA
Uranotaenia macfarlanei,Insecta,Diptera,Culicidae,NA
Uranotaenia nivipes,Insecta,Diptera,Culicidae,NA
Uranotaenia nivea,Insecta,Diptera,Culicidae,NA
Uranotaenia neotibialis,Insecta,Diptera,Culicidae,NA
