Disease,Serotype,Region,Observation.date
Influenza - Avian,H5N1 HPAI,Europe,18/06/2022
Influenza - Avian,H5N1 HPAI,Europe,18/06/2022
Influenza - Avian,H5N1 HPAI,Europe,18/06/2022
Influenza - Avian,H5N1 HPAI,Asia,18/06/2022
Influenza - Avian,H5N1 HPAI,Europe,18/06/2022
Influenza - Avian,H5N1 HPAI,Europe,18/06/2022
Influenza - Avian,H5N1 HPAI,Asia,18/06/2022
Influenza - Avian,H5N1 HPAI,Europe,18/06/2022
Influenza - Avian,H5N1 HPAI,Europe,18/06/2022
Influenza - Avian,H5N1 HPAI,Asia,18/06/2022
Influenza - Avian,H5N1 HPAI,Europe,17/06/2022
Influenza - Avian,H5N1 HPAI,Europe,17/06/2022
Influenza - Avian,H5N1 HPAI,Europe,17/06/2022
Influenza - Avian,H5N1 HPAI,Europe,17/06/2022
Influenza - Avian,H5N1 HPAI,Europe,17/06/2022
Influenza - Avian,H5N1 HPAI,Europe,17/06/2022
Influenza - Avian,H5N1 HPAI,Europe,17/06/2022
Influenza - Avian,H5N1 HPAI,Europe,17/06/2022
Influenza - Avian,H5N1 HPAI,Europe,17/06/2022
Influenza - Avian,H5N1 HPAI,Asia,17/06/2022
Influenza - Avian,H5N1 HPAI,Europe,17/06/2022
Influenza - Avian,H5N1 HPAI,Europe,16/06/2022
Influenza - Avian,H5N1 HPAI,Europe,16/06/2022
Influenza - Avian,H5N1 HPAI,Europe,16/06/2022
Influenza - Avian,H5N1 HPAI,Europe,16/06/2022
Influenza - Avian,H5N2 HPAI,Asia,16/06/2022
Influenza - Avian,H5N1 HPAI,Europe,16/06/2022
Influenza - Avian,H5N1 HPAI,Asia,16/06/2022
Influenza - Avian,H5N1 HPAI,Americas,16/06/2022
Influenza - Avian,H5N1 HPAI,Americas,16/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Americas,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Asia,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Africa,15/06/2022
Influenza - Avian,H5N1 HPAI,Africa,15/06/2022
Influenza - Avian,H5N1 HPAI,Americas,15/06/2022
Influenza - Avian,H5N1 HPAI,Americas,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,15/06/2022
Influenza - Avian,H5N1 HPAI,Europe,14/06/2022
Influenza - Avian,H5N1 HPAI,Europe,14/06/2022
Influenza - Avian,H5N1 HPAI,Europe,14/06/2022
Influenza - Avian,H5N1 HPAI,Europe,14/06/2022
Influenza - Avian,H5N1 HPAI,Europe,14/06/2022
Influenza - Avian,H5N1 HPAI,Europe,14/06/2022
Influenza - Avian,H5N1 HPAI,Europe,14/06/2022
Influenza - Avian,H5N1 HPAI,Americas,14/06/2022
Influenza - Avian,H5N1 HPAI,Africa,14/06/2022
Influenza - Avian,H5N1 HPAI,Europe,14/06/2022
Influenza - Avian,H5N1 HPAI,Europe,14/06/2022
Influenza - Avian,H5N1 HPAI,Asia,14/06/2022
Influenza - Avian,H5N1 HPAI,Africa,14/06/2022
Influenza - Avian,H5N1 HPAI,Africa,14/06/2022
Influenza - Avian,H5N1 HPAI,Africa,14/06/2022
Influenza - Avian,H5N1 HPAI,Americas,14/06/2022
Influenza - Avian,H5N1 HPAI,Americas,14/06/2022
Influenza - Avian,H5N1 HPAI,Europe,13/06/2022
Influenza - Avian,H5N5 HPAI,Europe,13/06/2022
Influenza - Avian,H5N1 HPAI,Europe,13/06/2022
Influenza - Avian,H5N1 HPAI,Europe,13/06/2022
Influenza - Avian,H5N1 HPAI,Europe,13/06/2022
Influenza - Avian,H5N1 HPAI,Europe,13/06/2022
Influenza - Avian,H5N1 HPAI,Europe,13/06/2022
Influenza - Avian,H5N1 HPAI,Europe,13/06/2022
Influenza - Avian,H5N1 HPAI,Europe,13/06/2022
Influenza - Avian,H5N1 HPAI,Asia,13/06/2022
Influenza - Avian,H5N1 HPAI,Americas,13/06/2022
Influenza - Avian,H5N1 HPAI,Europe,12/06/2022
Influenza - Avian,H5N1 HPAI,Europe,12/06/2022
Influenza - Avian,H5N1 HPAI,Europe,12/06/2022
Influenza - Avian,H5N1 HPAI,Europe,12/06/2022
Influenza - Avian,H5N1 HPAI,Europe,12/06/2022
Influenza - Avian,H5N1 HPAI,Europe,12/06/2022
Influenza - Avian,H5N1 HPAI,Europe,12/06/2022
Influenza - Avian,H5N1 HPAI,Europe,12/06/2022
Influenza - Avian,H5N1 HPAI,Europe,12/06/2022
Influenza - Avian,H5N1 HPAI,Europe,12/06/2022
Influenza - Avian,H5N1 HPAI,Europe,12/06/2022
Influenza - Avian,H5N1 HPAI,Europe,11/06/2022
Influenza - Avian,H5N1 HPAI,Europe,11/06/2022
Influenza - Avian,H5N1 HPAI,Europe,11/06/2022
Influenza - Avian,H5N1 HPAI,Europe,11/06/2022
Influenza - Avian,H5N1 HPAI,Europe,11/06/2022
Influenza - Avian,H5N1 HPAI,Europe,10/06/2022
Influenza - Avian,H5N1 HPAI,Europe,10/06/2022
Influenza - Avian,H5N1 HPAI,Europe,10/06/2022
Influenza - Avian,H5N1 HPAI,Europe,10/06/2022
Influenza - Avian,H5N1 HPAI,Europe,10/06/2022
Influenza - Avian,H5N1 HPAI,Europe,10/06/2022
Influenza - Avian,H5N1 HPAI,Asia,10/06/2022
Influenza - Avian,H5N1 HPAI,Americas,10/06/2022
Influenza - Avian,H5N1 HPAI,Europe,09/06/2022
Influenza - Avian,H5N1 HPAI,Europe,09/06/2022
Influenza - Avian,H5N1 HPAI,Europe,09/06/2022
Influenza - Avian,H5N1 HPAI,Europe,09/06/2022
Influenza - Avian,H5N1 HPAI,Europe,09/06/2022
Influenza - Avian,H5 HPAI,Europe,09/06/2022
Influenza - Avian,H5N1 HPAI,Americas,09/06/2022
Influenza - Avian,H5N1 HPAI,Americas,09/06/2022
Influenza - Avian,H5N1 HPAI,Americas,09/06/2022
Influenza - Avian,H5N1 HPAI,Americas,09/06/2022
Influenza - Avian,H5N1 HPAI,Americas,09/06/2022
Influenza - Avian,H5N1 HPAI,Asia,08/06/2022
Influenza - Avian,H5N1 HPAI,Europe,08/06/2022
Influenza - Avian,H5N1 HPAI,Europe,08/06/2022
Influenza - Avian,H5N1 HPAI,Europe,08/06/2022
Influenza - Avian,H5N1 HPAI,Europe,08/06/2022
Influenza - Avian,H5N1 HPAI,Europe,08/06/2022
Influenza - Avian,H5N1 HPAI,Europe,08/06/2022
Influenza - Avian,H5N1 HPAI,Europe,08/06/2022
Influenza - Avian,H5N1 HPAI,Europe,08/06/2022
Influenza - Avian,H5N1 HPAI,Europe,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N5 HPAI,Europe,08/06/2022
Influenza - Avian,H5N1 HPAI,Asia,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N1 HPAI,Americas,08/06/2022
Influenza - Avian,H5N1 HPAI,Asia,08/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Americas,07/06/2022
Influenza - Avian,H5N1 HPAI,Asia,07/06/2022
Influenza - Avian,H5N1 HPAI,Americas,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Asia,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Americas,07/06/2022
Influenza - Avian,H5N1 HPAI,Asia,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Europe,07/06/2022
Influenza - Avian,H5N1 HPAI,Americas,07/06/2022
Influenza - Avian,H5N1 HPAI,Americas,07/06/2022
Influenza - Avian,H5N1 HPAI,Americas,07/06/2022
Influenza - Avian,H5N1 HPAI,Americas,07/06/2022
Influenza - Avian,H7N3 HPAI,Americas,07/06/2022
Influenza - Avian,H5N8 HPAI,Asia,Unspecified Bird
Influenza - Avian,H5N1 HPAI,Americas,06/06/2022
Influenza - Avian,H5N1 HPAI,Asia,06/06/2022
Influenza - Avian,H5N1 HPAI,Americas,06/06/2022
Influenza - Avian,H5N1 HPAI,Americas,06/06/2022
Influenza - Avian,H5N1 HPAI,Asia,06/06/2022
Influenza - Avian,H5N1 HPAI,Americas,05/06/2022
Influenza - Avian,H5N1 HPAI,Europe,05/06/2022
Influenza - Avian,H5N1 HPAI,Europe,05/06/2022
Influenza - Avian,H5N1 HPAI,Americas,05/06/2022
Influenza - Avian,H5N1 HPAI,Asia,05/06/2022
Influenza - Avian,H5N1 HPAI,Europe,04/06/2022
Influenza - Avian,H5N1 HPAI,Europe,04/06/2022
Influenza - Avian,H5N1 HPAI,Europe,04/06/2022
Influenza - Avian,H5N1 HPAI,Asia,04/06/2022
Influenza - Avian,H5N1 HPAI,Europe,04/06/2022
Influenza - Avian,H5N1 HPAI,Europe,04/06/2022
Influenza - Avian,H5N1 HPAI,Americas,04/06/2022
Influenza - Avian,H5N1 HPAI,Europe,04/06/2022
Influenza - Avian,H5N1 HPAI,Asia,04/06/2022
Influenza - Avian,H5N1 HPAI,Europe,03/06/2022
Influenza - Avian,H5N1 HPAI,Europe,03/06/2022
Influenza - Avian,H5N1 HPAI,Asia,03/06/2022
Influenza - Avian,H5N1 HPAI,Americas,03/06/2022
Influenza - Avian,H5N1 HPAI,Asia,03/06/2022
Influenza - Avian,H5N1 HPAI,Europe,03/06/2022
Influenza - Avian,H5N1 HPAI,Europe,03/06/2022
Influenza - Avian,H5N1 HPAI,Europe,03/06/2022
Influenza - Avian,H5N1 HPAI,Asia,03/06/2022
Influenza - Avian,H5N1 HPAI,Europe,03/06/2022
Influenza - Avian,H5N1 HPAI,Europe,02/06/2022
Influenza - Avian,H5N1 HPAI,Europe,02/06/2022
Influenza - Avian,H5N1 HPAI,Americas,02/06/2022
Influenza - Avian,H5N2 HPAI,Asia,02/06/2022
Influenza - Avian,H5N1 HPAI,Europe,02/06/2022
Influenza - Avian,H5N1 HPAI,Europe,02/06/2022
Influenza - Avian,H5N1 HPAI,Europe,02/06/2022
Influenza - Avian,H5N1 HPAI,Europe,02/06/2022
Influenza - Avian,H5N1 HPAI,Americas,02/06/2022
Influenza - Avian,H5N1 HPAI,Europe,02/06/2022
Influenza - Avian,H5N1 HPAI,Europe,02/06/2022
Influenza - Avian,H5N1 HPAI,Africa,02/06/2022
Influenza - Avian,H5N6 HPAI,Asia,02/06/2022
Influenza - Avian,H5N1 HPAI,Europe,02/06/2022
Influenza - Avian,H5N1 HPAI,Americas,02/06/2022
Influenza - Avian,H5N5 HPAI,Europe,02/06/2022
Influenza - Avian,H5N1 HPAI,Americas,02/06/2022
Influenza - Avian,H5N1 HPAI,Europe,02/06/2022
Influenza - Avian,H5N1 HPAI,Africa,02/06/2022
Influenza - Avian,H5N1 HPAI,Europe,01/06/2022
Influenza - Avian,H5N1 HPAI,Europe,01/06/2022
Influenza - Avian,H5N1 HPAI,Europe,01/06/2022
Influenza - Avian,H5N1 HPAI,Americas,01/06/2022
Influenza - Avian,H5N1 HPAI,Americas,01/06/2022
Influenza - Avian,H5N1 HPAI,Europe,01/06/2022
Influenza - Avian,H5N1 HPAI,Europe,01/06/2022
Influenza - Avian,H5N1 HPAI,Asia,01/06/2022
Influenza - Avian,H5N1 HPAI,Americas,01/06/2022
Influenza - Avian,H5N1 HPAI,Americas,01/06/2022
Influenza - Avian,H5N1 HPAI,Americas,01/06/2022
Influenza - Avian,H5N1 HPAI,Americas,31/05/2022
Influenza - Avian,H5N1 HPAI,Americas,31/05/2022
Influenza - Avian,H5N1 HPAI,Asia,31/05/2022
Influenza - Avian,H5N1 HPAI,Americas,31/05/2022
Influenza - Avian,H5N1 HPAI,Americas,31/05/2022
Influenza - Avian,H5N1 HPAI,Americas,31/05/2022
Influenza - Avian,H5N1 HPAI,Asia,31/05/2022
Influenza - Avian,H5N1 HPAI,Europe,31/05/2022
Influenza - Avian,H5N1 HPAI,Europe,31/05/2022
Influenza - Avian,H5N1 HPAI,Americas,31/05/2022
Influenza - Avian,H5N1 HPAI,Americas,31/05/2022
Influenza - Avian,H5N1 HPAI,Asia,31/05/2022
Influenza - Avian,H5N1 HPAI,Europe,30/05/2022
Influenza - Avian,H5N1 HPAI,Europe,30/05/2022
Influenza - Avian,H5N1 HPAI,Europe,30/05/2022
Influenza - Avian,H5N1 HPAI,Europe,30/05/2022
Influenza - Avian,H5N1 HPAI,Europe,30/05/2022
Influenza - Avian,H5N1 HPAI,Americas,30/05/2022
Influenza - Avian,H5N1 HPAI,Europe,30/05/2022
Influenza - Avian,H5N5 HPAI,Europe,30/05/2022
Influenza - Avian,H5N5 HPAI,Europe,30/05/2022
Influenza - Avian,H5N1 HPAI,Americas,30/05/2022
Influenza - Avian,H5N1 HPAI,Americas,30/05/2022
Influenza - Avian,H5N1 HPAI,Asia,30/05/2022
Influenza - Avian,H5N1 HPAI,Americas,30/05/2022
Influenza - Avian,H5N1 HPAI,Asia,30/05/2022
Influenza - Avian,H5N1 HPAI,Asia,30/05/2022
Influenza - Avian,H5N1 HPAI,Asia,30/05/2022
Influenza - Avian,H5N1 HPAI,Asia,30/05/2022
Influenza - Avian,H5N1 HPAI,Americas,30/05/2022
Influenza - Avian,H5N1 HPAI,Americas,30/05/2022
Influenza - Avian,H5N1 HPAI,Americas,30/05/2022
Influenza - Avian,H5N1 HPAI,Europe,29/05/2022
Influenza - Avian,H5N1 HPAI,Europe,29/05/2022
Influenza - Avian,H5N1 HPAI,Europe,29/05/2022
Influenza - Avian,H5N1 HPAI,Americas,29/05/2022
Influenza - Avian,H5N1 HPAI,Americas,29/05/2022
Influenza - Avian,H5N1 HPAI,Americas,29/05/2022
Influenza - Avian,H5N1 HPAI,Americas,29/05/2022
Influenza - Avian,H5N1 HPAI,Americas,29/05/2022
Influenza - Avian,H5N1 HPAI,Americas,29/05/2022
Influenza - Avian,H5N1 HPAI,Europe,29/05/2022
Influenza - Avian,H5N1 HPAI,Americas,29/05/2022
Influenza - Avian,H5N1 HPAI,Americas,29/05/2022
Influenza - Avian,H5N1 HPAI,Americas,29/05/2022
Influenza - Avian,H5N1 HPAI,Europe,28/05/2022
Influenza - Avian,H5N1 HPAI,Americas,27/05/2022
Influenza - Avian,H5N1 HPAI,Americas,27/05/2022
Influenza - Avian,H5N1 HPAI,Americas,27/05/2022
Influenza - Avian,H5N1 HPAI,Europe,27/05/2022
Influenza - Avian,H5N1 HPAI,Europe,27/05/2022
Influenza - Avian,H5N1 HPAI,Americas,27/05/2022
Influenza - Avian,H5N1 HPAI,Americas,27/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Americas,26/05/2022
Influenza - Avian,H5N1 HPAI,Americas,26/05/2022
Influenza - Avian,H5N1 HPAI,Americas,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Americas,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,26/05/2022
Influenza - Avian,H5N1 HPAI,Americas,26/05/2022
Influenza - Avian,H5N1 HPAI,Americas,26/05/2022
Influenza - Avian,H5N1 HPAI,Europe,25/05/2022
Influenza - Avian,H5N1 HPAI,Europe,25/05/2022
Influenza - Avian,H5N1 HPAI,Europe,25/05/2022
Influenza - Avian,H5N1 HPAI,Europe,25/05/2022
Influenza - Avian,H5N1 HPAI,Africa,25/05/2022
Influenza - Avian,H5N1 HPAI,Asia,25/05/2022
Influenza - Avian,H5N1 HPAI,Asia,25/05/2022
Influenza - Avian,H5N1 HPAI,Asia,25/05/2022
Influenza - Avian,H5N1 HPAI,Asia,25/05/2022
Influenza - Avian,H7N3 HPAI,Americas,25/05/2022
Influenza - Avian,H5N1 HPAI,Europe,24/05/2022
Influenza - Avian,H5N1 HPAI,Europe,24/05/2022
Influenza - Avian,H5N1 HPAI,Europe,24/05/2022
Influenza - Avian,H5N1 HPAI,Europe,24/05/2022
Influenza - Avian,H5N1 HPAI,Europe,24/05/2022
Influenza - Avian,H5N1 HPAI,Europe,24/05/2022
Influenza - Avian,H5N1 HPAI,Asia,Whiskered Tern
Influenza - Avian,H5N1 HPAI,Asia,Lesser Sand Plover (Charadrius Mongolus)
Influenza - Avian,H5N1 HPAI,Europe,24/05/2022
Influenza - Avian,H5N5 HPAI,Europe,24/05/2022
Influenza - Avian,H5N1 HPAI,Europe,24/05/2022
Influenza - Avian,H5N1 HPAI,Europe,23/05/2022
Influenza - Avian,H5N1 HPAI,Europe,23/05/2022
Influenza - Avian,H5N1 HPAI,Europe,23/05/2022
Influenza - Avian,H5N1 HPAI,Europe,23/05/2022
Influenza - Avian,H5N1 HPAI,Europe,23/05/2022
Influenza - Avian,H5N1 HPAI,Europe,23/05/2022
Influenza - Avian,H5N1 HPAI,Europe,23/05/2022
Influenza - Avian,H5N1 HPAI,Europe,23/05/2022
Influenza - Avian,H5N1 HPAI,Africa,23/05/2022
Influenza - Avian,H5N1 HPAI,Europe,23/05/2022
Influenza - Avian,H5N1 HPAI,Africa,23/05/2022
Influenza - Avian,H5N1 HPAI,Europe,22/05/2022
Influenza - Avian,H5N1 HPAI,Europe,22/05/2022
Influenza - Avian,H5N1 HPAI,Europe,22/05/2022
Influenza - Avian,H5N1 HPAI,Europe,21/05/2022
Influenza - Avian,H5N1 HPAI,Europe,21/05/2022
Influenza - Avian,H5N1 HPAI,Europe,21/05/2022
Influenza - Avian,H5N1 HPAI,Europe,21/05/2022
Influenza - Avian,H5N1 HPAI,Asia,21/05/2022
Influenza - Avian,H5N1 HPAI,Europe,21/05/2022
Influenza - Avian,H5N1 HPAI,Asia,21/05/2022
Influenza - Avian,H5N1 HPAI,Americas,21/05/2022
Influenza - Avian,H5N1 HPAI,Europe,20/05/2022
Influenza - Avian,H5N1 HPAI,Europe,20/05/2022
Influenza - Avian,H5N1 HPAI,Europe,20/05/2022
Influenza - Avian,H5N1 HPAI,Europe,20/05/2022
Influenza - Avian,H5N1 HPAI,Europe,20/05/2022
Influenza - Avian,H5N1 HPAI,Americas,20/05/2022
Influenza - Avian,H5N1 HPAI,Africa,20/05/2022
Influenza - Avian,H5N1 HPAI,Africa,20/05/2022
Influenza - Avian,H5N1 HPAI,Africa,20/05/2022
Influenza - Avian,H5N1 HPAI,Africa,20/05/2022
Influenza - Avian,H5N1 HPAI,Africa,20/05/2022
Influenza - Avian,H5N1 HPAI,Americas,20/05/2022
Influenza - Avian,H5N1 HPAI,Europe,19/05/2022
Influenza - Avian,H5N1 HPAI,Americas,19/05/2022
Influenza - Avian,H5N1 HPAI,Europe,19/05/2022
Influenza - Avian,H5N1 HPAI,Europe,19/05/2022
Influenza - Avian,H5N1 HPAI,Europe,19/05/2022
Influenza - Avian,H5N1 HPAI,Americas,19/05/2022
Influenza - Avian,H5N1 HPAI,Asia,19/05/2022
Influenza - Avian,H5N1 HPAI,Americas,19/05/2022
Influenza - Avian,H5N1 HPAI,Europe,19/05/2022
Influenza - Avian,H5N1 HPAI,Africa,19/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Europe,18/05/2022
Influenza - Avian,H5N1 HPAI,Europe,18/05/2022
Influenza - Avian,H5N1 HPAI,Europe,18/05/2022
Influenza - Avian,H5N1 HPAI,Europe,18/05/2022
Influenza - Avian,H5N1 HPAI,Europe,18/05/2022
Influenza - Avian,H5N1 HPAI,Europe,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N8 HPAI,Asia,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N8 HPAI,Asia,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Americas,18/05/2022
Influenza - Avian,H5N1 HPAI,Europe,17/05/2022
Influenza - Avian,H5N1 HPAI,Europe,17/05/2022
Influenza - Avian,H5N1 HPAI,Europe,17/05/2022
Influenza - Avian,H5N1 HPAI,Americas,17/05/2022
Influenza - Avian,H5N1 HPAI,Americas,17/05/2022
Influenza - Avian,H5N1 HPAI,Europe,17/05/2022
Influenza - Avian,H5N1 HPAI,Europe,17/05/2022
Influenza - Avian,H5N1 HPAI,Asia,17/05/2022
Influenza - Avian,H5N1 HPAI,Asia,17/05/2022
Influenza - Avian,H5N1 HPAI,Asia,17/05/2022
Influenza - Avian,H5N1 HPAI,Americas,17/05/2022
Influenza - Avian,H5N1 HPAI,Asia,17/05/2022
Influenza - Avian,H5N1 HPAI,Americas,17/05/2022
Influenza - Avian,H7N3 HPAI,Americas,17/05/2022
Influenza - Avian,H5N1 HPAI,Europe,16/05/2022
Influenza - Avian,H5N1 HPAI,Europe,16/05/2022
Influenza - Avian,H5N1 HPAI,Europe,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Europe,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Europe,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Europe,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Asia,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Americas,16/05/2022
Influenza - Avian,H5N1 HPAI,Europe,15/05/2022
Influenza - Avian,H5N1 HPAI,Americas,15/05/2022
Influenza - Avian,H5N1 HPAI,Americas,15/05/2022
Influenza - Avian,H5N1 HPAI,Americas,15/05/2022
Influenza - Avian,H5N1 HPAI,Europe,15/05/2022
Influenza - Avian,H5N1 HPAI,Europe,14/05/2022
Influenza - Avian,H5N1 HPAI,Europe,14/05/2022
Influenza - Avian,H5N1 HPAI,Europe,14/05/2022
Influenza - Avian,H5N1 HPAI,Americas,14/05/2022
Influenza - Avian,H5N1 HPAI,Americas,14/05/2022
Influenza - Avian,H5N1 HPAI,Europe,14/05/2022
Influenza - Avian,H5N1 HPAI,Asia,14/05/2022
Influenza - Avian,H5N1 HPAI,Americas,14/05/2022
Influenza - Avian,H5N1 HPAI,Asia,13/05/2022
Influenza - Avian,H5N1 HPAI,Europe,13/05/2022
Influenza - Avian,H5N1 HPAI,Europe,13/05/2022
Influenza - Avian,H5N1 HPAI,Europe,13/05/2022
Influenza - Avian,H5N1 HPAI,Europe,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Europe,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N1 HPAI,Europe,13/05/2022
Influenza - Avian,H5N1 HPAI,Europe,13/05/2022
Influenza - Avian,H5N1 HPAI,Europe,13/05/2022
Influenza - Avian,H5N1 HPAI,Americas,13/05/2022
Influenza - Avian,H5N5 HPAI,Europe,13/05/2022
