gid_0,country,name_1,varname_1,hasc_1,iso_1,adm1_long,adm1_lat,adm0_long,adm0_lat
fra,france,grand est,na,fr.ao,na,5.61945027345468,48.6891244210794,2.5780749353201,46.5103009447381
fra,france,hauts-de-france,na,fr.nc,fr-hdf,2.77424482433678,49.9664542920368,2.5780749353201,46.5103009447381
fra,france,île-de-france,na,fr.if,na,2.5047814681706,48.7090354165318,2.5780749353201,46.5103009447381
fra,france,normandie,na,fr.nd,fr-nor,0.103954251480573,49.1207774760085,2.5780749353201,46.5103009447381
fra,france,nouvelle-aquitaine,na,fr.ac,fr-naq,0.197671288105137,45.1919179875327,2.5780749353201,46.5103009447381
fra,france,occitanie,na,fr.lp,fr-occ,2.13543482835379,43.7028957316864,2.5780749353201,46.5103009447381
fra,france,pays de la loire,na,fr.pl,na,-0.823875550947651,47.474290671413,2.5780749353201,46.5103009447381
fra,france,provence-alpes-côte d'azur,na,fr.pr,na,6.05587293739394,43.9562332320618,2.5780749353201,46.5103009447381
fro,faroe islands,eysturoyar,østerø|eysturoy,fo.os,na,-6.93514046748329,62.2192073276483,-6.89040339890033,62.0675055076103
fro,faroe islands,norderøerne,norðoya|norderøer,fo.no,na,-6.5430385735442,62.2837438837763,-6.89040339890033,62.0675055076103
fro,faroe islands,sandoyar,sandø|sadoy,fo.sa,na,-6.78502614515859,61.8326490390523,-6.89040339890033,62.0675055076103
fro,faroe islands,streymoyar,strømø|stremoy|streymoy,fo.st,na,-6.96321080185515,62.0878546638699,-6.89040339890033,62.0675055076103
fro,faroe islands,suðuroyar,suðuroy|syderø,fo.sn|fo.s,na,-6.83273973994999,61.5276578776095,-6.89040339890033,62.0675055076103
fro,faroe islands,vågø,vága|vágar|vaagø,fo.vg,na,-7.27890403921496,62.0894422859688,-6.89040339890033,62.0675055076103
fsm,micronesia,chuuk,truk,fm.ch,fm-trk,151.786869257668,7.2088267243949,154.716466276272,7.13903490300846
fsm,micronesia,kosrae,kusaie,fm.ko,fm-ksa,162.976596911354,5.31020040028974,154.716466276272,7.13903490300846
fsm,micronesia,pohnpei,ponape,fm.po,fm-pni,158.066767192773,6.8457535869547,154.716466276272,7.13903490300846
fsm,micronesia,yap,na,fm.ya,fm-yap,138.94631365584,9.35571749753445,154.716466276272,7.13903490300846
gab,gabon,estuaire,na,ga.es,ga-1,10.0367678309057,0.305479017344933,11.7851130446918,-0.623179402965907
gab,gabon,haut-ogooué,na,ga.ho,na,13.725129086993,-1.32654725417069,11.7851130446918,-0.623179402965907
gab,gabon,moyen-ogooué,na,ga.mo,na,10.571292230635,-0.44445694919499,11.7851130446918,-0.623179402965907
gab,gabon,ngounié,n'gounié,ga.ng,na,11.1982986912989,-1.65361656254315,11.7851130446918,-0.623179402965907
gab,gabon,nyanga,na,ga.ny,ga-5,11.1062405981091,-3.04430457175866,11.7851130446918,-0.623179402965907
gab,gabon,ogooué-ivindo,na,ga.oi,na,12.8537939990448,0.472075844759473,11.7851130446918,-0.623179402965907
gab,gabon,ogooué-lolo,na,ga.ol,na,12.6173029288396,-0.852252483859968,11.7851130446918,-0.623179402965907
gab,gabon,ogooué-maritime,na,ga.om,na,9.66514445986835,-1.60458045089201,11.7851130446918,-0.623179402965907
gab,gabon,wouleu-ntem,woleu-ntem,ga.wn,na,11.9523766597238,1.4015658281701,11.7851130446918,-0.623179402965907
gbr,united kingdom,northern ireland,ulster,na,gb-nir,-6.69324630107295,54.6089084144121,-2.78687513666638,54.0438440515314
gbr,united kingdom,scotland,alba,na,gb-sct,-4.20419908814114,56.7931587491509,-2.78687513666638,54.0438440515314
gbr,united kingdom,wales,cymru,na,gb-wls,-3.76558183366802,52.3299411115892,-2.78687513666638,54.0438440515314
gbr,united kingdom,na,na,na,na,-1.46264820130487,52.5587174774855,-2.78687513666638,54.0438440515314
na,na,na,na,na,na,-1.01967332411427,60.5796177256334,na,na
geo,georgia,abkhazia,sokhumi,ge.ab,ge-ab,41.1846205081018,43.1039047257853,43.5363301752474,42.1814661108868
geo,georgia,ajaria,batumi,ge.aj,ge-aj,42.0819347210085,41.6489806275984,43.5363301752474,42.1814661108868
geo,georgia,guria,ozurgeti,ge.gu,ge-gu,42.1461534802337,41.9640330985042,43.5363301752474,42.1814661108868
geo,georgia,imereti,kutaisi,ge.im,ge-im,42.9552563903887,42.1570480002583,43.5363301752474,42.1814661108868
geo,georgia,kakheti,telavi,ge.ka,na,45.7833843330474,41.7593302800003,43.5363301752474,42.1814661108868
geo,georgia,kvemo kartli,rustavi,ge.kk,ge-kk,44.506717688521,41.4942736894751,43.5363301752474,42.1814661108868
geo,georgia,mtskheta-mtianeti,mtskheta,ge.mm,ge-mm,44.7434036354843,42.2937473847085,43.5363301752474,42.1814661108868
geo,georgia,racha-lechkhumi-kvemo svaneti,ambrolauri,ge.rk,na,43.1588034242314,42.645590570184,43.5363301752474,42.1814661108868
geo,georgia,samegrelo-zemo svaneti,zugdidi,ge.sz,ge-sz,42.2730613059241,42.6966048461279,43.5363301752474,42.1814661108868
geo,georgia,samtskhe-javakheti,akhaltsikhe,ge.sj,ge-sj,43.3263639502133,41.537846929344,43.5363301752474,42.1814661108868
geo,georgia,shida kartli,gori,ge.sd,ge-sk,44.0080403906817,42.106070160699,43.5363301752474,42.1814661108868
geo,georgia,tbilisi,na,ge.tb,ge-tb,44.8329413185604,41.7016939375187,43.5363301752474,42.1814661108868
ggy,guernsey,alderney,na,gg.al,na,-2.20355268611516,49.7164784235154,-2.51517390509058,49.4858511067848
ggy,guernsey,castel,na,gg.ca,na,-2.59466112508127,49.4639668765444,-2.51517390509058,49.4858511067848
ggy,guernsey,forest,na,gg.fo,na,-2.59524593820377,49.4267894124164,-2.51517390509058,49.4858511067848
ggy,guernsey,saint andrew,na,gg.an,na,-2.57464782224269,49.4478854588524,-2.51517390509058,49.4858511067848
ggy,guernsey,saint martin,na,gg.ma,na,-2.5547531708478,49.4316291935093,-2.51517390509058,49.4858511067848
ggy,guernsey,saint peter port,na,gg.pp,na,-2.52644084388119,49.460045645667,-2.51517390509058,49.4858511067848
ggy,guernsey,saint pierre du bois,na,gg.sb,na,-2.6393218956459,49.4385466512056,-2.51517390509058,49.4858511067848
ggy,guernsey,saint sampson,na,gg.sm,na,-2.54473157106518,49.4827597074535,-2.51517390509058,49.4858511067848
ggy,guernsey,saint saviour,na,gg.sv,na,-2.62095359488227,49.447757359611,-2.51517390509058,49.4858511067848
ggy,guernsey,sark,na,gg.sk,na,-2.36539809303667,49.4290582379468,-2.51517390509058,49.4858511067848
ggy,guernsey,torteval,na,gg.tv,na,-2.65304291720933,49.4287985008854,-2.51517390509058,49.4858511067848
ggy,guernsey,vale,na,gg.va,na,-2.53537143893455,49.4924171249596,-2.51517390509058,49.4858511067848
gha,ghana,ahafo,na,na,gh-af,-2.45042332169408,6.91589128672826,-1.20832086013494,7.9638263738498
gha,ghana,ashanti,na,na,gh-ah,-1.45724143293749,6.79926844995436,-1.20832086013494,7.9638263738498
gha,ghana,bono,na,na,gh-bo,-2.50348694568739,7.69262532215009,-1.20832086013494,7.9638263738498
gha,ghana,bono east,na,na,gh-be,-1.07732141835411,7.88544522828091,-1.20832086013494,7.9638263738498
gha,ghana,central,na,na,gh-cp,-1.21520818408462,5.56761402251972,-1.20832086013494,7.9638263738498
gha,ghana,eastern,na,na,gh-ep,-0.448704110541815,6.41742486952655,-1.20832086013494,7.9638263738498
gha,ghana,greater accra,na,na,gh-aa,0.0482935177519153,5.80559547560727,-1.20832086013494,7.9638263738498
gha,ghana,north east,na,na,gh-ne,-0.593351701418522,10.3291808166576,-1.20832086013494,7.9638263738498
gha,ghana,northern,na,na,gh-np,-0.285394592456128,9.46241855111091,-1.20832086013494,7.9638263738498
gha,ghana,oti,na,na,gh-ot,0.273056958749764,7.96866932875931,-1.20832086013494,7.9638263738498
gha,ghana,savannah,na,na,gh-sv,-1.53197536309963,9.03531482313321,-1.20832086013494,7.9638263738498
gha,ghana,upper east,na,na,gh-ue,-0.803505969793505,10.7808058805576,-1.20832086013494,7.9638263738498
gha,ghana,upper west,na,na,gh-uw,-2.21227871257387,10.4254943180243,-1.20832086013494,7.9638263738498
gha,ghana,volta,na,na,gh-tv,0.547952493777502,6.4233802430266,-1.20832086013494,7.9638263738498
gha,ghana,western,na,na,gh-wp,-2.14900491723268,5.39987686200503,-1.20832086013494,7.9638263738498
gha,ghana,western north,na,na,gh-wn,-2.78820764775667,6.22440943619927,-1.20832086013494,7.9638263738498
gin,guinea,boké,na,na,na,-13.7681673348705,11.3609367067462,-10.9305685360858,10.4373733523623
gin,guinea,conakry,na,na,gn-c,-13.5715490654177,9.62664796697346,-10.9305685360858,10.4373733523623
gin,guinea,faranah,na,na,na,-10.6571709694794,10.48750810654,-10.9305685360858,10.4373733523623
gin,guinea,kankan,na,na,gn-k,-9.33544768993483,10.581779000107,-10.9305685360858,10.4373733523623
gin,guinea,kindia,na,na,na,-13.1205546162246,10.2159721852845,-10.9305685360858,10.4373733523623
gin,guinea,labé,na,na,na,-12.0175225447464,11.755645149237,-10.9305685360858,10.4373733523623
gin,guinea,mamou,na,na,na,-12.0754796595692,10.6693021264917,-10.9305685360858,10.4373733523623
gin,guinea,nzérékoré,na,na,na,-8.89918745823285,8.4372280439403,-10.9305685360858,10.4373733523623
glp,guadeloupe,basse-terre,na,gp.bt,na,-61.6783899986981,16.1547322109039,-61.5393120399959,16.1976340121288
glp,guadeloupe,pointe-à-pitre,na,gp.pp,na,-61.3847236272423,16.2451923930291,-61.5393120399959,16.1976340121288
gmb,gambia,banjul,na,gm.bj,gm-b,-16.6519765986194,13.4492460679628,-15.3731969085987,13.4527938239197
gmb,gambia,lower river,central|south bank,gm.lr,gm-l,-15.7431345172757,13.3860397861681,-15.3731969085987,13.4527938239197
gmb,gambia,maccarthy island,central river|jangjangbureh|janj,gm.mc,na,-14.9288346779945,13.5994665269114,-15.3731969085987,13.4527938239197
gmb,gambia,north bank,na,gm.nb,gm-n,-16.0086188427673,13.5076778736435,-15.3731969085987,13.4527938239197
gmb,gambia,upper river,na,gm.ur,gm-u,-14.1603134391553,13.3938240694876,-15.3731969085987,13.4527938239197
gmb,gambia,western,na,gm.we,gm-w,-16.4015090077135,13.2455450604443,-15.3731969085987,13.4527938239197
gnb,guinea-bissau,bafatá,na,gw.ba,na,-14.7071311683188,12.1629073305131,-14.9827336170813,12.0149063054429
gnb,guinea-bissau,biombo,na,gw.bm,na,-15.7806049455814,11.8763524429385,-14.9827336170813,12.0149063054429
gnb,guinea-bissau,bissau,na,gw.bs,gw-bs,-15.610655330261,11.8756409535175,-14.9827336170813,12.0149063054429
gnb,guinea-bissau,bolama,bolama-bijagcs,gw.bl,na,-16.0044528263011,11.3110642039984,-14.9827336170813,12.0149063054429
gnb,guinea-bissau,cacheu,na,gw.ca,gw-ca,-16.0417685975249,12.1963638661283,-14.9827336170813,12.0149063054429
gnb,guinea-bissau,gabú,na,gw.ga,na,-14.1104411765834,12.1626715098423,-14.9827336170813,12.0149063054429
gnb,guinea-bissau,oio,na,gw.oi,na,-15.2703749782788,12.2868261121496,-14.9827336170813,12.0149063054429
gnb,guinea-bissau,quinara,buba,gw.qu,na,-15.1868855819085,11.6639207176082,-14.9827336170813,12.0149063054429
gnb,guinea-bissau,tombali,na,gw.to,gw-to,-14.989750347955,11.329904916415,-14.9827336170813,12.0149063054429
gnq,equatorial guinea,annobón,na,gq.an,na,5.63582213192313,-1.43495461337646,10.332680829496,1.701522291067
gnq,equatorial guinea,bioko norte,na,gq.bn,gq-bn,8.79265938543329,3.67482386032612,10.332680829496,1.701522291067
gnq,equatorial guinea,bioko sur,na,gq.bs,na,8.6375702076793,3.4181199903586,10.332680829496,1.701522291067
gnq,equatorial guinea,centro sur,na,gq.cs,na,10.4247321680372,1.47838562348213,10.332680829496,1.701522291067
gnq,equatorial guinea,kié-ntem,na,gq.kn,na,10.9467531396741,2.00164927484962,10.332680829496,1.701522291067
gnq,equatorial guinea,litoral,na,gq.li,gq-li,9.8446488330092,1.51267079360683,10.332680829496,1.701522291067
gnq,equatorial guinea,wele-nzas,na,gq.wn,gq-wn,10.9995573998158,1.49245285015184,10.332680829496,1.701522291067
grc,greece,aegean,na,gr.ai,na,26.2356732235037,37.5947632323396,22.9963034984317,39.0148672656421
grc,greece,athos,na,gr.ma,na,24.1961832168412,40.2673285868135,22.9963034984317,39.0148672656421
grc,greece,attica,na,gr.at,na,23.5973033044123,37.8318560142901,22.9963034984317,39.0148672656421
grc,greece,crete,na,gr.cr,na,24.8463647623606,35.2312168346167,22.9963034984317,39.0148672656421
grc,greece,epirus and western macedonia,na,gr.em,na,21.1346786580705,39.984990555519,22.9963034984317,39.0148672656421
grc,greece,macedonia and thrace,na,gr.mh,na,23.8878976832222,40.9283505289806,22.9963034984317,39.0148672656421
grc,greece,"peloponnese, western greece and",na,gr.pw,na,21.9582102019656,37.8080161777848,22.9963034984317,39.0148672656421
grc,greece,thessaly and central greece,na,gr.tc,na,22.5463842803897,39.0714787049357,22.9963034984317,39.0148672656421
grd,grenada,carriacou,na,gd.ca,na,-61.4500616317571,12.480005124583,-61.6587144692268,12.1533151811244
grd,grenada,saint andrew,na,gd.an,gd-01,-61.6525865974138,12.1173919969668,-61.6587144692268,12.1533151811244
grd,grenada,saint david,na,gd.da,gd-02,-61.680525736152,12.0436443805029,-61.6587144692268,12.1533151811244
grd,grenada,saint george,saint george's,gd.ge,gd-03,-61.7354056419822,12.052779550957,-61.6587144692268,12.1533151811244
grd,grenada,saint john,na,gd.jo,gd-04,-61.716839105256,12.139976193096,-61.6587144692268,12.1533151811244
grd,grenada,saint mark,na,gd.ma,gd-05,-61.6904430110005,12.1865611657507,-61.6587144692268,12.1533151811244
grd,grenada,saint patrick,na,gd.pa,gd-06,-61.6337913272203,12.2097844300069,-61.6587144692268,12.1533151811244
grl,greenland,kujalleq,kommune kujalleq|kitaa|west gree,gl.ku,na,-44.1908431273433,61.2828971479129,-41.8931428215472,73.0393434285022
grl,greenland,northeast greenland national par,na,gl.uo,na,-34.6554540197984,76.9017093777662,-41.8931428215472,73.0393434285022
grl,greenland,qaasuitsup,qaasuitsup kommunia|avannaa|kita,gl.qs,na,-52.6273366414759,74.3357891831016,-41.8931428215472,73.0393434285022
grl,greenland,qeqqata,qeqqata kommunia|kitaa|west gree,gl.qt,na,-48.8431894492397,66.2506487857696,-41.8931428215472,73.0393434285022
grl,greenland,sermersooq,kommuneqarfik sermersooq|tunu|ea,gl.se,na,-39.9899440159303,67.1260234875487,-41.8931428215472,73.0393434285022
gtm,guatemala,alta verapaz,na,gt.av,gt-16,-90.1323104305167,15.6355302555803,-90.3570371453821,15.6933922665433
gtm,guatemala,baja verapaz,na,gt.bv,gt-15,-90.3711262003815,15.1012570325075,-90.3570371453821,15.6933922665433
gtm,guatemala,chimaltenango,na,gt.cm,gt-04,-90.920443183256,14.6938442880021,-90.3570371453821,15.6933922665433
gtm,guatemala,chiquimula,na,gt.cq,gt-20,-89.4182828183527,14.690090702617,-90.3570371453821,15.6933922665433
gtm,guatemala,el progreso,guastatoya,gt.pr,gt-02,-90.080617714331,14.8948392384127,-90.3570371453821,15.6933922665433
gtm,guatemala,escuintla,na,gt.es,gt-05,-90.9964544103356,14.1638159542988,-90.3570371453821,15.6933922665433
gtm,guatemala,guatemala,na,gt.gu,gt-01,-90.4877946756368,14.6296924904904,-90.3570371453821,15.6933922665433
gtm,guatemala,huehuetenango,na,gt.hu,gt-13,-91.5464073784012,15.6583310847127,-90.3570371453821,15.6933922665433
gtm,guatemala,izabal,na,gt.iz,gt-18,-89.0387492001605,15.5510466284436,-90.3570371453821,15.6933922665433
gtm,guatemala,jalapa,na,gt.ja,gt-21,-89.9450653859489,14.6201765321935,-90.3570371453821,15.6933922665433
gtm,guatemala,jutiapa,na,gt.ju,gt-22,-89.8924537648289,14.2114067959474,-90.3570371453821,15.6933922665433
gtm,guatemala,petén,na,gt.pe,na,-90.0143821791599,16.9726692802624,-90.3570371453821,15.6933922665433
gtm,guatemala,quezaltenango,na,gt.qz,na,-91.7142976970929,14.7874216760802,-90.3570371453821,15.6933922665433
gtm,guatemala,quiché,na,gt.qc,na,-90.935845443013,15.4335121274853,-90.3570371453821,15.6933922665433
gtm,guatemala,retalhuleu,na,gt.re,gt-11,-91.7894235641476,14.4186706443795,-90.3570371453821,15.6933922665433
gtm,guatemala,sacatepéquez,na,gt.sa,na,-90.741500348233,14.5527535272599,-90.3570371453821,15.6933922665433
gtm,guatemala,san marcos,na,gt.sm,gt-12,-91.9318968543383,15.0181067718976,-90.3570371453821,15.6933922665433
gtm,guatemala,santa rosa,na,gt.sr,gt-06,-90.334028731432,14.1668756541082,-90.3570371453821,15.6933922665433
gtm,guatemala,sololá,na,gt.so,na,-91.2589486080592,14.7166166140683,-90.3570371453821,15.6933922665433
gtm,guatemala,suchitepéquez,na,gt.su,na,-91.4087183172841,14.4033921480402,-90.3570371453821,15.6933922665433
gtm,guatemala,totonicapán,na,gt.to,na,-91.3772302945001,15.0130983982058,-90.3570371453821,15.6933922665433
gtm,guatemala,zacapa,na,gt.za,gt-19,-89.5070920339651,15.0352788649535,-90.3570371453821,15.6933922665433
guf,french guiana,cayenne,na,gf.cy,na,-52.6975696822926,3.98886559189227,-53.2309204960202,3.92977662319557
guf,french guiana,saint-laurent-du-maroni,na,gf.sl,na,-53.7891515373039,3.86755870734581,-53.2309204960202,3.92977662319557
gum,guam,agana heights,na,gu.ah,-,144.744422384884,13.4665177883617,144.776894067485,13.4433622495742
gum,guam,agat,na,gu.at,-,144.669215610717,13.3567301053816,144.776894067485,13.4433622495742
gum,guam,asan,na,gu.as,na,144.725678332337,13.4571382657576,144.776894067485,13.4433622495742
gum,guam,barrigada,na,gu.ba,-,144.809902219876,13.4766841547107,144.776894067485,13.4433622495742
gum,guam,chalan-pago-ordot,na,gu.cp,na,144.769890345793,13.4419531746571,144.776894067485,13.4433622495742
gum,guam,dededo,na,gu.dd,-,144.847522445244,13.5604444280719,144.776894067485,13.4433622495742
gum,guam,hagåtña,agana,gu.an,na,144.750505975306,13.474268981337,144.776894067485,13.4433622495742
gum,guam,inarajan,na,gu.in,-,144.734794738391,13.2945517880409,144.776894067485,13.4433622495742
gum,guam,mangilao,machanao,gu.ma,-,144.82928333916,13.4650311748673,144.776894067485,13.4433622495742
gum,guam,merizo,na,gu.me,na,144.687789159117,13.2653728601904,144.776894067485,13.4433622495742
gum,guam,mongmong-toto-maite,na,gu.mt,-,144.772485801518,13.471129241336,144.776894067485,13.4433622495742
gum,guam,piti,na,gu.pi,-,144.688366702202,13.4435050371877,144.776894067485,13.4433622495742
gum,guam,santa rita,na,gu.sr,-,144.681536882774,13.3999869782062,144.776894067485,13.4433622495742
gum,guam,sinajana,na,gu.sj,-,144.760991680935,13.4604504391131,144.776894067485,13.4433622495742
gum,guam,talofofo,na,gu.tf,-,144.7237412999,13.3381530860301,144.776894067485,13.4433622495742
gum,guam,tamuning,na,gu.tm,na,144.796921853105,13.5057105407319,144.776894067485,13.4433622495742
gum,guam,umatac,na,gu.um,na,144.668433510777,13.3081718934556,144.776894067485,13.4433622495742
gum,guam,yigo,na,gu.yg,-,144.900946379358,13.5691707143956,144.776894067485,13.4433622495742
gum,guam,yona,na,gu.yn,-,144.743326826667,13.4059146598508,144.776894067485,13.4433622495742
guy,guyana,barima-waini,na,gy.ba,gy-ba,-59.7470243149667,7.61917913331337,-58.9775849415375,4.7891788842624
guy,guyana,cuyuni-mazaruni,na,gy.cu,gy-cu,-59.9497216028403,6.15289772712389,-58.9775849415375,4.7891788842624
guy,guyana,demerara-mahaica,na,gy.de,gy-de,-58.1213749373273,6.49159479195636,-58.9775849415375,4.7891788842624
guy,guyana,east berbice-corentyne,na,gy.eb,gy-eb,-57.6591755673224,3.38205970508318,-58.9775849415375,4.7891788842624
guy,guyana,essequibo islands-west demerara,na,gy.es,gy-es,-58.4649237026478,6.60944039834803,-58.9775849415375,4.7891788842624
guy,guyana,mahaica-berbice,na,gy.ma,gy-ma,-57.8453805809763,6.20414810820739,-58.9775849415375,4.7891788842624
guy,guyana,pomeroon-supenaam,na,gy.pm,na,-58.8407395272322,7.17005443039831,-58.9775849415375,4.7891788842624
guy,guyana,potaro-siparuni,na,gy.pt,gy-pt,-59.3009055129459,4.85966499082265,-58.9775849415375,4.7891788842624
guy,guyana,upper demerara-berbice,na,gy.ud,gy-ud,-58.293644336906,5.36399071030391,-58.9775849415375,4.7891788842624
guy,guyana,upper takutu-upper essequibo,na,gy.ut,na,-58.9717643054131,2.83558030830469,-58.9775849415375,4.7891788842624
hnd,honduras,atlántida,na,hn.at,na,-87.1639970153906,15.6628148007409,-86.6186231873811,14.8204486914833
hnd,honduras,choluteca,na,hn.ch,hn-ch,-87.1170477802213,13.3458853256881,-86.6186231873811,14.8204486914833
hnd,honduras,colón,na,hn.cl,na,-85.6113688065546,15.640481920538,-86.6186231873811,14.8204486914833
hnd,honduras,comayagua,na,hn.cm,hn-cm,-87.6401191734584,14.6127932689298,-86.6186231873811,14.8204486914833
hnd,honduras,copán,na,hn.cp,na,-88.8941159641803,14.8988037632584,-86.6186231873811,14.8204486914833
hnd,honduras,cortés,cortez,hn.cr,na,-87.9965907877099,15.3962609389839,-86.6186231873811,14.8204486914833
hnd,honduras,el paraíso,paraiso,hn.ep,na,-86.4832437713479,14.016707349435,-86.6186231873811,14.8204486914833
hnd,honduras,francisco morazán,tegucigalpa,hn.fm,na,-87.1883960034943,14.2830756451963,-86.6186231873811,14.8204486914833
hnd,honduras,gracias a dios,na,hn.gd,hn-gd,-84.3498110566801,15.2242418953553,-86.6186231873811,14.8204486914833
hnd,honduras,intibucá,na,hn.in,na,-88.2043549226848,14.3168159113186,-86.6186231873811,14.8204486914833
hnd,honduras,islas de la bahía,islas de bahia,hn.ib,na,-86.3806475574187,16.3412638635336,-86.6186231873811,14.8204486914833
hnd,honduras,la paz,na,hn.lp,hn-lp,-87.8823482904934,14.09479405242,-86.6186231873811,14.8204486914833
hnd,honduras,lempira,gracias,hn.le,hn-le,-88.5875562726154,14.3967566160507,-86.6186231873811,14.8204486914833
hnd,honduras,ocotepeque,na,hn.oc,hn-oc,-89.0431844145901,14.4773427388682,-86.6186231873811,14.8204486914833
hnd,honduras,olancho,na,hn.ol,hn-ol,-85.9366944153172,14.8300682181926,-86.6186231873811,14.8204486914833
hnd,honduras,santa bárbara,na,hn.cp,na,-88.3469153130592,15.0865349110692,-86.6186231873811,14.8204486914833
hnd,honduras,valle,na,hn.va,hn-va,-87.5887490445841,13.5370451314437,-86.6186231873811,14.8204486914833
hnd,honduras,yoro,na,hn.yo,hn-yo,-87.2030906648418,15.3007870843208,-86.6186231873811,14.8204486914833
hrv,croatia,bjelovarska-bilogorska,bjelovar-bilagora,hr.bb,na,16.977100765464,45.7397496180056,16.3887129948206,45.0210446789036
hrv,croatia,brodsko-posavska,slavonski brod-posavina,hr.sp,na,17.7611697066276,45.2083178546503,16.3887129948206,45.0210446789036
hrv,croatia,dubrovacko-neretvanska,dubrovnik-neretva,hr.dn,na,17.6024532428074,42.8571726227147,16.3887129948206,45.0210446789036
hrv,croatia,grad zagreb,na,hr.gz,hr-21,16.0081245216713,45.7419936953958,16.3887129948206,45.0210446789036
hrv,croatia,istarska,istra,hr.is,na,13.8949438737022,45.2017672550564,16.3887129948206,45.0210446789036
hrv,croatia,karlovacka,karlovac,hr.ka,na,15.4642979459293,45.2910403600879,16.3887129948206,45.0210446789036
hrv,croatia,koprivničko-križevačka,koprivnica-križevci,hr.kk,na,16.8104817428003,46.0941050136215,16.3887129948206,45.0210446789036
hrv,croatia,krapinsko-zagorska,krapina-zagorje,hr.kz,na,15.9191345159633,46.094930173796,16.3887129948206,45.0210446789036
hrv,croatia,licko-senjska,lika-senj,hr.ls,na,15.4139335988575,44.6884900320884,16.3887129948206,45.0210446789036
hrv,croatia,medimurska,medimurje,hr.me,na,16.5084984633138,46.4107598871169,16.3887129948206,45.0210446789036
hrv,croatia,osjecko-baranjska,osijek-baranja,hr.ob,na,18.4421430711185,45.5612844664452,16.3887129948206,45.0210446789036
hrv,croatia,požeško-slavonska,požega-slavonija,hr.ps,na,17.5632715025448,45.4051609058973,16.3887129948206,45.0210446789036
hrv,croatia,primorsko-goranska,primorje-gorski kotar,hr.pg,na,14.6492011602762,45.2325602382506,16.3887129948206,45.0210446789036
hrv,croatia,šibensko-kninska,šibenik,hr.sb,na,16.0658568652021,43.8904562469465,16.3887129948206,45.0210446789036
hrv,croatia,sisacko-moslavacka,sisak-moslavina,hr.sm,na,16.4240036541494,45.36574481307,16.3887129948206,45.0210446789036
hrv,croatia,splitsko-dalmatinska,split-dalmacia,hr.sd,na,16.7124852904805,43.4977055834186,16.3887129948206,45.0210446789036
hrv,croatia,varaždinska,varaždin|varasd,hr.va,na,16.2938856554782,46.2505277014345,16.3887129948206,45.0210446789036
hrv,croatia,viroviticko-podravska,virovitica-podravina,hr.vp,na,17.6004625536866,45.7325793026047,16.3887129948206,45.0210446789036
hrv,croatia,vukovarsko-srijemska,vukovar-srijem,hr.vs,na,18.8780624838969,45.1789051758503,16.3887129948206,45.0210446789036
hrv,croatia,zadarska,zadar-knin,hr.zd,na,15.5846231344469,44.1863863651839,16.3887129948206,45.0210446789036
hrv,croatia,zagrebačka,zagreb,hr.zg,na,16.0603237314168,45.7905441204838,16.3887129948206,45.0210446789036
hti,haiti,centre,plateau central,ht.ce,ht-ce,-71.9817479374061,19.0094762310567,-72.685356680229,18.9369387360031
hti,haiti,grand'anse,grande-asne|grande anse,ht.gr,na,-74.1313802386583,18.5069917947299,-72.685356680229,18.9369387360031
hti,haiti,l'artibonite,artibonite,ht.ar,na,-72.5667909878226,19.3317243829511,-72.685356680229,18.9369387360031
hti,haiti,nippes,miragoâne,ht.ni,ht-ni,-73.3949992552079,18.433002807273,-72.685356680229,18.9369387360031
hti,haiti,nord,na,ht.nd,ht-nd,-72.2968379722765,19.5999733866467,-72.685356680229,18.9369387360031
hti,haiti,nord-est,na,ht.ne,na,-71.8882932559573,19.5085548666241,-72.685356680229,18.9369387360031
hti,haiti,nord-ouest,na,ht.no,ht-no,-73.0371074201483,19.8212972155956,-72.685356680229,18.9369387360031
hti,haiti,ouest,na,ht.ou,ht-ou,-72.4250681909616,18.5782093177184,-72.685356680229,18.9369387360031
hti,haiti,sud,na,ht.sd,ht-sd,-73.715842644471,18.2799231588694,-72.685356680229,18.9369387360031
hti,haiti,sud-est,na,ht.se,ht-se,-72.3602653808304,18.2531670312218,-72.685356680229,18.9369387360031
hun,hungary,bács-kiskun,bacs-bodrog-kiskun,hu.bk,na,19.3734257652929,46.5624446150372,19.3977670199114,47.1703761996839
hun,hungary,baranya,na,hu.ba,hu-ba,18.1970854662474,46.0430130148999,19.3977670199114,47.1703761996839
hun,hungary,békés,na,hu.be,na,21.0059438310171,46.7347169568285,19.3977670199114,47.1703761996839
hun,hungary,borsod-abaúj-zemplén,na,hu.bz,na,20.9615071313998,48.1999737497153,19.3977670199114,47.1703761996839
hun,hungary,budapest,budapeste,hu.bu,hu-bu,19.1029866466303,47.4861935487539,19.3977670199114,47.1703761996839
hun,hungary,csongrád,na,hu.cs,na,20.2330085562192,46.4291346697431,19.3977670199114,47.1703761996839
hun,hungary,fejér,na,hu.fe,na,18.5323119456996,47.1303417649969,19.3977670199114,47.1703761996839
hun,hungary,gyor-moson-sopron,gyor-sopron,hu.gs,hu-gs,17.2808518998481,47.6424729015396,19.3977670199114,47.1703761996839
hun,hungary,hajdú-bihar,na,hu.hb,na,21.459705583994,47.471917329119,19.3977670199114,47.1703761996839
hun,hungary,heves,na,hu.he,hu-he,20.1962484368441,47.7811591733124,19.3977670199114,47.1703761996839
