tipnames	collection_date	collection_datedecimal	collection_datemonth	collection_dateyear	collection_regionname	collection_countryname	collection_countrylat	collection_countrylong	cluster_number	profile	cluster_profileclass	host_order	host_isbird	host_simplifiedhost	tiplocation_lon	tiplocation_lat
H5N1.NA.EPI_ISL_17885918.pelecaniformes.chile.NA.2023-01-26	2023-01-26	2023.07	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-71.9757909721378	-36.6455443686508
H5N1.NA.EPI_ISL_17885968.galliformes.chile.NA.2022-12-31	2022-12-31	2023	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	galliformes	TRUE	galliformes-domestic	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885980.charadriiformes.chile.NA.2022-12-30	2022-12-30	2022.99	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-69.6296363253853	-18.4968307906384
H5N1.NA.EPI_ISL_18265434.suliformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	suliformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18054500.suliformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	suliformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_17885978.charadriiformes.chile.NA.2023-03-03	2023-03-03	2023.17	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-69.6296363253853	-18.4968307906384
H5N1.NA.EPI_ISL_17885972.charadriiformes.chile.NA.2023-03-01	2023-03-01	2023.16	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-71.4454635697529	-35.6204383329149
H5N1.NA.EPI_ISL_17885928.pelecaniformes.chile.NA.2022-12-16	2022-12-16	2022.96	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885915.pelecaniformes.NA.NA.2023-01-24	2023-01-24	2023.06	2023-01	2023	NA	NA	NA	NA	profileNA	NA	NA	pelecaniformes	TRUE	other	NA	NA
H5N1.NA.EPI_ISL_17885970.galliformes.chile.NA.2022-12-17	2022-12-17	2022.96	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	galliformes	TRUE	galliformes-domestic	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885975.carnivora.chile.NA.2023-03-07	2023-03-07	2023.18	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	carnivora	FALSE	mammal	-69.3557535441909	-20.1723893841755
H5N1.NA.EPI_ISL_17885967.charadriiformes.NA.NA.2023-03-06	2023-03-06	2023.18	2023-03	2023	NA	NA	NA	NA	profileNA	NA	NA	charadriiformes	TRUE	charadriiformes-wild	NA	NA
H5N1.NA.EPI_ISL_17885948.sphenisciformes.chile.NA.2023-02-28	2023-02-28	2023.16	2023-02	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	sphenisciformes	TRUE	other	-70.8586891785209	-30.6129967369273
H5N1.NA.EPI_ISL_17885878.galliformes.chile.NA.2023-02-27	2023-02-27	2023.16	2023-02	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	galliformes	TRUE	galliformes-domestic	-71.9757909721378	-36.6455443686508
H5N1.2344b.EPI_ISL_17424648.anseriformes.united_states.5_3_1_1_2_1_1_4.2022-10-01	2022-10-01	2022.75	2022-10	2022	northern america	united states	44.75294654392	-103.651025114044	profile005	5_3_1_1_2_1_1_4	dominant	anseriformes	TRUE	anseriformes-wild	-99.3297472206491	31.4721370523578
H5N1.2344b.EPI_ISL_17424639.anseriformes.united_states.5_3_1_1_2_1_1_4.2022-10-01	2022-10-01	2022.75	2022-10	2022	northern america	united states	44.75294654392	-103.651025114044	profile005	5_3_1_1_2_1_1_4	dominant	anseriformes	TRUE	anseriformes-wild	-99.3297472206491	31.4721370523578
H5N1.NA.EPI_ISL_17885929.pelecaniformes.chile.NA.2022-12-18	2022-12-18	2022.96	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885912.pelecaniformes.NA.NA.2023-01-24	2023-01-24	2023.06	2023-01	2023	NA	NA	NA	NA	profileNA	NA	NA	pelecaniformes	TRUE	other	NA	NA
H5N1.NA.EPI_ISL_18371666.suliformes.peru.NA.2022-12-01	2022-12-01	2022.92	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	suliformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_17885982.pelecaniformes.chile.NA.2023-01-25	2023-01-25	2023.07	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885971.pelecaniformes.chile.NA.2022-12-20	2022-12-20	2022.97	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885957.anseriformes.chile.NA.2023-03-07	2023-03-07	2023.18	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	anseriformes	TRUE	anseriformes-wild	-71.4454635697529	-35.6204383329149
H5N1.NA.EPI_ISL_17851850.anseriformes.united_states.NA.2022-08-31	2022-08-31	2022.66	2022-08	2022	northern america	united states	44.75294654392	-103.651025114044	profileNA	NA	NA	anseriformes	TRUE	anseriformes-wild	-82.6389467524245	40.470536265191
H5N1.NA.EPI_ISL_17851860.galliformes.united_states.NA.2022-08-31	2022-08-31	2022.66	2022-08	2022	northern america	united states	44.75294654392	-103.651025114044	profileNA	NA	NA	galliformes	TRUE	galliformes-wild	-82.6389467524245	40.470536265191
H5N1.NA.EPI_ISL_17851873.galliformes.united_states.NA.2022-09-12	2022-09-12	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profileNA	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.NA.EPI_ISL_17851854.galliformes.united_states.NA.2022-09-12	2022-09-12	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profileNA	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.2344b.EPI_ISL_17424653.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-29	2022-09-29	2022.74	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-78.8510941434989	37.521949382177
H5N1.NA.EPI_ISL_18107024.anseriformes.united_states.NA.2022-09-17	2022-09-17	2022.71	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_17851876.galliformes.united_states.NA.2022-11-03	2022-11-03	2022.84	2022-11	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.2344b.EPI_ISL_17471585.accipitriformes.united_states.4_4_8_1_2_1_1_1.2022-12-08	2022-12-08	2022.93	2022-12	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	accipitriformes	TRUE	other	-78.8510941434989	37.521949382177
H5N1.NA.EPI_ISL_17394090.anseriformes.canada.NA.2022-08-19	2022-08-19	2022.63	2022-08	2022	northern america	canada	60.4247452861293	-96.5129185126773	profile004	NA	NA	anseriformes	TRUE	anseriformes-wild	-97.4886310680955	54.7409130620601
H5N1.NA.EPI_ISL_17851903.galliformes.united_states.NA.2022-11-03	2022-11-03	2022.84	2022-11	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.NA.EPI_ISL_17851880.galliformes.united_states.NA.2022-11-03	2022-11-03	2022.84	2022-11	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	NA	NA	galliformes	TRUE	galliformes-domestic	-82.6389467524245	40.470536265191
H5N1.2344b.EPI_ISL_17690224.accipitriformes.united_states.4_4_8_1_2_1_1_1.2022-12-30	2022-12-30	2022.99	2022-12	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	accipitriformes	TRUE	other	-79.3865256785998	35.5562842108177
H5N1.NA.EPI_ISL_18107069.anseriformes.united_states.NA.2022-09-15	2022-09-15	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_18107023.anseriformes.united_states.NA.2022-09-17	2022-09-17	2022.71	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_17690223.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-14	2022-09-14	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_17471938.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-15	2022-09-15	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_17424655.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-01	2022-09-01	2022.67	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_17424651.anseriformes.united_states.4_4_8_1_2_1_1_1.2022-09-15	2022-09-15	2022.7	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_18107045.anseriformes.united_states.NA.2022-09-19	2022-09-19	2022.72	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	NA	NA	anseriformes	TRUE	anseriformes-wild	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_17424652.cathartiformes.united_states.4_4_8_1_2_1_1_1.2023-02-07	2023-02-07	2023.1	2023-02	2023	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	cathartiformes	FALSE	other	-91.9998874220998	31.0706065513525
H5N1.2344b.EPI_ISL_17424642.cathartiformes.united_states.4_4_8_1_2_1_1_1.2023-02-08	2023-02-08	2023.1	2023-02	2023	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	cathartiformes	FALSE	other	-91.9998874220998	31.0706065513525
H5N1.2344b.EPI_ISL_17424635.anseriformes.united_states.4_3_1_1_2_1_1_4.2022-10-01	2022-10-01	2022.75	2022-10	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_3_1_1_2_1_1_4	minor	anseriformes	TRUE	anseriformes-wild	-99.3297472206491	31.4721370523578
H5N1.2344b.EPI_ISL_16297371.galliformes.united_states.4_4_8_1_2_1_1_1.2022-10-10	2022-10-10	2022.77	2022-10	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-85.3002873072653	37.5351692427679
H5N1.2344b.EPI_ISL_16297345.galliformes.united_states.4_4_8_1_2_1_1_1.2022-10-14	2022-10-14	2022.78	2022-10	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-82.4431243811826	28.6269382846284
H5N1.2344b.EPI_ISL_16297086.galliformes.united_states.4_4_8_1_2_1_1_1.2022-10-28	2022-10-28	2022.82	2022-10	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-75.6520434129946	42.9905358128524
H5N1.2344b.EPI_ISL_16297352.galliformes.united_states.4_4_8_1_2_1_1_1.2022-10-13	2022-10-13	2022.78	2022-10	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-77.7988685334007	40.8784890049634
H5N1.2344b.EPI_ISL_16297347.galliformes.united_states.4_4_8_1_2_1_1_1.2022-10-14	2022-10-14	2022.78	2022-10	2022	northern america	united states	44.75294654392	-103.651025114044	profile004	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-100.466131733191	47.4503665532251
