virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,clade,collection.original,cluster.pb2,cluster.pb1,cluster.pa,cluster.ha,cluster.np,cluster.na,cluster.mp,cluster.ns,cluster.profile,profile.lab,cluster.genome,...1
H5N8,EPI_ISL_1139106,A/eurasian curlew/Netherlands/20016896-019/2020,2020-02-11,2020.836,2020-11,charadriiformes_wild,charadriiformes,Scolopacidae,numenius arquata,eurasian curlew,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,2344b,Europe / Netherlands / Provincie Friesland / Holwerd / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2195
H5N8,EPI_ISL_1139107,A/muscovy duck/Netherlands/20018067-001/2020,2020-12-11,2020.863,2020-11,anseriformes_wild,anseriformes,Anatidae,cairina moschata,muscovy duck,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / South Holland / Gemeente Nieuwkoop / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2206
H5N8,EPI_ISL_1139108,A/mute swan/Netherlands/20018754-004/2020,2020-11-24,2020.896,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,2344b,Europe / Netherlands / Provincie Friesland / Schraard / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2195
H5N8,EPI_ISL_1139109,A/mute swan/Netherlands/20018754-006/2020,2020-11-24,2020.896,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,2344b,Europe / Netherlands / Provincie Friesland / Schraard / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2195
H5N8,EPI_ISL_1139110,A/swan/Netherlands/20018830-004/2020,2020-11-25,2020.899,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus sp.,swan sp.,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,utrecht,nl.ut,52.083727924893,5.16763788059654,2344b,Europe / Netherlands / Provincie Utrecht / Mijdrecht / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2203
H5N8,EPI_ISL_1139112,A/greylag goose/Netherlands/20017386-001/2020,2020-05-11,2020.844,2020-11,anseriformes_wild,anseriformes,Anatidae,anser anser,greylag goose,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,2344b,Europe / Netherlands / Provincie Friesland / Gemeente Harlingen / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2195
H5N8,EPI_ISL_1139113,A/wild goose/Netherlands/20017819-001/2020,2020-10-11,2020.858,2020-11,anseriformes_wild,anseriformes,Anatidae,anatidae (goose sp.),goose sp.,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,utrecht,nl.ut,52.083727924893,5.16763788059654,2344b,Europe / Netherlands / Provincie Utrecht / Vinkeveen / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2203
H5N8,EPI_ISL_1139159,A/greylag goose/Netherlands/20017058-002/2020,2020-10-25,2020.814,2020-10,anseriformes_wild,anseriformes,Anatidae,anser anser,greylag goose,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,utrecht,nl.ut,52.083727924893,5.16763788059654,2344b,Europe / Netherlands / Provincie Utrecht / Kockengen / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2203
H5N8,EPI_ISL_1139160,A/pink-footed goose/Netherlands/20018068-001/2020,2020-11-14,2020.869,2020-11,anseriformes_wild,anseriformes,Anatidae,anser brachyrhynchus,pink-footed goose,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-holland,nl.nh,52.5811544669078,4.87272777813315,2344b,Europe / Netherlands / Provincie Noord-Holland / Ankeveen / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2201
H5N8,EPI_ISL_1139161,A/greylag goose/Netherlands/20018070-002/2020,2020-11-15,2020.872,2020-11,anseriformes_wild,anseriformes,Anatidae,anser anser,greylag goose,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / South Holland / Harddinxveld / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2206
H5N8,EPI_ISL_1139162,A/black swan/Netherlands/20018185-001/2020,2020-11-16,2020.874,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus atratus,black swan,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / South Holland / Gemeente Zoetermeer / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2206
H5N8,EPI_ISL_1139163,A/common buzzard/Netherlands/20018339-002/2020,2020-11-16,2020.874,2020-11,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,2344b,Europe / Netherlands / Provincie Friesland / Grou / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2195
H5N8,EPI_ISL_1139164,A/northern goshawk/Netherlands/20018560-002/2020,2020-11-22,2020.891,2020-11,accipitriformes_wild,accipitriformes,Accipitridae,accipiter gentilis,eurasian goshawk,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / South Holland / Leidschendam-Voorburg / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2206
H5N8,EPI_ISL_1139165,A/common snipe/Netherlands/20018931-003/2020,2020-11-26,2020.902,2020-11,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,utrecht,nl.ut,52.083727924893,5.16763788059654,2344b,Europe / Netherlands / Provincie Utrecht / Ameide / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2203
H5N8,EPI_ISL_1139166,A/wild goose/Netherlands/20018735-002/2020,2020-11-24,2020.896,2020-11,anseriformes_wild,anseriformes,Anatidae,anatidae (goose sp.),goose sp.,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,overijssel,nl.ov,52.4448999895994,6.44900146928843,2344b,Europe / Netherlands / Provincie Overijssel / Gemeente Almelo / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2202
H5N8,EPI_ISL_1139167,A/barnacle goose/Netherlands/20018737-002/2020,2020-11-24,2020.896,2020-11,anseriformes_wild,anseriformes,Anatidae,branta leucopsis,barnacle goose,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / South Holland / Gemeente Papendrecht / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2206
H5N8,EPI_ISL_1139168,A/mute swan/Netherlands/20018738-001/2020,2020-11-24,2020.896,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / South Holland / Rockanje / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2206
H5N8,EPI_ISL_1139169,A/peregrine falcon/Netherlands/20018821-002/2020,2020-11-25,2020.899,2020-11,falconiformes_wild,falconiformes,Falconidae,falco peregrinus,peregrine falcon,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,gelderland,nl.ge,52.0617180422494,5.94466833784019,2344b,Europe / Netherlands / Provincie Gelderland / Garderen / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2196
H5N8,EPI_ISL_1139170,A/wild goose/Netherlands/20018822-002/2020,2020-11-25,2020.899,2020-11,anseriformes_wild,anseriformes,Anatidae,anatidae (goose sp.),goose sp.,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,utrecht,nl.ut,52.083727924893,5.16763788059654,2344b,Europe / Netherlands / Provincie Utrecht / Gemeente Oudewater / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2203
H5N8,EPI_ISL_1139171,A/mute swan/Netherlands/20018824-002/2020,2020-11-25,2020.899,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,utrecht,nl.ut,52.083727924893,5.16763788059654,2344b,Europe / Netherlands / Provincie Utrecht / Harmelen / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2203
H5N8,EPI_ISL_1139172,A/mute swan/Netherlands/20018923-001/2020,2020-11-26,2020.902,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / South Holland / Stellendam / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2206
H5N8,EPI_ISL_1139173,A/mute swan/Netherlands/20019137-005/2020,2020-11-30,2020.913,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / South Holland / Alphen a/d Rijn / /d Rijn,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2206
H5N8,EPI_ISL_1180234,A/mute swan/Czech Republic/1656-1/2021,2021-01-24,2021.063,2021-01,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihočeský,cz.ck,49.0928166218663,14.4391547985202,2344b,"Europe / Czech Republic / Jihocesky Kraj / Okres Ceske Budejovice / Haklovy Dvory, Starohaklovsky pond",3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,687
H5N8,EPI_ISL_1184508,A/chicken/Miyazaki/L10T/2021,2021-02-24,2021.148,2021-02,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,2344b,Asia / Japan / Miyazaki / NA / NA,1,1,15,2,1,3,1,2,1_1_15_2_1_3_1_2,H5N8/2020/R5_Asia,16,1448
H5N8,EPI_ISL_1184509,A/chicken/Miyazaki/L1T/2021,2021-02-24,2021.148,2021-02,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,2344b,Asia / Japan / Miyazaki / NA / NA,1,1,15,2,1,3,1,2,1_1_15_2_1_3_1_2,H5N8/2020/R5_Asia,16,1448
H5N8,EPI_ISL_1184510,A/chicken/Miyazaki/L4T/2021,2021-02-24,2021.148,2021-02,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,2344b,Asia / Japan / Miyazaki / NA / NA,1,1,15,2,1,3,1,2,1_1_15_2_1_3_1_2,H5N8/2020/R5_Asia,16,1448
H5N8,EPI_ISL_1184511,A/chicken/Miyazaki/L9T/2021,2021-02-24,2021.148,2021-02,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,2344b,Asia / Japan / Miyazaki / NA / NA,1,1,15,2,1,3,1,2,1_1_15_2_1_3_1_2,H5N8/2020/R5_Asia,16,1448
H5N8,EPI_ISL_1184517,A/eastern buzzard/Toyama/160208C/2021,2021-02-24,2021.148,2021-02,accipitriformes_wild,accipitriformes,Accipitridae,buteo japonicus,eastern buzzard,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,toyama,jp.ty,36.6374969915777,137.269020761504,2344b,Asia / Japan / Toyama / NA / NA,9,1,5,2,1,3,1,2,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,1466
H5N8,EPI_ISL_1184518,A/eastern buzzard/Toyama/160208T/2021,2021-02-24,2021.148,2021-02,accipitriformes_wild,accipitriformes,Accipitridae,buteo japonicus,eastern buzzard,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,toyama,jp.ty,36.6374969915777,137.269020761504,2344b,Asia / Japan / Toyama / NA / NA,9,1,5,2,1,3,1,2,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,1466
H5N8,EPI_ISL_1185026,A/chicken/Astrakhan/2171-1/2020,2020-07-12,2020.932,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,russia,rus,66.0376616061812,95.7970903417469,astrakhan',ru.as,47.1064465901659,47.3587677312838,2344b,Europe / Russia / Astrakhan Oblast / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2651
H5N3,EPI_ISL_1205485,A/red knot/Germany-SH/AI03419/2020,2020-12-14,2020.951,2020-12,charadriiformes_wild,charadriiformes,Scolopacidae,calidris canutus,red knot,bird,wild,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,2344b,Europe / Germany / Schleswig-Holstein / Nordfriesland / NA,1,1,19,1,7,14,1,1,1_1_19_1_7_14_1_1,H5N3/2020/R1_Europe,64,715
H5N3,EPI_ISL_1205487,A/red knot/Germany-SH/AI03421/2020,2020-12-14,2020.951,2020-12,charadriiformes_wild,charadriiformes,Scolopacidae,calidris canutus,red knot,bird,wild,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,2344b,Europe / Germany / Schleswig-Holstein / Nordfriesland / NA,1,1,19,1,7,14,1,1,1_1_19_1_7_14_1_1,H5N3/2020/R1_Europe,64,715
H5N3,EPI_ISL_1205489,A/red knot/Germany-SH/AI03424/2020,2020-12-16,2020.956,2020-12,charadriiformes_wild,charadriiformes,Scolopacidae,calidris canutus,red knot,bird,wild,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,2344b,Europe / Germany / Schleswig-Holstein / Nordfriesland / NA,1,1,19,1,7,14,1,1,1_1_19_1_7_14_1_1,H5N3/2020/R1_Europe,64,715
H5N8,EPI_ISL_1224942,A/peacock/Netherlands/21022591-002/2021,2021-01-02,2021.085,2021-02,galliformes_domestic,galliformes,Phasianidae,pavo cristatus (domestic type),indian peafowl (domestic type),bird,domestic,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-holland,nl.nh,52.5811544669078,4.87272777813315,2344b,Europe / Netherlands / Provincie Noord-Holland / Gemeente Zaanstad / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2201
H5N1,EPI_ISL_1224946,A/barnacle goose/Netherlands/21022611-001/2021,2021-01-31,2021.082,2021-01,anseriformes_wild,anseriformes,Anatidae,branta leucopsis,barnacle goose,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,2344b,Europe / Netherlands / Provincie Friesland / Paesens / NA,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2195
H5N8,EPI_ISL_1224949,A/mute swan/Netherlands/21022898-002/2021,2021-04-02,2021.093,2021-02,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / South Holland / Gemeente Hellevoetsluis / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2206
H5N1,EPI_ISL_1224989,A/common buzzard/Netherlands/21022834-002/2021,2021-01-02,2021.085,2021-02,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,2344b,Europe / Netherlands / Provincie Friesland / Gemeente Weststellingwerf / NA,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2195
H5N4,EPI_ISL_1225077,A/european herring gull/Netherlands/21023937-002/2021,2021-02-21,2021.14,2021-02,charadriiformes_wild,charadriiformes,Laridae,larus argentatus,herring gull,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / South Holland / Midden-Delfland / NA,1,1,32,1,1,19,1,15,1_1_32_1_1_19_1_15,NA,100,2206
H5N4,EPI_ISL_1225079,A/eurasian curlew/Netherlands/21024069-002/2021,2021-02-15,2021.123,2021-02,charadriiformes_wild,charadriiformes,Scolopacidae,numenius arquata,eurasian curlew,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,2344b,Europe / Netherlands / Provincie Friesland / Gemeente Harlingen / NA,1,1,2,1,1,19,1,15,1_1_2_1_1_19_1_15,NA,100,2195
H5N5,EPI_ISL_1238195,A/Chicken/Sweden/SVA210302SZ0564/KN052345-IP12/2021,2021-02-03,2021.164,2021-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern europe,sweden,swe,62.374013544985,16.2835241791686,skåne,se.sn,55.9474024317265,13.595146733816,2344b,Europe / Sweden / Skane Lan / Trelleborgs Kommun / NA,3,2,2,1,1,7,1,2,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2926
H5N8,EPI_ISL_1279262,A/mute swan/Croatia/14/2021,2021-01-03,2021.162,2021-03,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,southern europe,croatia,hrv,45.0210446789036,16.3887129948206,vukovarsko-srijemska,hr.vs,45.1789051758503,18.8780624838969,2344b,"Europe / Croatia / Vukovarsko-Srijemska Zupanija / River Bosut, PodgraÄ‘e / NA",3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,1152
H5N1,EPI_ISL_1290965,A/duck/Laos/NL-2072061/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,10,10,17,5,16,17_11_17_10_10_17_5_16,H5N1/2020/R1_Asia,26,3777
H5N1,EPI_ISL_1290966,A/duck/Laos/NL-2072062/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,10,10,17,5,16,17_11_17_10_10_17_5_16,H5N1/2020/R1_Asia,26,3777
H5N1,EPI_ISL_1290967,A/duck/Laos/NL-2072064/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,10,10,17,5,16,17_11_17_10_10_17_5_16,H5N1/2020/R1_Asia,26,3777
H5N1,EPI_ISL_1290968,A/duck/Laos/NL-2072065/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,10,10,17,5,16,17_11_17_10_10_17_5_16,H5N1/2020/R1_Asia,26,3777
H5N1,EPI_ISL_1290969,A/duck/Laos/NL-2072067/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,10,10,17,5,16,17_11_17_10_10_17_5_16,H5N1/2020/R1_Asia,26,3777
H5N1,EPI_ISL_1290970,A/duck/Laos/NL-2072068/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,10,10,17,5,16,17_11_17_10_10_17_5_16,H5N1/2020/R1_Asia,26,3777
H5N1,EPI_ISL_1290971,A/duck/Laos/NL-2072069/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,10,10,17,5,16,17_11_17_10_10_17_5_16,H5N1/2020/R1_Asia,26,3777
H5N1,EPI_ISL_1290972,A/duck/Laos/NL-2072070/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,16,10,28,5,24,17_11_17_16_10_28_5_24,NA,26,3777
H5N1,EPI_ISL_1290973,A/duck/Laos/NL-2072071/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,16,10,28,5,24,17_11_17_16_10_28_5_24,NA,26,3777
H5N1,EPI_ISL_1290974,A/duck/Laos/NL-2072072/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,16,10,28,5,24,17_11_17_16_10_28_5_24,NA,26,3777
H5N1,EPI_ISL_1290975,A/duck/Laos/NL-2072073/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,16,10,28,5,24,17_11_17_16_10_28_5_24,NA,26,3777
H5N1,EPI_ISL_1291195,A/duck/Laos/NL-2072060/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,10,10,17,5,16,17_11_17_10_10_17_5_16,H5N1/2020/R1_Asia,26,3777
H5N1,EPI_ISL_1291196,A/duck/Laos/NL-2072063/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,10,10,17,5,16,17_11_17_10_10_17_5_16,H5N1/2020/R1_Asia,26,3777
H5N1,EPI_ISL_1291197,A/duck/Laos/NL-2072066/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,south-eastern asia,laos,lao,18.4826189425148,103.803936160825,NA,NA,NA,NA,2321c,Asia / Laos / NA / NA / NA,17,11,17,10,10,17,5,16,17_11_17_10_10_17_5_16,H5N1/2020/R1_Asia,26,3777
H5N8,EPI_ISL_1295638,A/mute_swan/Norway/FU48/2021,2021-01-26,2021.068,2021-01,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,northern europe,norway,nor,63.9836330810339,12.3044196327525,NA,NA,NA,NA,2344b,Europe / Norway / NA / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,3819
H5N8,EPI_ISL_1295639,A/turkey/Norway/FU496/2020,2020-11-30,2020.913,2020-11,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,northern europe,norway,nor,63.9836330810339,12.3044196327525,NA,NA,NA,NA,2344b,Europe / Norway / NA / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,3819
H5N8,EPI_ISL_1303550,A/Chichen/Sweden/SVA210313SZ0001/KN066654-IP15/2021,2021-03-13,2021.195,2021-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern europe,sweden,swe,62.374013544985,16.2835241791686,gotland,se.gt,57.5128828372686,18.541723046906,2344b,Europe / Sweden / Ostergotlands Lan / Linkopings Kommun / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2917
H5N8,EPI_ISL_1303776,A/Chicken/Sweden/SVA210313SZ0003/KN066666-IP16/2021,2021-03-13,2021.195,2021-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern europe,sweden,swe,62.374013544985,16.2835241791686,skåne,se.sn,55.9474024317265,13.595146733816,2344b,Europe / Sweden / Skane Lan / Sjobo Kommun / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2926
