tipnames	collection_date	collection_datedecimal	collection_datemonth	collection_dateyear	collection_regionname	collection_countryname	collection_countrylat	collection_countrylong	cluster_number	profile	cluster_profileclass	host_order	host_isbird	host_simplifiedhost	tiplocation_lon	tiplocation_lat
H5N8.2344b.EPI_ISL_5260458.anseriformes.china.3_2_3_1_1_2_1_2.2021-01-23	2021-01-23	2021.06	2021-01	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_5260459.anseriformes.china.3_2_3_1_1_2_1_2.2021-01-23	2021-01-23	2021.06	2021-01	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_5260460.anseriformes.china.3_2_3_1_1_2_1_2.2021-01-23	2021-01-23	2021.06	2021-01	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_5260461.anseriformes.china.3_2_3_1_1_2_1_2.2021-02-22	2021-02-22	2021.14	2021-02	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_5260462.anseriformes.china.3_2_3_1_1_2_1_2.2020-11-10	2020-11-10	2020.86	2020-11	2020	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	112.274268590565	37.5496375119255
H5N8.2344b.EPI_ISL_5260463.anseriformes.china.3_2_3_1_1_2_1_2.2020-11-10	2020-11-10	2020.86	2020-11	2020	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	112.274268590565	37.5496375119255
H5N8.2344b.EPI_ISL_5260464.gruiformes.china.3_2_3_1_1_2_1_2.2021-01-23	2021-01-23	2021.06	2021-01	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	gruiformes	TRUE	other	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_5260465.pelecaniformes.china.3_2_3_1_1_2_1_2.2021-01-26	2021-01-26	2021.07	2021-01	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	pelecaniformes	TRUE	other	119.470797338049	32.9645721858222
H5N8.2344b.EPI_ISL_5260466.podicipediformes.china.3_2_3_1_1_2_1_2.2021-02-22	2021-02-22	2021.14	2021-02	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	podicipediformes	TRUE	other	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_5260467.podicipediformes.china.3_2_3_1_1_2_1_2.2021-06-05	2021-06-05	2021.42	2021-06	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	podicipediformes	TRUE	other	108.845281415025	35.1531910315733
H5N8.2344b.EPI_ISL_5260468.podicipediformes.china.3_2_3_1_1_2_1_2.2021-06-15	2021-06-15	2021.45	2021-06	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	podicipediformes	TRUE	other	106.161545856493	37.2602231520297
H5N8.2344b.EPI_ISL_5260469.anseriformes.china.3_2_3_1_1_2_1_2.2021-01-26	2021-01-26	2021.07	2021-01	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	119.470797338049	32.9645721858222
H5N8.2344b.EPI_ISL_5260470.anseriformes.china.3_2_3_1_1_2_1_2.2021-01-23	2021-01-23	2021.06	2021-01	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_5862398.anseriformes.united_states.3_2_3_1_1_2_1_2.2020-10-16	2020-10-16	2020.79	2020-10	2020	northern america	united states	44.75294654392	-103.651025114044	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	-83.4405725551842	32.6403385373358
H5N8.2344b.EPI_ISL_5865550.anseriformes.united_states.3_2_3_1_1_2_1_2.2020-10-02	2020-10-02	2020.75	2020-10	2020	northern america	united states	44.75294654392	-103.651025114044	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	-83.4405725551842	32.6403385373358
H5N8.2344b.EPI_ISL_5865629.anseriformes.united_states.3_2_3_1_1_2_1_2.2020-10-16	2020-10-16	2020.79	2020-10	2020	northern america	united states	44.75294654392	-103.651025114044	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	-83.4405725551842	32.6403385373358
H5N8.2344b.EPI_ISL_5865682.anseriformes.united_states.3_2_3_1_1_2_1_2.2020-10-02	2020-10-02	2020.75	2020-10	2020	northern america	united states	44.75294654392	-103.651025114044	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	-83.4405725551842	32.6403385373358
H5N8.2344b.EPI_ISL_5865695.anseriformes.united_states.3_2_3_1_1_2_1_2.2020-09-29	2020-09-29	2020.74	2020-09	2020	northern america	united states	44.75294654392	-103.651025114044	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	-83.4405725551842	32.6403385373358
H5N8.2344b.EPI_ISL_6829497.gruiformes.japan.3_2_3_1_1_47_1_2.2021-11-19	2021-11-19	2021.88	2021-11	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile047	3_2_3_1_1_47_1_2	minor	gruiformes	TRUE	other	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_6829536.galliformes.japan.3_2_3_1_1_47_1_2.2021-11-14	2021-11-14	2021.87	2021-11	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile047	3_2_3_1_1_47_1_2	minor	galliformes	TRUE	galliformes-domestic	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_7192735.anseriformes.china.3_2_3_1_1_2_1_2.2021	NA	NA	2021-01	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	102.711402322843	30.6066264180489
H5N8.2344b.EPI_ISL_7349517.anseriformes.china.3_2_3_1_1_2_1_2.2021	NA	NA	2021-01	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	102.711402322843	30.6066264180489
H5N8.2344b.EPI_ISL_7381026.galliformes.china.3_2_3_1_1_2_1_2.2021	NA	NA	2021-03	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	galliformes	TRUE	galliformes-domestic	122.600275282862	41.2987124958383
H5N8.2344b.EPI_ISL_7381065.anseriformes.china.3_2_3_1_1_2_1_2.2021	NA	NA	2021-03	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_7381103.anseriformes.china.3_31_3_1_1_2_1_2.2021	NA	NA	2021-03	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_31_3_1_1_2_1_2	minor	anseriformes	TRUE	anseriformes-wild	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_7381115.anseriformes.china.3_2_3_1_1_2_1_2.2021	NA	NA	2021-06	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	122.600275282862	41.2987124958383
H5N8.2344b.EPI_ISL_7381183.anseriformes.china.3_2_3_1_32_2_1_2.2021	NA	NA	2021-04	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_32_2_1_2	minor	anseriformes	TRUE	anseriformes-wild	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_7381397.anseriformes.china.3_2_3_1_1_2_1_2.2021	NA	NA	2021-05	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_7381423.anseriformes.china.3_2_3_1_1_2_1_2.2021	NA	NA	2021-07	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_7381438.anseriformes.china.3_2_3_1_1_2_1_2.2021	NA	NA	2021-08	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	113.398153372919	23.33624359406
H5N8.2344b.EPI_ISL_7381448.galliformes.china.3_2_3_1_1_2_1_9.2021	NA	NA	2021-07	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_9	minor	galliformes	TRUE	galliformes-domestic	108.782865094166	23.82591453975
H5N8.2344b.EPI_ISL_7381695.anseriformes.china.3_2_3_1_1_2_1_2.2021	NA	NA	2021-08	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	113.398153372919	23.33624359406
H5N8.2344b.EPI_ISL_17088884.anseriformes.china.3_2_3_1_1_2_1_2.2021-01-29	2021-01-29	2021.08	2021-01	2021	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	120.086382279697	29.1745873279179
H5N8.2344b.EPI_ISL_759850.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-23	2020-12-23	2020.98	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_759851.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-23	2020-12-23	2020.98	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_759852.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-23	2020-12-23	2020.98	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_759853.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-23	2020-12-23	2020.98	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_759854.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-22	2020-12-22	2020.97	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_759855.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-22	2020-12-22	2020.97	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_759856.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-22	2020-12-22	2020.97	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_759857.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-22	2020-12-22	2020.97	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_854595.galliformes.japan.6_1_5_2_1_3_1_2.2021-01-10	2021-01-10	2021.02	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_854596.galliformes.japan.6_1_5_2_1_3_1_2.2021-01-10	2021-01-10	2021.02	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_854597.galliformes.japan.6_1_5_2_1_3_1_2.2021-01-10	2021-01-10	2021.02	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_854598.galliformes.japan.6_1_5_2_1_3_1_2.2021-01-10	2021-01-10	2021.02	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_854599.galliformes.japan.6_1_5_2_1_3_1_2.2021-01-01	2021-01-01	2021	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	137.055033768037	35.7777527627362
H5N8.2344b.EPI_ISL_854600.galliformes.japan.6_1_5_2_1_3_1_2.2021-01-01	2021-01-01	2021	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	137.055033768037	35.7777527627362
H5N8.2344b.EPI_ISL_854601.galliformes.japan.6_1_5_2_1_3_1_2.2021-01-01	2021-01-01	2021	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	137.055033768037	35.7777527627362
H5N8.2344b.EPI_ISL_854602.galliformes.japan.6_1_5_2_1_3_1_2.2021-01-01	2021-01-01	2021	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	137.055033768037	35.7777527627362
H5N8.2344b.EPI_ISL_854603.galliformes.japan.6_1_5_2_1_3_1_2.2021-01-01	2021-01-01	2021	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	137.055033768037	35.7777527627362
H5N8.2344b.EPI_ISL_854604.galliformes.japan.6_1_5_2_1_3_1_2.2021-01-01	2021-01-01	2021	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	137.055033768037	35.7777527627362
H5N8.2344b.EPI_ISL_854605.galliformes.japan.9_1_5_2_1_3_1_2.2021-01-12	2021-01-12	2021.03	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_854606.galliformes.japan.9_1_5_2_1_3_1_2.2021-01-12	2021-01-12	2021.03	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_854607.galliformes.japan.9_1_5_2_1_3_1_2.2021-01-12	2021-01-12	2021.03	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_854608.galliformes.japan.9_1_5_2_1_3_1_2.2021-01-12	2021-01-12	2021.03	2021-01	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_854609.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-29	2020-12-29	2020.99	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_854610.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-29	2020-12-29	2020.99	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_854611.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-29	2020-12-29	2020.99	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_854612.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-29	2020-12-29	2020.99	2020-12	2020	eastern asia	japan	37.3996665395305	137.574137168765	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_977582.anseriformes.china.3_2_3_1_1_2_1_2.2020-12-29	2020-12-29	2020.99	2020-12	2020	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	116.40878248942	40.1838367941588
H5N8.2344b.EPI_ISL_977595.anseriformes.china.3_2_3_1_1_2_1_2.2020-12-31	2020-12-31	2021	2020-12	2020	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	112.274268590565	37.5496375119255
H5N8.2344b.EPI_ISL_977599.anseriformes.china.3_2_3_1_1_2_1_2.2020-12-21	2020-12-21	2020.97	2020-12	2020	eastern asia	china	36.6848135465548	103.513718494908	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	116.40878248942	40.1838367941588
H5N8.2344b.EPI_ISL_985179.anseriformes.south_korea.6_1_5_2_1_3_1_2.2020-11-26	2020-11-26	2020.9	2020-11	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	6_1_5_2_1_3_1_2	dominant	anseriformes	TRUE	anseriformes-wild	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985180.galliformes.south_korea.6_1_5_2_1_3_1_2.2020-12-01	2020-12-01	2020.92	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	128.748576389097	36.3474789243827
H5N8.2344b.EPI_ISL_985181.anseriformes.south_korea.1_1_15_2_1_3_1_14.2020-12-04	2020-12-04	2020.92	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	1_1_15_2_1_3_1_14	major	anseriformes	TRUE	anseriformes-wild	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985182.galliformes.south_korea.1_1_15_2_1_3_1_14.2020-12-06	2020-12-06	2020.93	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	1_1_15_2_1_3_1_14	major	galliformes	TRUE	galliformes-domestic	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_985183.galliformes.south_korea.9_1_5_2_1_3_1_2.2020-12-07	2020-12-07	2020.93	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-wild	127.830446360213	36.737850075983
H5N8.2344b.EPI_ISL_985184.anseriformes.south_korea.3_2_3_1_1_2_1_2.2020-12-08	2020-12-08	2020.93	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985185.galliformes.south_korea.1_1_15_2_1_3_1_14.2020-12-08	2020-12-08	2020.93	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	1_1_15_2_1_3_1_14	major	galliformes	TRUE	galliformes-wild	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_985186.anseriformes.south_korea.6_1_5_2_1_3_1_2.2020-12-09	2020-12-09	2020.94	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	6_1_5_2_1_3_1_2	dominant	anseriformes	TRUE	anseriformes-wild	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985187.anseriformes.south_korea.3_2_3_1_1_2_1_2.2020-12-10	2020-12-10	2020.94	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985188.anseriformes.south_korea.9_1_5_2_1_3_1_2.2020-12-10	2020-12-10	2020.94	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	9_1_5_2_1_3_1_2	major	anseriformes	TRUE	anseriformes-wild	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985189.anseriformes.south_korea.1_1_15_2_1_3_1_2.2020-12-11	2020-12-11	2020.94	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	1_1_15_2_1_3_1_2	major	anseriformes	TRUE	anseriformes-wild	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985190.anseriformes.south_korea.1_16_5_2_1_3_1_2.2020-12-11	2020-12-11	2020.94	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	1_16_5_2_1_3_1_2	minor	anseriformes	TRUE	anseriformes-wild	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985191.galliformes.south_korea.3_2_3_1_1_2_1_2.2020-12-12	2020-12-12	2020.95	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile002	3_2_3_1_1_2_1_2	dominant	galliformes	TRUE	galliformes-domestic	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_985192.galliformes.south_korea.9_1_5_2_1_3_1_2.2020-12-14	2020-12-14	2020.95	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	9_1_5_2_1_3_1_2	major	galliformes	TRUE	galliformes-domestic	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985193.galliformes.south_korea.6_1_5_2_1_3_1_2.2020-12-14	2020-12-14	2020.95	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	6_1_5_2_1_3_1_2	dominant	galliformes	TRUE	galliformes-domestic	128.748576389097	36.3474789243827
H5N8.2344b.EPI_ISL_985194.anseriformes.south_korea.3_2_3_1_1_2_1_2.2020-12-14	2020-12-14	2020.95	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_985195.galliformes.south_korea.1_1_15_2_1_3_1_14.2020-12-16	2020-12-16	2020.96	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	1_1_15_2_1_3_1_14	major	galliformes	TRUE	galliformes-domestic	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_985196.anseriformes.south_korea.3_2_3_1_1_2_1_2.2020-12-16	2020-12-16	2020.96	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985197.anseriformes.south_korea.3_2_3_1_1_2_1_2.2020-12-20	2020-12-20	2020.97	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_985198.galliformes.south_korea.1_1_15_2_1_3_1_14.2020-12-21	2020-12-21	2020.97	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	1_1_15_2_1_3_1_14	major	galliformes	TRUE	galliformes-domestic	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_985199.galliformes.south_korea.3_2_3_1_1_2_1_2.2020-12-22	2020-12-22	2020.97	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile002	3_2_3_1_1_2_1_2	dominant	galliformes	TRUE	galliformes-domestic	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_985200.anseriformes.south_korea.1_1_15_2_1_3_1_14.2020-12-22	2020-12-22	2020.97	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	1_1_15_2_1_3_1_14	major	anseriformes	TRUE	anseriformes-wild	127.830446360213	36.737850075983
H5N8.2344b.EPI_ISL_985201.anseriformes.south_korea.9_1_5_2_1_3_1_2.2020-12-22	2020-12-22	2020.97	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	9_1_5_2_1_3_1_2	major	anseriformes	TRUE	anseriformes-wild	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985202.anseriformes.south_korea.9_1_5_2_1_3_1_2.2020-12-23	2020-12-23	2020.98	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	9_1_5_2_1_3_1_2	major	anseriformes	TRUE	anseriformes-wild	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985203.anseriformes.south_korea.9_1_5_2_1_3_1_2.2020-12-23	2020-12-23	2020.98	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	9_1_5_2_1_3_1_2	major	anseriformes	TRUE	anseriformes-wild	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985204.anseriformes.south_korea.6_1_5_2_1_3_1_2.2020-12-23	2020-12-23	2020.98	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile003	6_1_5_2_1_3_1_2	dominant	anseriformes	TRUE	anseriformes-wild	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985205.anseriformes.south_korea.3_2_3_1_1_2_1_2.2020-12-24	2020-12-24	2020.98	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile002	3_2_3_1_1_2_1_2	dominant	anseriformes	TRUE	anseriformes-wild	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_985206.galliformes.south_korea.3_2_3_1_1_2_1_2.2020-12-25	2020-12-25	2020.98	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile002	3_2_3_1_1_2_1_2	dominant	galliformes	TRUE	galliformes-domestic	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_985207.galliformes.south_korea.3_2_3_1_1_2_1_2.2020-12-25	2020-12-25	2020.98	2020-12	2020	eastern asia	south korea	36.341057964317	127.784630688405	profile002	3_2_3_1_1_2_1_2	dominant	galliformes	TRUE	galliformes-domestic	128.748576389097	36.3474789243827
