tipnames	virus.subtype	host.class	host.order	collection.region.name	tiplocation_lat	tiplocation_lon	cluster.number
H5N8.EPI_ISL_978904.Galliformes.japan.1.2021-01-30	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411	profile001
H5N8.EPI_ISL_7381115.Anseriformes.china.1.2021-06	H5N8	Anseriformes_wild	Anseriformes	eastern asia	41.7315285	123.2575966	profile001
H5N8.EPI_ISL_china_2.Galliformes.china.1.2021-05-31	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.844419	117.254331	profile001
H5N8.EPI_ISL_china_3.Galliformes.china.1.2021-06-26	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.844419	117.254331	profile001
H5N8.EPI_ISL_7381183.Anseriformes.china.279.2021-04	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.674306	117.059933	profile001
H5N8.EPI_ISL_1009689.Galliformes.south_korea.1.2021-01-03	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.5184	126.8	profile001
H5N8.EPI_ISL_985197.Anseriformes.south_korea.1.2020-12-20	H5N8	Anseriformes_wild	Anseriformes	eastern asia	44.4957481	11.2946868	profile001
H5N8.EPI_ISL_1114725.Anseriformes.japan.1.2021-01-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.5965535	130.5571158	profile001
H5N8.EPI_ISL_16718465.Gruiformes.japan.1.2021-01-16	H5N8	Gruiformes_wild	Gruiformes	eastern asia	31.5965535	130.5571158	profile001
H5N8.EPI_ISL_17805905.Anseriformes.japan.1.2021-01-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.204824	138.252924	profile001
H5N8.EPI_ISL_15613492.Anseriformes.japan.NA.2021-01-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.9076736	131.4202411	profile001
H5N8.EPI_ISL_5260444.Anseriformes.china.1.2021-03-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	29.1557051	113.7157613	profile001
H5N8.EPI_ISL_14835974.Anseriformes.china.1.2020-11-13	H5N8	Anseriformes_wild	Anseriformes	eastern asia	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_5260465.Pelecaniformes.china.1.2021-01-26	H5N8	Pelecaniformes_wild	Pelecaniformes	eastern asia	32.0922799	118.6126374	profile001
H5N8.EPI_ISL_1009688.Galliformes.south_korea.1.2021-01-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.8679	126.991	profile001
H5N8.EPI_ISL_985184.Anseriformes.south_korea.1.2020-12-08	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991	profile001
H5N8.EPI_ISL_1009682.Galliformes.south_korea.1.2020-12-29	H5N8	Galliformes_domestic	Galliformes	eastern asia	44.4957481	11.2946868	profile001
H5N8.EPI_ISL_985211.Anseriformes.south_korea.1.2020-12-28	H5N8	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244	profile001
H5N8.EPI_ISL_7380500.Anseriformes.china.1.2021-02-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.674306	117.059933	profile001
H5N8.EPI_ISL_14775517.Anseriformes.china.1.2021-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	38.3905141	114.8555706	profile001
H5N8.EPI_ISL_5260435.Anseriformes.china.1.2021-04-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_6816057.environment.china.NA.2021-11-01	H5N8	unknown	environment	eastern asia	35.86166	104.195397	profile001
H5N6.EPI_ISL_6914131.Galliformes.china.61.2021-06-10	H5N6	Galliformes_domestic	Galliformes	eastern asia	29.56301	106.551557	profile001
H5N6.EPI_ISL_4568644.NA.china.NA.2021-07-09	H5N6	unknown	NA	eastern asia	29.56301	106.551557	profile001
H5N6.EPI_ISL_11208198.Anseriformes.china.61.2021-11-02	H5N6	Anseriformes_wild	Anseriformes	eastern asia	24.9494565	103.9504529	profile001
H5N6.EPI_ISL_4558108.NA.china.NA.2021-07-05	H5N6	unknown	NA	eastern asia	30.632278	104.086793	profile001
H5N6.EPI_ISL_3090099.Primates.china.61.2021-07-03	H5N6	Primates_wild	Primates	eastern asia	30.632278	104.086793	profile001
H5N6.EPI_ISL_6760679.Anseriformes.china.61.2021-07	H5N6	Anseriformes_wild	Anseriformes	eastern asia	30.632278	104.086793	profile001
H5N6.EPI_ISL_18058055.Anseriformes.china.NA.2021-05-01	H5N6	Anseriformes_wild	Anseriformes	eastern asia	30.632278	104.086793	profile001
H5N6.EPI_ISL_6758007.Anseriformes.china.61.2021-04	H5N6	Anseriformes_wild	Anseriformes	eastern asia	30.632278	104.086793	profile001
H5N6.EPI_ISL_6760682.Galliformes.china.61.2021-07	H5N6	Galliformes_domestic	Galliformes	eastern asia	30.632278	104.086793	profile001
H5N8.EPI_ISL_14770165.Gruiformes.china.1.2020-12-31	H5N8	Gruiformes_wild	Gruiformes	eastern asia	36.674306	117.059933	profile001
H5N8.EPI_ISL_14770164.Gruiformes.china.1.2020-12-31	H5N8	Gruiformes_wild	Gruiformes	eastern asia	36.674306	117.059933	profile001
H5N8.EPI_ISL_1009685.Anseriformes.south_korea.1.2020-12-30	H5N8	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244	profile001
H5N8.EPI_ISL_14836079.Anseriformes.china.1.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_5863359.Anseriformes.georgia.1.2020-10-27	H5N8	Anseriformes_wild	Anseriformes	western asia	42.315407	43.356892	profile001
H5N8.EPI_ISL_3314946.Anseriformes.sweden.1.2021-03-17	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999	profile001
NA.EPI_ISL_2318900.Anseriformes.sweden.NA.2021-03-23	NA	Anseriformes_wild	Anseriformes	northern europe	60.128161	18.643501	profile001
H5N8.EPI_ISL_1114748.Galliformes.russia.1.2020-10-25	H5N8	Galliformes_domestic	Galliformes	eastern europe	47.2357	39.7015	profile001
H5N8.EPI_ISL_1114747.Galliformes.russia.1.2020-10-25	H5N8	Galliformes_domestic	Galliformes	eastern europe	47.2357	39.7015	profile001
H5N8.EPI_ISL_5098134.Anseriformes.germany.1.2020-12-16	H5N8	Anseriformes_wild	Anseriformes	western europe	52.6367036	9.8450765	profile001
H5N8.EPI_ISL_5099462.Galliformes.germany.1.2021-02-24	H5N8	Galliformes_domestic	Galliformes	western europe	47.795204	12.533457	profile001
H5N8.EPI_ISL_1279936.Anseriformes.croatia.NA.2021-03-08	H5N8	Anseriformes_wild	Anseriformes	southern europe	45.1	15.2	profile001
H5N8.EPI_ISL_1279262.Anseriformes.croatia.1.2021-03-01	H5N8	Anseriformes_wild	Anseriformes	southern europe	45.1773552	18.8053527	profile001
H5N8.EPI_ISL_1719914.Anseriformes.bulgaria.1.2021-02-04	H5N8	Anseriformes_domestic	Anseriformes	eastern europe	43.4082397	24.6203049000001	profile001
H5N8.EPI_ISL_1719913.Galliformes.bulgaria.1.2021-02-01	H5N8	Galliformes_domestic	Galliformes	eastern europe	43.4082397	24.6203049000001	profile001
H5N8.EPI_ISL_3128534.Galliformes.albania.1.2021-06-04	H5N8	Galliformes_domestic	Galliformes	southern europe	41.153332	20.168331	profile001
H5N8.EPI_ISL_1114763.Galliformes.russia.1.2021-01-05	H5N8	Galliformes_domestic	Galliformes	eastern europe	45.0355	38.1576	profile001
H5N8.EPI_ISL_1093426.Charadriiformes.sweden.1.2021-02-07	H5N8	Charadriiformes_wild	Charadriiformes	northern europe	55.9902572	13.5957691999999	profile001
H5N8.EPI_ISL_5145613.Galliformes.germany.1.2021-03-01	H5N8	Galliformes_domestic	Galliformes	western europe	47.795204	12.533457	profile001
H5N8.EPI_ISL_5098153.Anseriformes.germany.1.2020-11-19	H5N8	Anseriformes_wild	Anseriformes	western europe	52.6367036	9.8450765	profile001
H5N8.EPI_ISL_5098158.Galliformes.germany.1.2021-02-15	H5N8	Galliformes_domestic	Galliformes	western europe	52.408418	12.562492	profile001
H5N8.EPI_ISL_5095645.Galliformes.germany.1.2021-01-26	H5N8	Galliformes_domestic	Galliformes	western europe	53.6126505	12.4295953	profile001
H5N8.EPI_ISL_5099628.Anseriformes.germany.1.2021-02-17	H5N8	Anseriformes_domestic	Anseriformes	western europe	52.408418	12.562492	profile001
H5N8.EPI_ISL_5095650.Galliformes.germany.1.2021-01-30	H5N8	Galliformes_domestic	Galliformes	western europe	52.408418	12.562492	profile001
H5N8.EPI_ISL_5126214.Strigiformes.germany.1.2021-03-10	H5N8	Strigiformes_wild	Strigiformes	western europe	51.80211	11.0531599999999	profile001
H5N8.EPI_ISL_5142488.Galliformes.germany.1.2021-03-16	H5N8	Galliformes_domestic	Galliformes	western europe	51.80211	11.0531599999999	profile001
H5N8.EPI_ISL_5095644.Galliformes.germany.1.2021-01-22	H5N8	Galliformes_domestic	Galliformes	western europe	52.408418	12.562492	profile001
H5N8.EPI_ISL_5115763.Galliformes.germany.293.2021-03-02	H5N8	Galliformes_domestic	Galliformes	western europe	51.4332367	7.66159379999999	profile001
H5N8.EPI_ISL_5123590.Anseriformes.germany.1.2021-03-11	H5N8	Anseriformes_domestic	Anseriformes	western europe	52.408418	12.562492	profile001
H5N8.EPI_ISL_5137952.Galliformes.germany.1.2021-03-14	H5N8	Galliformes_domestic	Galliformes	western europe	52.6367036	9.8450765	profile001
H5N8.EPI_ISL_5098144.Anseriformes.germany.1.2021-02-01	H5N8	Anseriformes_domestic	Anseriformes	western europe	53.6126505	12.4295953	profile001
H5N8.EPI_ISL_5096070.Anseriformes.germany.1.2021-01-20	H5N8	Anseriformes_wild	Anseriformes	western europe	53.6126505	12.4295953	profile001
H5N8.EPI_ISL_5062851.Charadriiformes.germany.1.2020-11-02	H5N8	Charadriiformes_wild	Charadriiformes	western europe	53.6126505	12.4295953	profile001
H5N8.EPI_ISL_3138618.Anseriformes.sweden.1.2021-04-15	H5N8	Anseriformes_wild	Anseriformes	northern europe	61.0917012	14.6663653000001	profile001
H5N5.EPI_ISL_1123358.Anseriformes.united_kingdom.277.2020-11-12	H5N5	Anseriformes_wild	Anseriformes	northern europe	52.0190289	-0.770427400000017	profile001
H5N8.EPI_ISL_1123350.Galliformes.united_kingdom.1.2020-12-17	H5N8	Galliformes_domestic	Galliformes	northern europe	52.0190289	-0.770427400000017	profile001
H5N8.EPI_ISL_1123263.Galliformes.united_kingdom.1.2020-12-16	H5N8	Galliformes_domestic	Galliformes	northern europe	56.3953367	-3.43466100000001	profile001
H5N8.EPI_ISL_5102449.Accipitriformes.germany.1.2020-10-29	H5N8	Accipitriformes_wild	Accipitriformes	western europe	54.2193672	9.69611669999995	profile001
H5N8.EPI_ISL_5058262.Anseriformes.germany.NA.2020-11-02	H5N8	Anseriformes_wild	Anseriformes	western europe	54.2193672	9.69611669999995	profile001
H5N8.EPI_ISL_1123357.Anseriformes.united_kingdom.1.2020-11-08	H5N8	Anseriformes_wild	Anseriformes	northern europe	52.0190289	-0.770427400000017	profile001
H5N8.EPI_ISL_3128152.Anseriformes.sweden.1.2021-03-25	H5N8	Anseriformes_wild	Anseriformes	northern europe	61.0917012	14.6663653000001	profile001
H5N8.EPI_ISL_641394.Galliformes.netherlands.1.2020-11-10	H5N8	Galliformes_domestic	Galliformes	western europe	53.1641642	5.78175420000002	profile001
H5N8.EPI_ISL_3143953.Anseriformes.sweden.1.2021-04-04	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999	profile001
H5N8.EPI_ISL_2234812.Anseriformes.france.1.2021-01-27	H5N8	Anseriformes_wild	Anseriformes	western europe	46.2021771	5.22212669999999	profile001
H5N8.EPI_ISL_1139016.Anseriformes.netherlands.1.2020-10-27	H5N8	Anseriformes_wild	Anseriformes	western europe	53.1641642	5.78175420000002	profile001
H5N8.EPI_ISL_1139018.Suliformes.netherlands.1.2020-10-28	H5N8	Suliformes_wild	Suliformes	western europe	52.3910158	4.91127089999998	profile001
H5N8.EPI_ISL_644824.Anseriformes.denmark.1.2020-11-04	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.7051253	9.53321879999999	profile001
H5N8.EPI_ISL_603136.Anseriformes.netherlands.1.2020-10-16	H5N8	Anseriformes_wild	Anseriformes	western europe	52.132633	5.29126599999995	profile001
H5N8.EPI_ISL_2172533.Anseriformes.netherlands.1.2021-03-04	H5N8	Anseriformes_wild	Anseriformes	western europe	52.045155	5.87182340000004	profile001
H5N8.EPI_ISL_1139029.Anseriformes.netherlands.1.2020-11-03	H5N8	Anseriformes_wild	Anseriformes	western europe	52.3910158	4.91127089999998	profile001
H5N8.EPI_ISL_5057844.Anseriformes.germany.1.2020-10-28	H5N8	Anseriformes_wild	Anseriformes	western europe	54.2193672	9.69611669999995	profile001
H5N8.EPI_ISL_710505.Galliformes.united_kingdom.1.2020-12-02	H5N8	Galliformes_domestic	Galliformes	northern europe	52.0190289	-0.770427400000017	profile001
H5N8.EPI_ISL_626651.Anseriformes.russia.1.2020-08-20	H5N8	Anseriformes_wild	Anseriformes	central asia	55.4312	65.3549	profile001
H5N8.EPI_ISL_1139090.Anseriformes.netherlands.1.2020-11-12	H5N8	Anseriformes_wild	Anseriformes	western europe	51.4826537	5.23216869999999	profile001
H5N8.EPI_ISL_7622619.Anseriformes.belgium.1.2020-12-03	H5N8	Anseriformes_wild	Anseriformes	western europe	51.30054	3.15300000000002	profile001
H5N8.EPI_ISL_7622862.Anseriformes.belgium.1.2020-12-26	H5N8	Anseriformes_wild	Anseriformes	western europe	51.30054	3.15300000000002	profile001
H5N8.EPI_ISL_3128522.Anseriformes.sweden.1.2021-04-06	H5N8	Anseriformes_wild	Anseriformes	northern europe	58.1599159	12.1360549	profile001
H5N8.EPI_ISL_1114751.Galliformes.russia.1.2020-12-11	H5N8	Galliformes_domestic	Galliformes	eastern europe	45.0391312	41.982139599999996	profile001
H5N8.EPI_ISL_5863929.Anseriformes.georgia.1.2020-10-12	H5N8	Anseriformes_wild	Anseriformes	western asia	42.315407	43.356892	profile001
H5N8.EPI_ISL_1095453.Galliformes.sweden.1.2020-11-17	H5N8	Galliformes_domestic	Galliformes	northern europe	55.9902572	13.5957691999999	profile001
H5N8.EPI_ISL_1719909.Anseriformes.lithuania.1.2021-02-26	H5N8	Anseriformes_wild	Anseriformes	northern europe	54.7732578	25.5867112999999	profile001
H5N8.EPI_ISL_2932617.Passeriformes.kazakhstan.1.2020-09-15	H5N8	Passeriformes_wild	Passeriformes	central asia	53.2804	69.3762	profile001
H5N8.EPI_ISL_2932682.Columbiformes.kazakhstan.1.2020-09-15	H5N8	Columbiformes_wild	Columbiformes	central asia	53.2804	69.3762	profile001
H5N8.EPI_ISL_2932609.Anseriformes.kazakhstan.1.2020-09-15	H5N8	Anseriformes_wild	Anseriformes	central asia	53.2804	69.3762	profile001
H5N8.EPI_ISL_2932683.Galliformes.kazakhstan.1.2020-10-09	H5N8	Galliformes_domestic	Galliformes	central asia	53.2804	69.3762	profile001
H5N8.EPI_ISL_4061490.Galliformes.nigeria.1.2021-02-25	H5N8	Galliformes_domestic	Galliformes	western africa	9.081999	8.67527700000005	profile001
H5N8.EPI_ISL_4061481.Galliformes.nigeria.NA.2021-02-10	H5N8	Galliformes_domestic	Galliformes	western africa	9.081999	8.67527700000005	profile001
H5N1.EPI_ISL_11330431.Accipitriformes.japan.2.2022-01-02	H5N1	Accipitriformes_wild	Accipitriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_16618967.Galliformes.russia.NA.2022-10-12	H5N1	Galliformes_domestic	Galliformes	eastern asia	59.5619	150.815	profile001
H5N1.EPI_ISL_16618971.Anseriformes.russia.NA.2022-10-12	H5N1	Anseriformes_domestic	Anseriformes	eastern asia	59.5619	150.815	profile001
H5N1.EPI_ISL_17950087.Passeriformes.japan.2.2023-03-30	H5N1	Passeriformes_wild	Passeriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_14615027.Passeriformes.japan.2.2022-03-14	H5N1	Passeriformes_wild	Passeriformes	eastern asia	44	143	profile001
H5N2.EPI_ISL_15732741.Passeriformes.japan.297.2022-10-28	H5N2	Passeriformes_wild	Passeriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_17527095.Passeriformes.japan.NA.2023-01-03	H5N1	Passeriformes_wild	Passeriformes	eastern asia	36.204824	138.252924	profile001
H5N1.EPI_ISL_17309166.Passeriformes.japan.NA.2023-01-17	H5N1	Passeriformes_wild	Passeriformes	eastern asia	33.5903547	130.4017155	profile001
H5N1.EPI_ISL_16698477.Galliformes.japan.2.2023-01-11	H5N1	Galliformes_domestic	Galliformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_17267420.Galliformes.japan.2.2022-11-06	H5N1	Galliformes_domestic	Galliformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_18284462.Galliformes.japan.NA.2022-11-07	H5N1	Galliformes_domestic	Galliformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_16698576.Gruiformes.japan.2.2022-11-20	H5N1	Gruiformes_wild	Gruiformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_16955801.Falconiformes.japan.NA.2022-11-20	H5N1	Falconiformes_wild	Falconiformes	eastern asia	37.9161924	139.0364126	profile001
H5N1.EPI_ISL_16955799.Passeriformes.japan.NA.2022-11-28	H5N1	Passeriformes_wild	Passeriformes	eastern asia	38.2590428	140.8307874	profile001
H5N1.EPI_ISL_16955829.Accipitriformes.japan.2.2022-11-23	H5N1	Accipitriformes_wild	Accipitriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_17999470.Falconiformes.japan.NA.2022-10-16	H5N1	Falconiformes_wild	Falconiformes	eastern asia	37.9161924	139.0364126	profile001
H5N1.EPI_ISL_18284477.Galliformes.japan.NA.2023-03-14	H5N1	Galliformes_domestic	Galliformes	eastern asia	39.9725899	141.2125163	profile001
H5N2.EPI_ISL_18284476.Galliformes.japan.NA.2023-01-17	H5N2	Galliformes_domestic	Galliformes	eastern asia	33.2395578	131.609272	profile001
H5N1.EPI_ISL_17051464.Anseriformes.canada.NA.2022-12-19	H5N1	Anseriformes_wild	Anseriformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_17051482.Anseriformes.canada.2.2023-01-16	H5N1	Anseriformes_wild	Anseriformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_16698546.Accipitriformes.japan.2.2022-10-21	H5N1	Accipitriformes_wild	Accipitriformes	eastern asia	37.9161924	139.0364126	profile001
H5N1.EPI_ISL_12174842.Carnivora.japan.2.2022-03-31	H5N1	Carnivora_wild	Carnivora	eastern asia	44	143	profile001
H5N1.EPI_ISL_16831241.Passeriformes.japan.NA.2022-04-28	H5N1	Passeriformes_wild	Passeriformes	eastern asia	36.204824	138.252924	profile001
H5N1.EPI_ISL_14064699.Passeriformes.japan.2.2022-02-07	H5N1	Passeriformes_wild	Passeriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_14064988.Passeriformes.japan.2.2022-02-09	H5N1	Passeriformes_wild	Passeriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_15843373.Accipitriformes.canada.2.2022-02-03	H5N1	Accipitriformes_wild	Accipitriformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_15072539.Casuariiformes.japan.2.2022-04-16	H5N1	Casuariiformes_wild	Casuariiformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_14065167.Accipitriformes.japan.2.2022-02-10	H5N1	Accipitriformes_wild	Accipitriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_16698060.Galliformes.japan.15.2022-11-07	H5N1	Galliformes_domestic	Galliformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_18284461.Galliformes.japan.NA.2022-10-28	H5N1	Galliformes_domestic	Galliformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_15576616.Anseriformes.japan.2.2022-10-04	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.2590428	140.8307874	profile001
H5N1.EPI_ISL_17950254.Passeriformes.japan.15.2023-04-11	H5N1	Passeriformes_wild	Passeriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_18066453.Passeriformes.japan.NA.2023-02-17	H5N1	Passeriformes_wild	Passeriformes	eastern asia	33.5903547	130.4017155	profile001
H5N1.EPI_ISL_18007230.Passeriformes.japan.NA.2023-04-18	H5N1	Passeriformes_wild	Passeriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_18066451.Anseriformes.japan.NA.2023-02-09	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.3813638	139.7303175	profile001
H5N1.EPI_ISL_17766057.Carnivora.japan.15.2023-04-12	H5N1	Carnivora_wild	Carnivora	eastern asia	44	143	profile001
H5N1.EPI_ISL_17316075.Passeriformes.japan.15.2023-02-04	H5N1	Passeriformes_wild	Passeriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_17857959.Carnivora.japan.NA.2023-02-20	H5N1	Carnivora_wild	Carnivora	eastern asia	44	143	profile001
H5N1.EPI_ISL_17317372.Passeriformes.japan.15.2022-12-18	H5N1	Passeriformes_wild	Passeriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_16831664.Casuariiformes.japan.NA.2022-05-12	H5N1	Casuariiformes_wild	Casuariiformes	eastern asia	36.204824	138.252924	profile001
H5N1.EPI_ISL_16831325.Galliformes.japan.NA.2022-04-08	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.204824	138.252924	profile001
H5N1.EPI_ISL_16831310.Galliformes.japan.NA.2022-02-12	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.204824	138.252924	profile001
H5N1.EPI_ISL_16831077.Anseriformes.japan.NA.2022-02-12	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.204824	138.252924	profile001
H5N1.EPI_ISL_14064695.Passeriformes.japan.NA.2022-01-20	H5N1	Passeriformes_wild	Passeriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_14604371.Passeriformes.japan.2.2022-02-14	H5N1	Passeriformes_wild	Passeriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_16831092.Passeriformes.japan.NA.2022-03-04	H5N1	Passeriformes_wild	Passeriformes	eastern asia	36.204824	138.252924	profile001
H5N1.EPI_ISL_16955798.Charadriiformes.japan.2.2022-11-16	H5N1	Charadriiformes_wild	Charadriiformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_16698579.Charadriiformes.japan.2.2022-11-06	H5N1	Charadriiformes_wild	Charadriiformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_12572664.Anseriformes.china.2.2021-11-25	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.3905141	114.8555706	profile001
H5N1.EPI_ISL_china_20230820.Anseriformes.china.2.2021-11-16	H5N1	Anseriformes_wild	Anseriformes	eastern asia	30.9894798	112.8721355	profile001
H5N1.EPI_ISL_china_20230831.Anseriformes.china.2.2021-10-20	H5N1	Anseriformes_wild	Anseriformes	eastern asia	31.2313805	121.4137827	profile001
H5N1.EPI_ISL_11633709.Anseriformes.china.19.2021-12-20	H5N1	Anseriformes_wild	Anseriformes	eastern asia	30.9894798	112.8721355	profile001
H5N1.EPI_ISL_china_2023084.Anseriformes.china.19.2021-11-04	H5N1	Anseriformes_wild	Anseriformes	eastern asia	30.9894798	112.8721355	profile001
H5N1.EPI_ISL_11633707.Anseriformes.china.NA.2021-12-20	H5N1	Anseriformes_wild	Anseriformes	eastern asia	30.9894798	112.8721355	profile001
H5N1.EPI_ISL_12572662.Anseriformes.china.19.2022-01-05	H5N1	Anseriformes_wild	Anseriformes	eastern asia	27.2498042	113.6176643	profile001
H5N1.EPI_ISL_15647834.Anseriformes.south_korea.19.2022-10-17	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_18284464.Galliformes.japan.NA.2022-11-04	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.2869206	140.4245143	profile001
H5N1.EPI_ISL_15647837.Anseriformes.south_korea.19.2022-02-05	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_18373252.NA.south_korea.NA.2022-03-03	H5N1	unknown	NA	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_17606851.Galliformes.south_korea.19.2022-02-06	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.5184	126.8	profile001
H5N1.EPI_ISL_17606863.Anseriformes.south_korea.19.2022-03-02	H5N1	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991	profile001
H5N1.EPI_ISL_17606854.Galliformes.south_korea.19.2022-02-07	H5N1	Galliformes_domestic	Galliformes	eastern asia	35.7197	127.1244	profile001
H5N1.EPI_ISL_17606861.Anseriformes.south_korea.19.2022-02-18	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8	profile001
H5N1.EPI_ISL_18373240.Anseriformes.south_korea.NA.2022-02-10	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_15647836.Anseriformes.south_korea.80.2022-10-10	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_16955770.Anseriformes.japan.NA.2022-12-07	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.2869206	140.4245143	profile001
H5N1.EPI_ISL_17309163.Passeriformes.japan.NA.2023-01-19	H5N1	Passeriformes_wild	Passeriformes	eastern asia	38.2554388	140.3396017	profile001
H5N1.EPI_ISL_18284472.Anseriformes.japan.NA.2022-11-26	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.6072668	140.1062907	profile001
H5N1.EPI_ISL_16955797.Anseriformes.japan.NA.2022-12-31	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.4303031	139.0453388	profile001
H5N1.EPI_ISL_16388458.Anseriformes.japan.80.2022-11-23	H5N1	Anseriformes_wild	Anseriformes	eastern asia	39.7200079	140.1025642	profile001
H5N1.EPI_ISL_16618982.Galliformes.russia.NA.2022-08-25	H5N1	Galliformes_domestic	Galliformes	eastern asia	50.5888431	135	profile001
H5N1.EPI_ISL_16618978.Galliformes.russia.NA.2022-08-25	H5N1	Galliformes_domestic	Galliformes	eastern asia	50.5888431	135	profile001
H5N1.EPI_ISL_16618973.Galliformes.russia.NA.2022-08-25	H5N1	Galliformes_domestic	Galliformes	eastern asia	50.5888431	135	profile001
H5N1.EPI_ISL_18102701.Carnivora.south_korea.NA.2023-07-04	H5N1	Carnivora_wild	Carnivora	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_18007232.Passeriformes.japan.NA.2023-03-24	H5N1	Passeriformes_wild	Passeriformes	eastern asia	37.9161924	139.0364126	profile001
H5N1.EPI_ISL_18066452.Anseriformes.japan.NA.2023-02-17	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.2590428	140.8307874	profile001
H5N1.EPI_ISL_17414669.Falconiformes.china.NA.2022-10-09	H5N1	Falconiformes_wild	Falconiformes	eastern asia	39.904214	116.407413	profile001
H5N1.EPI_ISL_18066455.Accipitriformes.japan.NA.2023-01-07	H5N1	Accipitriformes_wild	Accipitriformes	eastern asia	34.975562	138.38275960000001	profile001
H5N1.EPI_ISL_16955766.Anseriformes.japan.NA.2022-12-26	H5N1	Anseriformes_wild	Anseriformes	eastern asia	34.975562	138.38275960000001	profile001
H5N1.EPI_ISL_15943002.Anseriformes.south_korea.128.2022-11-17	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8	profile001
H5N1.EPI_ISL_15943015.NA.south_korea.128.2022-11-07	H5N1	unknown	NA	eastern asia	36.5184	126.8	profile001
